year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,unempE,unempM,laborforceE,laborforceM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,no_health_insE,no_health_insM
2013,3603313,"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",112923,1268,74891,2715,9891,1396,111502,1331,1452,55,347700,3170,53467,1629,28111,1367,24599,2134,4481,781,25685,1829,acs5,0.4033,0.0092,4239,524,57237,1181,1914,498,10910,772,74170,1061,3349,409,35953,669,6549,807
2013,3603103,"Westchester County (Northeast) PUMA, New York",134555,260,117055,3919,5081,716,131702,581,1468,58,591000,10019,109377,1304,3867,578,13740,1068,5241,623,18768,1173,acs5,0.5153,0.0114,4881,474,68040,1122,700,171,26727,895,90643,742,982,200,46574,579,3503,535
2013,3602300,"Tompkins County PUMA, New York",102270,NA,51393,2157,18194,1359,88742,793,942,19,169200,3314,81130,91,3727,318,4523,NA,9731,305,12904,796,acs5,0.4918,0.0141,3103,406,52542,1066,453,187,12026,643,58238,147,3844,404,38409,610,3337,410
2013,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",124583,3038,31153,1500,38991,2247,122738,2990,1104,10,247000,62922,9314,1086,22908,1724,82419,2615,7775,848,51788,2582,acs5,0.4762,0.0156,9433,934,59004,1964,2573,422,8400,781,76779,1925,17688,743,42922,532,11986,1207
2013,3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",120376,2998,53541,1686,15202,1621,117145,2955,1075,28,351400,14656,41575,1728,31841,2231,41597,2438,3222,659,23752,1906,acs5,0.4486,0.0118,6587,901,59634,1992,1800,431,12921,1009,85433,1763,5921,746,46475,530,4457,834
2013,3603101,"Putnam County PUMA, New York",103039,249,95014,3689,5935,926,101934,364,1281,69,374900,5681,84913,358,2025,223,12215,133,2296,188,12500,807,acs5,0.4183,0.0113,4282,448,56229,948,523,196,15686,815,71726,294,1319,279,36015,547,3709,533
2013,3603301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",102736,1075,102614,3056,6253,955,101943,1060,1534,84,483900,6607,77922,1340,4533,653,16076,1424,2774,535,14961,1167,acs5,0.4581,0.0123,4128,451,54913,1117,741,348,17704,763,69767,927,1388,223,35082,440,4293,839
2013,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",165715,3129,42656,1900,41448,2496,159213,3033,964,22,603700,25914,53538,1538,11464,1138,40789,2237,54541,2304,58768,2195,acs5,0.5588,0.0118,7905,830,87526,2501,6574,769,33228,1528,124162,2233,16818,735,70689,916,8430,1009
2013,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",119233,3038,30836,1415,36569,2602,116238,2970,823,29,546300,97013,16842,1340,35751,1800,55158,2495,8693,1274,30596,2008,acs5,0.5868,0.0164,6806,784,53447,1946,2393,313,13420,900,78422,2135,12580,745,44682,680,9726,1223
2013,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",146721,2646,101079,2709,12878,1451,142807,2596,2001,NA,731000,20346,105194,2402,4733,850,12311,1309,20782,1551,32362,1645,acs5,0.5237,0.0157,6380,826,100216,2273,728,253,50040,2128,116205,2086,2413,455,79444,1237,4180,717
2013,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",163505,2067,85451,2266,9572,1244,162569,2054,1252,50,474300,4342,137888,1930,1672,391,16071,1362,6691,752,23250,1421,acs5,0.4045,0.0102,5670,533,80730,1519,1251,220,20958,1027,113716,1265,3214,363,57271,551,3279,477
2013,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",132794,2093,73574,2284,12059,1444,130739,2072,1190,40,449900,5452,92892,2093,4465,723,17008,1473,17209,1067,35419,1662,acs5,0.4398,0.0117,4565,406,63392,1432,1414,235,17525,856,93737,1273,4508,478,46891,488,3982,599
2013,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",173924,2204,58896,1626,33325,2481,170377,2207,1131,23,381600,4708,68832,1729,39433,1006,48945,1827,12579,900,40964,1846,acs5,0.4604,0.0082,7395,644,80235,1800,1956,291,18116,844,110463,1345,11414,651,60447,644,9984,867
2013,3602500,"Cattaraugus & Allegany Counties PUMA, New York",128353,NA,42542,928,21010,1229,120649,526,609,12,76900,924,119389,34,1759,149,2146,NA,1145,68,2445,259,acs5,0.4196,0.0083,5707,341,61650,617,766,121,7819,428,84172,132,7865,423,51032,541,5068,407
2013,3600905,"Monroe County (North & West) PUMA, New York",104863,56,63167,1840,8212,1021,101338,399,820,30,134700,1817,93721,996,4428,737,3616,625,1629,468,5134,696,acs5,0.3752,0.0086,4283,426,58009,682,541,140,12853,780,68268,714,2510,324,38803,551,2823,420
2013,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",101877,1626,28573,1105,32746,1846,94541,1595,756,13,71700,1667,34853,1502,45958,1649,12185,1150,4879,606,9863,794,acs5,0.471,0.0109,6593,562,44942,1075,1339,207,6715,603,60740,1149,14008,720,39604,587,4387,621
2013,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",109373,1617,32840,1164,33573,1591,107097,1599,748,11,82100,2446,44470,1294,36283,1422,23021,997,2093,407,9262,786,acs5,0.4882,0.0085,7248,638,56466,1208,1252,207,12175,709,69880,997,14403,654,46810,731,7395,679
2013,3600901,"Monroe County (East) PUMA, New York",131237,35,62239,1721,9731,927,130027,344,858,15,146100,2233,115141,1138,5428,826,5800,683,3138,545,10169,721,acs5,0.4189,0.0104,4265,446,68636,984,588,138,20516,904,91961,857,2999,301,53141,616,2063,290
2013,3600906,"Monroe County (South) PUMA, New York",174372,180,73322,1893,13741,1470,164132,805,907,18,181500,2320,147381,1147,7474,927,4963,697,11013,790,16931,921,acs5,0.4668,0.0111,5579,550,92297,1126,736,197,31775,1074,115860,1060,2551,281,67439,818,3553,509
2013,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",110637,900,112638,4594,6119,821,106170,998,1684,70,676300,9626,82589,1457,3634,568,12645,1276,9912,846,21340,1352,acs5,0.517,0.0109,2679,304,55382,869,853,205,21348,779,75593,897,1111,205,37786,539,3460,546
2013,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",108862,1149,102835,2838,3520,636,108240,1179,1509,95,428000,3883,92283,1375,2875,553,9750,1317,3058,546,10793,905,acs5,0.3806,0.0094,3739,333,57868,912,547,181,16558,754,76762,895,909,183,36102,417,2440,361
2013,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",101692,1594,98615,3497,5379,834,101088,1549,1466,82,442300,5751,71915,1434,11111,1008,14318,1212,2774,541,15534,912,acs5,0.4235,0.0087,3791,411,54169,1251,629,171,17323,777,70251,1017,1753,245,35702,450,2569,429
2013,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",105000,1476,95280,2745,7568,1150,103276,1431,1578,58,505900,13206,78413,1648,6564,745,14195,1442,4085,764,18802,1144,acs5,0.4539,0.0126,3963,493,55049,1296,558,150,17702,1047,72083,1232,1954,281,37800,687,4251,679
2014,3603805,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",219382,3946,106940,2956,15612,1686,216487,3951,1970,35,1000001,NA,171147,3294,6210,933,17225,1786,19640,1737,49558,3017,acs5,0.5689,0.0087,6523,899,136684,3017,786,274,70010,2667,177037,3139,4437,747,116173,1709,4958,1012
2014,3600904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",125112,64,54115,1346,11207,1659,124218,212,825,18,122500,1377,105066,1644,8189,987,6794,1017,2618,504,9563,937,acs5,0.3911,0.0121,4050,432,66768,1307,1682,966,15246,841,90514,904,4220,394,51795,919,4123,845
2014,3603201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",113063,832,112424,4839,5322,793,110854,976,1820,81,840800,12885,85508,1345,2617,531,9052,1155,13513,959,29008,1166,acs5,0.5242,0.0084,3510,371,53353,906,628,182,24625,925,77295,941,1013,176,39711,609,2423,450
2014,3603313,"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",113097,1113,75216,2809,8938,1146,111709,1076,1458,46,338800,3506,52186,1720,27827,1309,26858,2236,4211,675,26941,1547,acs5,0.4043,0.0112,4416,527,58951,1408,2131,522,11304,773,75615,1007,3476,384,35823,630,6279,856
2014,3603103,"Westchester County (Northeast) PUMA, New York",135957,214,120261,3096,5123,852,133152,576,1487,61,585200,10173,108824,1597,3971,712,15734,1092,5352,688,19615,1056,acs5,0.516,0.0113,4336,451,68585,1157,762,180,27361,1028,91541,968,1061,247,46795,600,3560,581
2014,3602300,"Tompkins County PUMA, New York",103179,NA,52836,1856,18438,1220,89566,1061,965,20,171000,2765,81157,83,3982,298,4706,NA,10175,334,13000,785,acs5,0.4925,0.0155,3055,372,52419,1108,432,159,12409,617,58536,98,3997,413,38340,693,2988,503
2014,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",125254,2697,31513,1499,39377,2408,123417,2672,1136,11,221300,47272,9235,1012,21374,1801,83950,2529,8546,1069,52489,2377,acs5,0.4725,0.0153,9347,873,60047,1843,2804,432,9035,699,78192,1865,18557,731,43328,625,10855,1114
2014,3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",123832,2889,54911,2778,15027,1895,120378,2923,1109,28,346600,14189,41666,1459,33061,2497,43129,2474,3244,731,24963,1984,acs5,0.4457,0.0117,6584,851,61537,2144,1843,413,13433,984,87822,1888,6347,711,47344,657,4328,832
2014,3603101,"Putnam County PUMA, New York",102589,215,96476,3019,5567,799,101380,461,1244,57,364800,5225,84053,324,1922,235,12453,97,2365,176,13039,786,acs5,0.4205,0.0104,4381,391,56161,924,667,214,15854,772,71704,228,1312,239,35450,573,3600,463
2014,3603301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",103496,1499,104340,3508,7868,1164,102586,1508,1597,76,480900,6197,77691,1351,4538,674,17415,1909,2688,547,15387,1321,acs5,0.4649,0.0134,4043,489,54755,1377,781,279,17632,826,70502,902,1544,242,35167,485,3925,741
2014,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",163328,2893,42873,2176,39298,2315,156609,3014,986,19,612200,23408,53635,1897,11007,1178,40248,1957,52924,1966,57909,1928,acs5,0.5628,0.0093,7526,730,86993,2331,6470,795,33550,1573,123200,2486,17247,860,71101,1039,7185,942
2014,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",120603,3142,30857,1544,38489,2819,117406,3102,868,30,588100,95016,16753,1184,36592,1777,55598,2796,8795,947,31215,1801,acs5,0.5932,0.0151,6527,621,54036,1884,2895,454,14248,1094,80156,1919,13723,788,46048,711,8528,1060
2014,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",145669,2682,102337,2919,13440,1330,141235,2654,2001,NA,734200,23462,102396,2355,5142,715,12448,1270,21445,1381,32995,1633,acs5,0.5297,0.016,5305,584,98319,2425,614,262,49129,2226,115938,2282,2433,484,79783,1322,3846,554
2014,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",165963,2363,86522,2286,12066,1532,165159,2345,1274,62,477500,5242,138658,2159,1833,447,16755,1751,7253,804,24936,1498,acs5,0.4115,0.0091,5793,514,80907,1324,1180,216,22713,1035,115355,1299,3172,370,57855,570,3379,492
2014,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",131697,2051,74728,1997,11457,1177,129735,2000,1182,34,443700,5366,91934,2059,4982,940,16206,1350,16958,1001,35650,1680,acs5,0.4378,0.0132,4479,440,63674,1471,1624,301,17756,988,93470,1356,4681,412,46732,526,3569,511
2014,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",173862,2544,60227,2296,33882,2508,170563,2592,1129,24,379000,5112,67564,1699,38324,1474,50405,2129,12900,952,41012,1807,acs5,0.464,0.0076,6891,614,80125,1551,1893,301,19002,1020,111222,1420,12423,738,60492,752,8880,740
2014,3602500,"Cattaraugus & Allegany Counties PUMA, New York",127784,NA,43211,946,20975,1179,120146,595,612,13,77700,1025,118506,72,1759,187,2183,NA,1244,74,2435,191,acs5,0.4192,0.0073,5559,309,60417,650,768,134,8382,441,84087,150,8050,497,50205,545,4926,406
2014,3600905,"Monroe County (North & West) PUMA, New York",105044,83,62128,1840,8065,1000,101487,491,845,25,135700,1458,93767,946,4557,768,3654,568,1505,411,5117,676,acs5,0.3795,0.0097,3780,354,58039,879,550,177,13120,735,68808,804,2690,273,39081,630,2678,460
2014,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",100312,1538,28493,941,32758,1979,93178,1503,766,13,72600,1552,34281,1254,44993,1442,11817,1004,5175,713,10149,961,acs5,0.4838,0.0294,6735,582,44619,1127,1428,235,6962,598,60790,1026,14347,584,39461,621,3976,502
2014,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",110859,1560,32881,1162,35460,1706,108541,1594,763,10,82100,2454,43294,1110,36965,1542,24521,1065,2154,376,9131,739,acs5,0.4924,0.0092,7278,508,56469,1252,1395,232,12009,616,70636,1121,14769,608,46554,698,6688,523
2014,3600901,"Monroe County (East) PUMA, New York",131767,40,63176,1254,9390,1114,130627,337,864,15,146800,2006,114981,1232,5485,748,5931,785,3290,610,10377,929,acs5,0.415,0.0092,4113,414,69637,964,706,178,21473,899,93240,868,3141,289,53989,709,2003,328
2014,3600906,"Monroe County (South) PUMA, New York",174982,245,74243,2022,14833,1354,165182,918,924,18,182600,2985,146855,1294,8163,848,4965,730,10914,744,16707,965,acs5,0.4697,0.0096,5490,518,92997,1207,714,225,31367,1130,116473,1079,3136,392,68035,780,3306,564
2014,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",110880,1062,112122,3907,6483,933,106494,1049,1702,61,669900,8429,81567,1325,3765,580,13397,1350,9747,763,22528,1158,acs5,0.5271,0.0097,2799,381,55893,994,851,213,21372,644,76398,926,1265,232,38036,497,3492,481
2014,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",110421,1030,104419,2768,3576,628,109912,1041,1638,114,423100,3893,93570,1274,2955,494,9757,881,3267,574,10809,929,acs5,0.3811,0.0087,3469,407,58646,1188,549,157,17081,720,77629,792,1101,211,36339,454,2239,490
2014,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",102737,1588,97017,3005,5847,877,102094,1615,1484,64,431800,5998,71811,1536,11433,834,15507,1569,2534,573,16057,1205,acs5,0.431,0.0112,3654,393,54605,1242,543,140,17969,924,71290,1215,1996,274,35722,521,2748,522
2014,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",104204,1331,95052,3879,7498,1050,102514,1324,1627,52,487800,8619,75953,1697,6528,756,15833,1564,4142,666,19291,1416,acs5,0.4681,0.015,3884,438,55950,1362,498,135,17233,859,71960,1064,1934,300,37541,619,4074,828
2014,3603807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",146311,2815,92246,3168,18203,1910,143121,2736,2001,NA,863100,37854,90523,2073,7981,1451,21550,1331,21620,1646,39688,1888,acs5,0.5793,0.0125,6926,747,102100,2353,1333,334,45892,1755,118852,2142,6067,514,82382,1223,5077,674
2014,3602401,"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",104863,154,50631,1699,15399,1093,98994,872,715,19,99200,1806,90794,351,5511,433,2823,220,2428,147,3544,302,acs5,0.4657,0.0133,3104,317,49828,972,328,98,10029,698,71995,478,6290,445,42860,589,3162,389
2014,3602402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",101193,154,46806,988,15723,964,99320,282,633,16,88600,1298,96971,347,1170,235,1402,220,402,107,1571,223,acs5,0.4097,0.0072,4101,315,48114,764,729,179,6302,368,70447,441,5541,329,41574,435,3646,346
2014,3603810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",152088,3025,118108,3631,11507,1213,144636,2831,2001,NA,1000001,NA,109918,2491,3527,507,10475,1362,22850,1356,35848,1886,acs5,0.5529,0.0113,5062,527,102240,2146,1178,298,52185,1554,118629,2118,2684,290,78578,1174,4135,559
2014,3603806,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",196398,3996,100746,3941,19190,1823,193607,4011,1761,48,971200,33916,134449,2907,12507,1113,27804,2401,16447,1310,43970,2441,acs5,0.5701,0.0098,7404,736,118184,2665,1297,346,51283,2077,156778,2905,5945,704,98293,1422,5081,779
2014,3603802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",130249,3122,41614,2454,33395,2539,119701,3111,1150,26,586500,48867,36048,1909,29295,1356,50149,2335,10217,1171,44053,2275,acs5,0.574,0.0136,6265,742,64963,2035,2473,437,17994,1384,85466,2255,10372,738,46716,763,8882,968
2014,3603801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",214419,3320,41513,1682,52224,3439,210451,3220,1151,13,383700,19955,36414,1500,17239,1548,151726,3137,5316,716,102331,2750,acs5,0.4838,0.0092,17071,1294,118753,2563,5414,752,28291,1602,150082,2459,26154,1062,73145,832,16998,1615
2014,3603803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",129951,2471,38028,1661,37600,2454,129110,2537,912,22,605100,40811,15552,1174,77339,2469,28943,1852,4406,919,29591,1721,acs5,0.5516,0.0139,8910,815,64709,1578,2312,385,16865,1135,88058,1618,13140,711,52870,862,8921,867
2014,3602201,"Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA, New York",126202,508,41300,1006,25627,1417,116468,917,700,13,102600,2728,99610,634,8712,463,6485,246,7111,394,10502,623,acs5,0.4716,0.0101,5639,437,59324,1267,924,167,12531,626,81289,626,9106,549,51152,827,4977,523
2014,3603702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",141622,2231,45889,1626,27793,2027,140287,2201,1174,19,393200,6493,10069,772,93615,2144,31880,2025,2881,625,55742,1916,acs5,0.4458,0.0084,11247,828,71325,1704,1368,227,13675,966,90357,1597,11901,671,46997,499,7557,765
2014,3603705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",166534,3146,22154,770,71026,2573,161459,2797,906,15,372400,16237,7689,1018,50839,2300,104493,2989,1293,346,51464,2076,acs5,0.4943,0.0146,12468,999,67206,1938,4614,595,7250,571,92307,1857,29030,868,54076,511,12058,1246
2014,3603708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",141467,2561,26349,969,52994,2613,139344,2576,1041,13,211900,40811,1988,404,43997,2085,91120,2698,2187,561,56819,2099,acs5,0.4755,0.0175,9708,825,60390,1658,3751,470,7683,761,83594,1886,23369,876,47633,473,10045,1232
2014,3603704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",129963,2256,46543,2050,25580,2171,126264,2182,1168,17,430600,7979,31435,1334,28048,1619,57410,1975,10456,1010,45426,1889,acs5,0.4594,0.0112,8646,684,64077,1775,2815,373,12668,660,86947,1607,11475,695,44079,531,8678,832
2014,3603710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",157561,2853,21718,851,62795,2647,146792,2744,781,20,317900,24049,2706,439,43611,1940,108468,2684,1103,460,44928,2252,acs5,0.4915,0.0127,8874,692,57674,1957,4205,502,6168,554,90108,2050,26618,790,48741,535,13191,1202
2014,3603709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",186386,3271,36951,1387,52200,2605,185126,3267,1072,13,361600,11185,4637,540,56380,2082,107268,3175,12926,1351,59450,2376,acs5,0.4673,0.0086,11830,993,86937,2374,4607,559,13912,869,119693,2146,21376,962,63188,703,14526,1482
2014,3603701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",108485,2235,56391,2265,18292,1561,103148,2031,1220,19,292100,12244,37018,1025,14237,1196,49611,1806,5432,891,34245,1747,acs5,0.4885,0.0129,6497,572,54886,1536,2161,378,13869,797,73908,1567,8146,563,41456,568,5830,714
2014,3603707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",132462,2497,24849,1383,54496,2623,130984,2445,1041,13,402500,31541,1940,414,36698,1823,90177,2528,1754,657,54817,1951,acs5,0.4702,0.0125,11360,922,61297,1626,2691,335,6204,511,77981,1470,21894,729,43481,420,10897,1086
2014,3601207,"Erie County (South) PUMA, New York",167643,60,63385,1008,11335,1185,162983,588,758,17,153200,1882,157082,990,2190,367,3834,627,723,241,4640,588,acs5,0.4189,0.0132,5771,588,89470,1204,747,211,20733,946,119207,858,4806,398,66719,757,3098,347
2014,3601206,"Erie County (West Central)--Buffalo City (West) PUMA, New York",116970,1935,36411,1372,33406,1910,112273,1868,712,10,116900,4873,65400,1735,20605,1398,19062,1308,7362,950,15254,1264,acs5,0.5172,0.0107,5765,572,61247,1439,1951,393,14886,928,75996,1375,15060,801,51343,846,5928,596
2014,3601201,"Erie County (Northwest) PUMA, New York",109166,46,54975,1571,9880,1197,108579,219,758,15,117600,1265,98698,1076,2539,541,3286,770,2144,505,5368,721,acs5,0.3979,0.0093,3374,431,59076,1053,443,125,14415,660,78767,848,4688,492,47268,658,2644,473
2014,3601204,"Erie County (Central) PUMA, New York",150898,66,49545,1072,16217,1191,149332,240,731,11,104100,1136,131801,1200,9610,962,5241,612,1595,383,7020,672,acs5,0.3866,0.0053,6615,542,80410,1008,1170,226,14984,729,108756,1029,8047,578,65671,716,3834,424
2014,3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",142989,1937,28748,755,44342,2114,139288,1911,677,15,55800,1534,53186,1494,75136,1406,7022,815,3484,677,7157,726,acs5,0.472,0.0091,9776,691,62749,1464,1214,209,7790,573,89322,1249,22087,746,60101,793,5949,642
2014,3601202,"Erie County (North Central) PUMA, New York",123542,32,68106,1538,10884,918,115387,560,937,20,174800,2746,100076,1203,6908,714,4052,691,9572,766,15901,969,acs5,0.4629,0.0154,3275,369,63830,1081,527,170,20667,924,82752,901,3359,373,49174,641,2045,357
2014,3601203,"Erie County (Northeast) PUMA, New York",109486,55,71009,2165,5580,702,106573,485,753,38,179500,3829,102532,715,1491,306,2103,464,1928,401,4410,547,acs5,0.4173,0.0151,3157,430,58649,933,351,105,14766,847,75979,698,2280,308,41507,522,2031,383
2014,3601600,"Fulton & Montgomery Counties PUMA, New York",104821,NA,44858,1383,18018,1284,102434,372,701,12,104400,3201,93326,66,1593,185,7384,NA,667,83,3038,397,acs5,0.4347,0.0101,5208,523,51042,621,895,187,6723,497,73057,129,7313,452,42095,484,4183,425
2014,3604013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",131139,2411,56454,2051,21795,1701,130716,2443,1292,17,652100,9742,77136,1960,1726,401,18973,1415,30449,1537,50409,1764,acs5,0.4795,0.0099,5776,519,65959,1493,2779,349,20606,1029,93694,1582,7140,410,50091,538,5698,741
2014,3604012,"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",151077,3138,44320,1509,42375,2213,148216,3134,1260,24,626600,20105,32879,1427,4093,695,63719,2444,47661,2126,72705,2302,acs5,0.4818,0.0099,7772,679,78403,2134,5890,585,14764,777,99421,1860,12548,558,46359,557,14642,1180
2014,3604005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",114833,2133,96138,2898,11654,1068,114093,2116,1831,35,933200,27292,72814,1838,7987,759,22225,1389,7213,823,19865,1215,acs5,0.4936,0.0127,5000,467,73174,1475,804,194,29965,1156,86503,1563,3922,329,49012,545,5294,640
2014,3604018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",106296,2124,31290,1525,28936,1734,105465,2114,913,29,410700,21595,62024,1872,11888,1166,15500,1581,15100,1524,56654,1894,acs5,0.5395,0.0151,5593,570,46175,1412,2871,403,16778,922,77453,1332,15553,677,44389,604,4655,559
2014,3604004,"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",129778,2127,76670,1771,24001,1591,124394,1927,1524,38,700300,29948,57452,1515,34888,1639,22048,1242,10592,797,25570,1191,acs5,0.5334,0.0114,7094,537,75585,1574,1264,236,27977,964,93482,1579,8038,427,54704,744,6324,657
2014,3604009,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",208494,2230,64323,1389,25160,1538,207622,2165,1250,18,477400,3894,50114,1491,129276,2275,17064,1607,8539,911,85847,1840,acs5,0.4251,0.0074,10746,726,108218,1628,2669,326,25340,936,138290,1559,9935,488,68429,512,8783,710
2014,3604016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",147633,2334,51282,1761,23983,1944,147366,2324,1171,16,542300,10389,105924,1934,5167,845,10897,1220,23678,1568,68404,1735,acs5,0.4854,0.0095,6450,528,69388,1584,2726,372,25473,1015,103987,1628,9558,610,56404,675,4772,622
2014,3604017,"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",184656,3058,47302,1675,32160,1729,184156,3056,1176,11,637300,8950,86209,2071,1437,359,25346,1980,69189,2390,100948,2399,acs5,0.4723,0.0101,8870,639,89702,2082,5861,485,22551,1099,132229,1958,13083,577,63126,531,10916,819
2014,3604008,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",151192,2605,34152,1504,48393,2298,150338,2560,1074,17,411500,9274,7172,792,80298,2293,55880,2058,5242,698,52336,1876,acs5,0.5005,0.0134,7714,653,62765,1570,2924,401,8056,577,91226,1698,14806,682,51280,520,7705,639
2014,3604014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",166578,3069,39817,1501,53976,2631,165885,3040,1296,18,676300,13528,118358,2989,3255,591,19042,1624,23571,1402,53780,2000,acs5,0.4908,0.0096,4458,448,64518,1475,3461,413,13981,710,90838,1600,13234,552,47037,540,8610,911
2014,3604006,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",123963,2264,42127,1804,31952,2256,123123,2220,1123,19,640300,16284,23598,1236,77923,2117,14670,1208,4378,709,38630,1746,acs5,0.5079,0.0107,7499,647,66096,1542,1709,384,17973,900,85717,1711,12757,604,50975,537,8600,681
2014,3604007,"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",124182,2512,27866,1508,45369,2675,121996,2349,915,23,391500,9793,1786,456,94296,2456,25495,1652,1334,393,37164,1601,acs5,0.5134,0.0117,7441,614,50185,1486,1975,315,5979,648,72900,1252,17604,702,43109,405,7256,653
2014,3604015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",158531,2757,44812,1759,33914,2091,157758,2745,1200,13,640900,16930,63502,1778,52703,1999,22733,1806,15912,1165,71025,2138,acs5,0.4936,0.0101,7858,640,77426,1711,3227,400,21292,1071,103464,1616,14690,622,56394,512,9947,1027
