year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,unempE,unempM,laborforceE,laborforceM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,no_health_insE,no_health_insM
2021,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",136216,4771,40841,2982,36271,2850,134364,4785,1413,25,232800,24358,7293,1055,17217,1628,101203,4643,7772,1202,58953,2954,acs5,0.4676,0.0138,8651,1041,67436,2685,4393,1004,9435,895,88066,3103,19605,1258,47464,1501,5156,899
2021,3603707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",142474,4489,35626,2586,46990,3452,141473,4499,1298,24,470600,71007,2338,501,36378,2574,98041,4156,2164,707,61191,3178,acs5,0.4897,0.0117,8718,786,64985,2638,5027,702,9308,849,87068,2852,22695,1137,47728,1155,5002,842
2021,3603708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",147791,4577,36616,1867,46846,3092,146327,4489,1258,25,262900,78134,4376,860,44905,3296,93654,4569,1731,430,58367,3330,acs5,0.4917,0.0173,8435,1050,67658,2871,5240,773,10428,1072,94414,3177,22942,1309,52586,1282,5235,874
2021,3603709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",186221,4743,47043,2834,46368,3209,184215,4665,1328,24,466800,13379,5011,782,49681,2969,108249,3857,16760,1585,60268,2753,acs5,0.4929,0.015,8161,736,81990,2749,7276,927,15501,1306,122637,2951,20984,1202,66557,1166,6241,977
2021,3603710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",159067,4095,27885,2048,58483,4153,150383,4142,1054,27,384900,45575,4685,662,41423,2613,110170,4143,876,275,42952,2011,acs5,0.5323,0.0174,8445,919,62885,2443,4974,604,9281,937,98813,2180,26953,1309,54856,1147,6134,844
2021,3603801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",220747,5077,59725,2283,38193,3444,217117,5051,1447,26,491900,46910,42149,2305,15671,1597,150605,5009,6638,1088,96627,3654,acs5,0.5045,0.0414,14504,1542,124246,3463,6652,852,35450,1690,163974,3921,23429,1401,77706,1705,6887,1252
2021,3603802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",134168,4851,60422,5262,28030,2883,123032,4890,1537,69,710800,52708,37450,1724,28666,2691,50902,3479,12035,1463,43233,2257,acs5,0.5728,0.0155,6233,942,74448,3300,2254,474,22070,1829,94018,3746,9372,898,47238,1271,3853,680
2021,3603803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",137580,3817,54746,3194,31181,2731,136839,3821,1255,41,843300,88690,21959,1683,73007,2898,32094,2175,5102,910,32142,2027,acs5,0.5658,0.0118,6665,840,73189,2741,2352,477,22873,1528,99061,2574,11002,893,57015,1230,3668,674
2021,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",122589,3742,35334,2988,37439,2990,118903,3811,1048,48,580100,56868,17292,1389,36736,2414,54335,2766,10336,1665,29039,2182,acs5,0.622,0.0126,5067,787,54055,2567,2208,427,16132,1573,87950,2870,13404,998,51319,1506,3787,809
2021,3603805,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",217279,6509,135820,5107,14462,2198,214697,6515,2455,47,1238700,70547,162111,5151,6014,1482,19580,2587,22900,2010,50687,2994,acs5,0.5586,0.0117,5198,956,129198,4620,739,209,61308,2967,173116,4929,3237,790,109828,2914,1745,523
2021,3603806,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",203266,6668,131010,6136,20544,2547,200246,6746,2251,84,1318000,93057,136736,4910,9735,1381,28763,2870,19321,1986,44737,2853,acs5,0.5799,0.0117,6803,1293,116472,4469,1615,628,53125,2580,159949,4904,5736,885,98221,2618,2343,631
2021,3603807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",163665,4325,110683,5616,19436,1938,160330,4329,2258,92,946600,62385,94636,3487,8527,1530,27319,2002,26239,1886,48182,2735,acs5,0.5715,0.0102,5883,812,111242,3277,1362,369,54685,2719,137256,3657,8502,1255,94330,2429,1727,403
2021,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",152619,4853,137991,5445,12275,1964,147880,4819,2683,87,917200,50552,102925,3875,6638,1536,13837,1935,23099,1987,35666,2474,acs5,0.5201,0.0133,3727,698,100213,3338,796,375,49736,2939,120739,4255,2711,830,80290,2305,2294,752
2021,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",158554,4336,50269,3314,40375,3709,151223,4379,1187,42,739700,52418,55381,3112,13188,1586,37801,2326,46248,2340,50158,2433,acs5,0.6092,0.0148,5423,710,80554,3002,5431,1034,37427,2644,122188,3515,19488,1199,72272,1655,2946,547
2021,3603810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",158660,4206,160523,5397,10298,1197,151435,4164,3049,62,1365800,152207,109237,3408,4402,880,12821,1230,25681,2155,35664,2228,acs5,0.5409,0.0125,4893,737,106786,3010,714,258,56632,2477,122429,3329,2323,398,78994,2024,1985,577
2021,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",170110,3367,105512,4565,10151,1490,169906,3364,1492,102,610400,7331,137305,3271,1290,510,19239,1866,9111,1288,27981,2024,acs5,0.4177,0.0127,3961,728,84395,2696,1553,376,26956,1660,120115,2251,3100,579,58876,1180,1331,333
2021,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",143554,3498,86871,3772,14474,2070,141533,3497,1459,58,591700,10172,88804,2845,6085,1183,20594,1623,24526,1562,44433,2345,acs5,0.4539,0.0147,3723,601,66558,2220,3038,596,21472,1275,100659,2231,4709,514,48709,1124,1790,478
2021,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",179530,3806,77173,4324,25657,1989,176533,3788,1414,35,495900,9326,68029,2561,37474,1410,51124,2385,17464,1395,47125,2681,acs5,0.466,0.0102,5273,650,86779,2394,3423,590,24528,1636,123615,2472,11458,750,61943,1372,3348,524
2021,3604001,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",172439,4653,95589,3531,38885,3125,171910,4669,2143,52,1067100,63521,108385,3551,7137,1071,38688,2222,10916,1135,38890,1877,acs5,0.509,0.0102,6689,737,100713,2421,3051,566,42361,1732,120931,2832,12263,880,68960,1223,4843,711
2021,3604002,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",134498,4197,62736,4214,32761,2478,133929,4207,1755,44,774500,77896,30311,1587,21914,2054,70231,3389,7117,1069,39165,2278,acs5,0.4804,0.0126,5097,675,77228,2510,3688,706,24011,1539,94705,3012,11203,904,48534,1294,6887,1024
2021,3604003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",161222,5172,64144,2617,41860,3656,160699,5160,1562,48,1100900,43320,48580,3679,72531,3584,28771,1957,4989,1057,29457,1563,acs5,0.5409,0.0127,6603,864,81989,2682,2242,389,26887,1388,105910,2940,14103,898,57000,1428,5167,683
2021,3604004,"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",150401,3542,119728,4641,21518,2103,144779,3529,2402,63,974900,38536,72674,2342,31820,1991,21383,1394,15529,1141,28566,1550,acs5,0.5342,0.0114,6327,863,90125,2409,1363,320,39955,1544,109383,2557,7968,673,65389,1358,2314,504
2021,3604005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",123381,3539,150320,8973,10380,1164,122493,3563,2445,58,1460200,112860,78266,2513,9052,1299,19217,2051,9298,1047,21629,1817,acs5,0.4993,0.0126,4819,713,75526,2567,1162,353,32496,1613,90853,2594,3891,482,50594,1293,1608,423
2021,3604006,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",141752,3035,71868,3212,24937,2204,140214,3040,1556,50,1013800,53465,38598,2042,72881,3112,17693,1594,5309,759,37259,2114,acs5,0.5236,0.0134,6000,626,80449,2172,2191,442,27947,1354,104687,2048,11746,922,57967,1218,3372,505
2021,3604007,"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",122428,4792,34020,2853,39325,3021,121811,4743,1049,45,525500,37008,4790,829,83409,4147,28157,2319,1608,454,36351,2913,acs5,0.5401,0.0151,7396,1187,53328,3043,2106,385,9845,1045,84067,3332,20077,1256,47718,1404,3418,662
2021,3604008,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",174243,4463,44825,2469,40205,3081,172706,4455,1329,33,534300,18432,6989,916,86971,3455,65471,2749,8694,1550,60640,2987,acs5,0.5153,0.0159,6298,861,74475,2343,3530,606,12049,1136,111728,3158,20507,1172,58362,1307,2855,525
2021,3604009,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",208579,4130,81556,1890,21528,1730,207584,4189,1579,23,627100,6696,44235,1832,126425,3488,17752,1527,11215,1033,84344,2468,acs5,0.4583,0.0122,5794,611,100401,2220,3154,537,28807,1249,144041,2766,9432,577,69499,1194,3953,508
2021,3604010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",138225,4091,60879,2689,17824,2124,136901,4084,1446,23,568900,11381,4816,1004,114661,3497,9289,1324,2208,564,68284,3081,acs5,0.4541,0.0117,4733,714,70688,2173,2043,354,17984,1224,99507,2666,10049,857,49689,1134,4094,816
2021,3604011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",111071,3674,62563,3408,18360,2031,109173,3681,1511,38,864400,100418,27236,2283,66122,3132,10859,1320,2388,498,42910,2309,acs5,0.494,0.019,4538,710,60860,2475,1385,356,18818,1207,80794,2559,8888,752,43830,1122,2956,612
2021,3604012,"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",143958,4380,67717,4137,26904,2488,140895,4323,1637,38,884500,44632,36082,2171,4677,920,53619,3026,45405,2260,63887,2853,acs5,0.5054,0.0136,5033,708,73902,2670,5926,688,19118,1153,99967,2961,9299,668,45117,1206,5735,778
2021,3604013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",129355,3054,78097,2625,17548,1934,128451,3125,1633,21,903100,26643,68608,2731,3746,918,22588,1750,31098,1785,48810,2097,acs5,0.4855,0.0099,4213,502,66402,2007,4281,665,24842,1315,94321,2209,5859,522,49117,1126,3001,517
2021,3604014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",162383,4236,55508,2613,43391,3349,160677,4167,1599,31,915600,30466,113915,3933,3996,1061,16936,1592,22686,1683,42879,1901,acs5,0.4962,0.013,4353,560,61534,2003,3438,523,15956,1058,86656,2252,11414,727,44585,1037,2664,450
2021,3604015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",164520,4152,67579,2407,24392,2151,163485,4198,1560,25,834500,31864,66612,2216,49581,2970,23294,2202,18264,2015,66863,2864,acs5,0.5154,0.0328,4716,556,82614,2665,3942,679,26739,1437,112273,2910,13097,923,59216,1299,4882,626
2021,3604016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",158131,3551,69217,2644,23304,1725,157104,3529,1514,35,714400,19153,102816,3174,6900,1163,14333,1852,28260,1520,76431,2330,acs5,0.4967,0.0094,4157,486,73892,2103,3741,547,27937,1206,111598,2228,10903,732,57922,1156,3210,475
2021,3604017,"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",196816,4431,61008,2379,33755,2636,195608,4396,1567,23,911500,15329,77895,3112,2299,499,31444,2152,77711,2576,107345,2926,acs5,0.4714,0.0104,6828,706,96346,2573,9878,819,28911,1593,138430,2840,14843,1137,64660,1329,6042,796
2021,3604018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",118958,3504,43118,2278,27936,1967,117501,3441,1182,50,566500,33156,65526,2592,12459,1603,19802,2374,15991,1474,63818,2363,acs5,0.5301,0.0127,3793,704,49419,1975,2780,583,18606,1144,86841,2309,16831,938,46949,1126,3256,679
2021,3604101,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",166345,4076,78952,2586,19700,1690,165825,4080,1838,24,811600,30080,82606,2693,9817,1155,42860,2733,23561,1758,61197,2268,acs5,0.4682,0.021,7490,889,101799,2717,3031,451,41676,1563,130300,2999,8431,664,72120,1360,4416,505
2021,3604102,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",174978,5179,65724,2272,23718,2966,173015,5086,1699,30,562400,30673,18924,1965,9472,1274,111048,4181,31653,2146,104435,3572,acs5,0.4321,0.0108,6651,900,94815,3288,6735,798,17482,1274,125180,3716,8735,856,53730,1399,10122,1264
2021,3604103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",253104,6054,63566,2733,35685,2774,250380,6012,1660,27,712200,19979,64048,2973,4354,791,45209,3417,134274,4565,142263,4367,acs5,0.4866,0.0108,7723,934,123136,3442,11609,1630,33908,1704,192407,4265,10544,989,90522,1881,8220,1049
2021,3604104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",126273,3472,91489,4249,10281,1395,125277,3282,2077,62,788900,12181,46680,2050,2961,753,17567,2334,55712,2629,52009,2011,acs5,0.4258,0.0096,3214,412,64229,2285,3619,637,24188,1408,94420,2128,2439,300,45252,1045,1610,367
2021,3604105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",213973,4790,97497,3101,15208,1677,211147,4637,1763,56,544200,7361,20100,1627,113882,3400,28608,2352,37900,2095,93164,3007,acs5,0.4111,0.0311,7604,660,111324,2993,3904,677,32072,1589,156400,3430,6169,691,63588,1302,4585,566
2021,3604106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",167326,4478,75262,3406,19842,2007,162290,4512,1631,29,667000,25468,49324,2813,22517,2340,32951,3302,53805,2807,77392,2335,acs5,0.4508,0.0114,6604,1107,83860,2853,3006,538,29234,1856,115185,3041,7108,704,57621,1427,4357,818
2021,3604107,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",149211,4679,60379,2961,20478,2264,147107,4545,1717,31,590300,26132,9243,1265,7062,1428,80564,4434,49073,3163,93858,3354,acs5,0.4369,0.0191,4586,700,78194,2748,5453,891,18304,1233,103307,2902,9851,823,43989,1294,8428,1008
2021,3604108,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",122786,3410,89482,2423,10006,1255,122097,3359,1865,39,476400,16904,56113,2694,3970,959,19758,1742,36812,1825,58776,2188,acs5,0.4756,0.0254,3178,552,66046,2164,2720,574,31650,1691,94984,2378,4350,519,53046,1311,2037,452
2021,3604109,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",144181,3855,79888,2794,12735,1536,143290,3872,1861,38,619900,51055,40045,1886,2422,560,43365,2824,53690,2861,76110,2928,acs5,0.4666,0.0265,5047,770,84464,2636,4658,668,30242,1638,110834,2905,4348,620,57429,1419,4689,820
2021,3604110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",190915,4678,80097,2495,18891,2140,189911,4606,1718,23,734500,16221,92803,3095,2695,496,73640,3903,17356,1253,75141,3057,acs5,0.4204,0.0104,6509,697,102937,3016,4389,631,27655,1351,135482,3004,5918,619,64584,1156,6423,783
2021,3604111,"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",151879,4263,77263,2718,16779,1346,150972,4189,1722,23,591600,10612,26665,1599,10106,1311,63115,2953,39324,2772,76986,3091,acs5,0.4326,0.0096,5665,563,80444,2641,5185,778,20461,1120,107210,3075,6237,501,45152,1130,4941,671
2021,3604112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",253216,5008,69916,1853,29349,2481,250966,4999,1457,32,496100,6620,5676,975,147074,3509,40826,2762,36739,2383,111078,3345,acs5,0.4431,0.0114,11491,946,130171,3294,5613,729,26305,1489,174446,3452,12303,857,74572,1294,8085,903
2021,3604113,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",143380,3835,86239,3367,13822,1649,142782,3807,1765,39,586800,12047,28940,2500,19216,1747,36936,2382,37236,2417,63481,2504,acs5,0.4234,0.0153,6035,868,71988,2437,4846,527,15161,1384,102882,2954,5642,616,41274,1078,3657,699
2021,3604114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",135919,4719,63397,3120,23622,2178,131620,4665,1345,49,557500,21330,47185,3028,46747,2844,31652,3193,5308,1650,38345,2608,acs5,0.508,0.0177,5431,908,59486,2750,3238,630,15196,1313,87647,2429,11617,741,44691,1052,3298,755
2022,3600100,St. Lawrence County PUMA; New York,108670,NA,58339,2025,16674,1690,97855,431,788,32,114700,3272,99541,224,2265,135,2577,NA,1118,106,3958,398,acs5,0.4486,0.0119,2995,407,47768,950,955,183,8590,615,71483,246,6403,498,41399,501,1945,385
2022,3600200,"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",169702,NA,65335,1449,21516,1570,156954,295,878,18,163600,3416,150097,324,5270,270,4930,NA,1586,158,7337,662,acs5,0.4414,0.01,3843,409,78776,1257,1320,218,18273,790,122112,283,9849,614,69059,749,2316,430
2022,3600300,Warren & Washington Counties PUMA; New York,126994,NA,71380,2231,12248,1210,123302,287,1015,24,208800,4680,116333,370,2250,211,3724,NA,818,160,4024,517,acs5,0.431,0.0154,2945,472,63674,954,1227,308,14442,810,94552,184,6155,644,54017,638,2209,401
2022,3600401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA; New York,109345,503,72852,1979,10926,990,108016,505,799,26,146600,3736,102540,662,1019,210,2385,463,527,165,2160,326,acs5,0.4196,0.0125,2266,328,53238,990,1134,207,11138,689,78661,658,5224,449,45533,655,1559,288
2022,3600402,Oneida County (Central)--Greater Utica & Rome Cities PUMA; New York,163524,160,62147,2141,26230,1835,153608,264,899,24,154500,3125,121687,685,12476,811,13411,406,9417,468,19127,1435,acs5,0.4615,0.0112,3442,517,74642,1314,3471,481,17379,842,111302,702,11637,736,65017,732,2034,365
2022,3600403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",108127,500,68888,2252,11832,867,101595,493,903,25,166000,2838,97436,661,1761,194,4259,241,1319,133,3584,329,acs5,0.4413,0.0113,2491,289,53315,868,696,133,11972,654,73808,508,4412,335,41646,533,2068,294
2022,3600500,Jefferson & Lewis Counties PUMA; New York,144135,NA,63215,1903,17769,1464,138272,425,1113,29,164200,3136,119511,308,6578,412,9765,NA,1902,246,5828,599,acs5,0.4265,0.0144,3663,478,70862,999,1032,229,13172,793,93065,121,8493,546,56771,730,2345,346
2022,3600600,Oswego County PUMA; New York,118037,NA,65054,2122,19320,1482,112815,320,899,24,131800,3647,108863,474,1129,193,3401,NA,899,143,2430,390,acs5,0.4473,0.0145,4321,440,58931,995,900,173,10192,710,80294,167,7541,590,47203,533,2025,313
2022,3600701,Onondaga County (Central)--Syracuse City PUMA; New York,146122,60,43577,2479,38798,2224,131239,414,932,13,117800,5108,71903,1531,39767,1484,14422,787,10081,686,19002,1559,acs5,0.5012,0.0141,5802,617,67596,1582,2595,389,14387,971,90007,1076,16719,975,58418,861,3385,447
2022,3600702,Onondaga County (North) PUMA; New York,128034,718,88273,3274,9604,1303,127102,733,1125,21,189600,3118,111518,1322,3455,622,5009,783,2860,489,5995,622,acs5,0.3959,0.0084,2771,502,68983,1035,716,237,19841,886,90893,1055,4031,459,52647,677,1282,314
2022,3600703,Onondaga County (Central)--Syracuse City (Outer) PUMA; New York,164043,892,81854,1927,12364,1073,160862,903,1046,22,179500,3284,140734,1384,5811,799,5469,623,5083,657,10858,1015,acs5,0.4503,0.0088,3973,596,85665,1264,1202,217,26610,1025,117820,1246,5892,542,67794,741,1303,239
2022,3600704,Cayuga & Onondaga (South) Counties PUMA; New York,110609,482,71401,1732,12044,1020,106741,507,882,25,170200,3330,98346,755,2755,384,3090,221,1408,418,3274,463,acs5,0.46,0.0127,2525,401,54034,1146,693,145,12044,725,81090,608,5681,515,44836,516,1563,298
2022,3600800,Wayne & Seneca & Yates Counties PUMA; New York,149688,NA,68114,1997,17449,1324,145468,180,860,19,149200,2904,133606,458,3595,251,6191,NA,1267,172,3589,386,acs5,0.4362,0.0107,3030,383,72701,1131,1791,354,15743,724,106380,166,6363,566,60260,672,3775,432
2022,3600901,Monroe County (East) PUMA; New York,135553,237,86000,1960,9058,1311,133922,282,1180,33,195200,3752,114046,1565,5091,805,8390,933,3155,701,9321,976,acs5,0.4269,0.011,2879,446,72122,1377,1046,275,25547,1182,100717,1152,4262,540,58324,863,1016,267
2022,3600902,Monroe County (Central)--Rochester City (East) PUMA; New York,106564,2138,46309,1686,27858,1967,104876,2130,1009,22,127900,4905,42932,1492,31640,1848,25110,1269,2181,535,8540,1042,acs5,0.5064,0.0149,4664,659,56544,1474,1698,341,14287,923,73342,1405,14036,793,48718,1082,2128,474
2022,3600903,Monroe County (Central)--Rochester City (West) PUMA; New York,103967,2125,41986,2356,28768,2245,97666,2152,981,19,99400,2912,33297,1589,43706,1685,16456,1433,5100,915,10878,1185,acs5,0.483,0.0188,4181,553,47884,1557,2134,418,8688,738,64854,1309,14094,854,42419,1082,1802,427
2022,3600904,Monroe County (Central)--Greece & Gates Towns PUMA; New York,125546,45,74501,2125,12003,1617,124743,243,1100,23,160200,2099,94709,1918,12714,1523,10010,1232,3501,913,10437,1160,acs5,0.4001,0.011,2925,482,66919,1377,1880,479,17472,881,91222,1027,5984,562,53292,847,1161,274
2022,3600905,Monroe County (North & West) PUMA; New York,104894,61,82871,2469,8476,1047,101445,155,1097,30,173500,3050,91021,1225,4772,869,4750,899,1229,418,4013,643,acs5,0.4014,0.011,2224,400,55708,1085,733,231,15580,948,72146,1113,3353,447,40677,729,1475,325
2022,3600906,Monroe County (South) PUMA; New York,179882,33,95534,3370,12305,1351,169549,123,1189,14,247700,4035,144173,1738,8383,968,7550,1023,12988,1110,19187,1145,acs5,0.4654,0.013,3909,633,95074,1348,1540,296,35304,1279,123359,1210,3639,474,71297,880,1629,457
2022,3601000,"Genesee, Orleans & Wyoming Counties PUMA; New York",138690,NA,65312,1594,14812,1196,133079,249,839,17,140500,2724,122316,372,4735,330,5524,NA,994,101,3570,390,acs5,0.4216,0.0125,3355,396,68231,906,1567,344,12323,654,100641,274,6941,597,56769,522,1884,319
2022,3601101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA; New York,105437,41,58945,2236,17654,1369,104449,168,810,19,145900,5005,83432,908,9549,760,4884,510,1471,269,4365,543,acs5,0.4586,0.0161,3575,504,52598,1045,1303,274,11874,719,76366,762,8193,661,46755,633,953,252
2022,3601102,Niagara County (North & East) PUMA; New York,106793,41,72927,2885,9392,1141,104096,173,848,34,176400,5004,93958,965,4022,726,2658,510,1003,234,4009,555,acs5,0.4223,0.0126,2580,489,54237,1165,748,151,12414,761,76201,761,4442,476,44227,652,1030,277
2022,3601201,Erie County (Northwest) PUMA; New York,108877,57,76279,2260,9226,1291,108225,127,984,31,182900,3658,93682,1383,4696,942,4064,803,2635,683,6943,1091,acs5,0.4136,0.0121,2713,529,60174,1200,1149,444,17960,1119,81697,1041,5782,631,49453,708,1063,275
2022,3601202,Erie County (North Central) PUMA; New York,129577,34,87280,3240,11147,1507,121513,246,1278,48,262800,5885,99226,1868,7114,1111,5849,951,12413,1067,16628,994,acs5,0.465,0.0121,2353,557,66396,1334,1557,514,24175,1044,87259,1432,3632,469,52137,998,1112,323
2022,3601203,Erie County (Northeast) PUMA; New York,113180,46,92285,2934,5499,943,111253,131,980,42,267800,7088,105840,935,1804,635,2074,423,1220,275,4125,640,acs5,0.4453,0.0171,2259,421,59786,1415,673,163,17068,943,82900,1001,2596,352,46594,732,776,280
2022,3601204,Erie County (Central) PUMA; New York,154623,52,65433,1489,15513,1490,152273,494,952,15,160000,2502,125243,1658,14341,1186,6666,872,2738,587,8684,1020,acs5,0.4035,0.0087,3485,466,83808,1481,1639,300,19744,1111,112640,1307,9070,605,68179,878,1689,316
2022,3601205,Erie County (West Central)--Buffalo City (East) PUMA; New York,152652,3185,41047,1915,43069,2674,149755,3202,886,18,100000,3585,52585,2244,68400,2250,13150,1394,11977,1207,14523,1395,acs5,0.472,0.0139,6019,786,68619,2254,2253,356,11646,922,100250,2261,21592,1113,65100,1321,2326,533
2022,3601206,Erie County (West Central)--Buffalo City (West) PUMA; New York,124036,3181,54256,2704,29997,2389,119164,3137,1002,22,236600,9109,68004,2676,20895,1378,21002,1494,9007,1068,15238,1433,acs5,0.5124,0.0135,3329,539,64646,2166,2331,488,19222,1281,82650,2035,13759,906,53797,1116,2195,457
2022,3601207,Erie County (South) PUMA; New York,168287,62,81259,2297,13172,1542,165842,276,1012,27,224800,4477,155422,1325,2028,390,3906,678,935,296,3908,513,acs5,0.4282,0.0094,4116,609,87440,1366,945,224,25746,1145,123972,1188,5430,547,71287,921,1738,353
2022,3601300,Livingston & Ontario Counties PUMA; New York,174268,NA,74688,1809,16470,1332,165816,216,1003,27,178200,3734,154629,536,3392,285,8269,NA,2182,213,6287,606,acs5,0.4385,0.0082,3696,407,88022,946,1745,295,22378,1061,121898,250,6372,553,71151,628,2345,363
2022,3601500,Madison & Cortland Counties PUMA; New York,114775,NA,67156,1817,11536,973,105739,196,875,25,156000,3820,104222,542,2104,199,3103,NA,1284,128,3092,384,acs5,0.4326,0.0113,2653,321,57637,908,659,132,11010,593,75435,234,5365,463,43732,527,1711,292
2022,3601600,Fulton & Montgomery Counties PUMA; New York,102904,NA,59367,1641,14663,1197,101147,184,860,17,137300,4630,86641,550,2103,220,9723,NA,811,127,2628,361,acs5,0.4366,0.0149,2481,352,48952,882,1248,247,8253,671,72974,144,6448,495,41021,654,1467,294
2022,3601700,Schenectady County--Schenectady City PUMA; New York,159447,NA,75056,2274,18013,1674,155459,241,1092,27,204400,4387,111736,816,15491,903,12290,NA,7731,512,16034,938,acs5,0.4358,0.0105,4857,687,81403,1107,1757,388,20727,937,109680,49,8167,770,63964,608,2725,560
2022,3601801,Saratoga County (South & Central) PUMA; New York,115589,1188,100584,3237,6429,1126,112485,1203,1377,39,336000,7147,99265,1418,2643,395,4531,570,5022,460,8810,801,acs5,0.4269,0.015,1885,358,65260,1297,981,300,22846,914,83952,980,2603,451,49653,774,1070,236
2022,3601802,Saratoga County (Outer) PUMA; New York,120739,1188,93402,3693,8819,1117,120290,1225,1154,47,282100,6441,110204,1442,1022,349,3789,570,1930,344,4309,710,acs5,0.4347,0.0155,2703,491,65280,1257,813,182,18290,1049,86863,975,3877,390,48756,785,1515,410
2022,3601900,Rensselaer County--Troy City PUMA; New York,160943,NA,83734,1899,17789,1430,155156,213,1141,22,230800,4185,129907,504,10080,620,8761,NA,4990,249,9200,876,acs5,0.4229,0.0109,4795,594,86096,1072,1554,284,23380,1076,113385,56,7167,649,66088,654,2047,383
