GEOID,NAME.x,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,NAME.y,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,source,unempE,unempM,laborforceE,laborforceM,no_health_insE,no_health_insM
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2015,422,18,404,280,11,7,124,0,0,49,373,11,116,226,69,0,102,23,72,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2016,402,26,376,283,16,6,93,4,0,51,351,8,94,207,90,3,88,19,66,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2017,519,42,477,303,28,7,174,7,0,69,450,17,143,262,94,3,108,22,125,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2018,370,58,312,183,39,9,129,9,1,53,317,15,97,203,54,1,59,29,124,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2019,148,31,117,0,0,0,10,4,134,26,122,2,29,88,28,1,45,11,37,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2020,73,6,67,0,0,0,4,0,69,11,62,1,10,41,20,1,16,4,14,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2021,96,24,72,0,0,0,2,11,83,16,80,2,6,64,24,0,24,2,29,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2022,89,13,76,0,0,0,0,0,89,11,78,0,8,59,21,1,13,4,19,52,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA; New York,124433,3754,82676,3850,20842,2157,121738,3762,1893,46,1041900,41494,34681,1735,3691,823,50724,3007,31529,1709,50594,2275,acs5,0.5024,0.0138,5143,703,18709,1105,86742,2382,7472,552,41091,1107,acs5,4394,540,66425,2302,4875,749
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2023,165,46,119,0,0,0,0,0,165,8,156,0,20,98,45,2,13,7,89,55,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA; New York,120253,3344,85345,3153,22018,2083,117758,3353,1970,55,1073600,38669,34346,1821,3863,798,47767,2728,30332,1673,47633,2347,acs5,0.5093,0.0121,5161,636,18246,1050,84494,2345,7654,714,41227,1148,acs5,4183,651,64045,2165,4069,714
3604307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2024,228,69,159,0,0,0,0,0,228,24,204,0,13,162,50,3,31,5,117,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2006,2317,104,2213,1235,10,40,978,54,0,396,1921,88,403,1116,692,18,53,2069,4,185,"PUMA 04308, New York",110503,7004,80648,4921,3883,1401,109288,7052,1424,79,450000,8654,NA,NA,NA,NA,NA,NA,NA,NA,7416,2026,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2007,2486,94,2392,1265,16,62,1127,16,0,407,2079,109,474,1149,739,14,58,2233,3,190,"PUMA5 04308, New York",116114,7323,93604,4751,3859,1629,115984,7328,1452,75,458400,7955,NA,NA,NA,NA,NA,NA,NA,NA,6436,1629,acs1,0.359,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2008,2378,73,2305,1282,20,37,1023,16,0,463,1915,103,388,1072,786,29,27,2161,0,184,"PUMA5 04308, New York",107366,7612,88417,5716,2983,1331,106355,7581,1491,96,442500,9340,NA,NA,NA,NA,NA,NA,NA,NA,8610,2128,acs1,0.362,0.022,103,120,15267,2074,72555,4273,803,524,36549,2052,acs1,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2009,2211,59,2152,945,23,7,1207,29,0,343,1868,84,429,962,712,24,49,2014,9,133,"PUMA 04308, New York",110247,2081,88835,2562,3961,894,109703,2011,1486,34,437300,4199,97972,2139,1616,443,6682,799,3125,550,7235,703,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2010,2157,26,2131,777,16,2,1354,8,0,315,1842,131,453,891,661,21,52,1933,1,163,"PUMA 04308, New York",106387,1651,88996,2320,3843,747,105861,1614,1515,48,433200,4880,92501,1793,1507,509,8183,1041,3346,587,7491,922,acs5,0.366,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2011,2158,60,2098,685,15,19,1413,26,0,314,1844,138,485,868,636,31,58,1932,2,156,"PUMA5 04308, New York",105139,1494,93049,3412,4018,792,104430,1491,1583,39,420000,5019,90863,1884,1410,456,8764,970,3158,548,7242,730,acs5,0.3745,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,3399,362,56010,1073,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2012,1539,42,1497,545,10,12,952,20,0,231,1308,79,371,574,498,17,41,1335,1,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2013,1415,36,1379,616,3,12,763,21,0,234,1181,55,304,530,502,24,48,1205,7,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2014,1172,27,1145,569,3,1,576,23,0,214,958,42,240,420,450,20,38,1011,3,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2015,559,21,538,346,4,13,192,4,0,96,463,9,88,201,250,11,36,472,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2016,482,36,446,309,9,18,137,9,0,69,413,6,52,205,208,11,31,388,5,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2017,500,60,440,240,17,19,200,24,0,56,444,28,78,218,167,9,33,402,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2018,395,28,367,229,7,7,138,10,4,41,354,22,67,157,146,3,27,297,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2019,187,29,158,0,0,0,11,10,166,30,157,1,17,88,74,7,16,132,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2020,87,29,58,0,0,0,3,12,72,13,74,0,17,50,19,1,3,73,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2021,27,7,20,0,0,0,0,3,24,6,21,0,2,14,9,2,4,16,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2022,33,5,28,0,0,0,0,0,33,4,29,0,2,16,14,1,4,22,1,6,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA; New York,110281,3199,83592,4622,18784,2011,109361,3176,1753,47,1101500,53254,32858,1877,50456,2715,15167,1362,4280,605,28593,1813,acs5,0.5279,0.0113,1948,390,23456,1449,83333,2312,8688,797,46812,1195,acs5,4969,660,64336,1849,2451,424
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2023,47,12,35,0,0,0,0,0,47,7,39,0,2,25,18,2,3,37,0,7,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA; New York,109719,2811,89846,3985,18369,2066,108766,2855,1882,54,1119300,55410,32845,1789,49461,2650,14356,1516,5001,644,28536,2241,acs5,0.5232,0.0148,1922,443,24461,1438,83691,2287,8634,927,47912,1194,acs5,5007,672,65358,2049,2191,390
3604308,NYC-Brooklyn Community District 8--Crown Heights (North) PUMA,2024,75,23,52,0,0,0,0,0,75,8,67,2,8,33,28,4,9,46,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2006,1189,39,1150,338,7,12,812,20,0,122,1067,96,384,495,206,7,16,1091,1,76,"PUMA 04309, New York",116643,7877,65228,2572,9626,3019,115170,7841,1340,141,363100,7594,30901,3395,21244,5068,57782,6660,3701,2142,40955,4145,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2007,1095,26,1069,298,5,3,771,18,0,124,971,79,314,496,200,6,23,989,4,77,"PUMA5 04309, New York",129232,10439,75360,4718,10638,3072,127273,10309,1303,173,368400,8571,34115,4418,25531,5768,64022,8092,3604,1912,47073,6424,acs1,0.342,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2008,594,21,573,142,3,4,431,14,0,63,531,45,171,267,106,5,14,545,0,35,"PUMA5 04309, New York",116421,9873,70955,7542,7223,3066,115129,9704,1334,128,342200,6763,31698,4552,21563,4411,57136,8836,3623,1721,39338,5591,acs1,0.344,0.02,1353,754,9616,1951,76352,6487,1671,645,29142,2070,acs1,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2009,839,29,810,156,4,7,654,18,0,52,787,61,286,356,132,4,20,737,0,78,"PUMA 04309, New York",120299,2642,70940,2166,8919,1122,119037,2592,1329,71,347600,3339,30017,1427,22383,1620,62188,2387,3399,916,42787,2249,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2010,1079,29,1050,173,13,2,877,14,0,97,982,70,360,448,194,7,38,920,3,112,"PUMA 04309, New York",125205,2311,71164,1898,9520,1331,123828,2326,1371,53,343600,3710,27594,1186,21671,1529,69779,2464,3535,698,47273,2054,acs5,0.358,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2011,1330,44,1286,225,8,4,1061,32,0,117,1213,116,383,586,238,7,60,1146,5,117,"PUMA5 04309, New York",127945,2050,72930,3055,10342,1346,126186,1997,1352,70,329200,4194,27035,1395,21509,1417,73197,2654,3992,704,47795,2074,acs5,0.3632,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,6920,705,70824,1843,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2012,963,21,942,231,5,8,711,8,0,117,846,76,302,393,185,7,87,767,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2013,709,19,690,167,4,7,523,8,0,86,623,38,201,327,138,5,33,594,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2014,650,13,637,167,3,5,470,5,0,64,586,28,159,298,155,10,46,518,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2015,562,15,547,163,2,8,384,5,0,81,481,28,162,242,127,3,41,463,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2016,616,12,604,266,3,4,338,5,0,100,516,21,136,245,205,9,41,489,6,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2017,569,22,547,215,5,8,332,9,0,68,501,28,131,226,180,4,58,431,4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2018,301,14,287,117,4,5,170,5,0,26,275,3,53,138,102,5,23,237,2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2019,83,38,45,0,0,0,22,10,51,5,78,1,18,47,16,1,3,70,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2020,40,24,16,0,0,0,0,9,31,2,38,0,12,18,10,0,3,23,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2021,16,6,10,0,0,0,0,0,16,4,12,0,1,7,8,0,4,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2022,36,18,18,0,0,0,0,0,36,3,33,2,8,19,6,1,3,26,1,6,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA; New York,99978,3494,71606,5253,18001,2524,98797,3506,1641,30,1057100,85765,28119,2139,53819,3011,11375,1404,2287,559,34544,2199,acs5,0.4892,0.017,1697,320,17406,1199,70871,2363,8308,776,39637,1039,acs5,4090,553,53566,2394,2403,525
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2023,72,55,17,0,0,0,0,0,72,8,64,1,17,38,14,2,7,57,3,4,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA; New York,97675,3495,73775,5079,17079,2120,96388,3492,1656,38,1118200,73216,26769,2566,52707,2839,10438,1348,2026,441,33385,1911,acs5,0.4884,0.0165,1897,486,17291,1096,69993,2319,8347,689,40036,999,acs5,4279,605,52909,2433,2349,544
3604309,NYC-Brooklyn Community District 9--Crown Heights (South) PUMA,2024,96,40,56,0,0,0,0,0,96,12,84,1,10,61,21,3,12,66,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2006,184,30,154,76,13,4,78,13,0,25,159,13,55,96,20,0,111,7,3,56,"PUMA 04310, New York",105570,7651,85320,6754,7638,2760,104670,7595,1302,195,460600,9968,NA,NA,NA,NA,NA,NA,NA,NA,8229,3333,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2007,311,39,272,116,19,14,156,6,0,32,279,24,91,149,47,0,198,7,5,77,"PUMA5 04310, New York",107702,6915,84503,5320,2282,924,100678,6700,1332,138,449000,11199,NA,NA,NA,NA,NA,NA,NA,NA,10233,2950,acs1,0.39,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2008,228,20,208,70,5,6,138,9,0,9,219,33,86,87,22,0,139,3,16,60,"PUMA5 04310, New York",113827,7912,90328,8142,4888,1910,112743,7931,1322,93,436200,12131,NA,NA,NA,NA,NA,NA,NA,NA,11469,2960,acs1,0.397,0.036,186,184,13328,2043,77418,5192,1272,721,36107,2039,acs1,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2009,303,23,280,88,6,16,192,1,0,26,277,40,125,113,24,1,205,13,11,70,"PUMA 04310, New York",111778,3047,87815,2124,4773,937,108225,1818,1371,49,433400,5135,87514,1943,7693,1292,12921,1673,2268,620,9783,1097,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2010,366,17,349,91,5,9,258,3,0,19,347,47,181,112,26,0,227,13,22,95,"PUMA 04310, New York",107332,1967,87007,2675,4970,886,105242,1799,1371,36,430900,5480,82052,1710,7657,1286,14183,1800,2228,626,9957,1234,acs5,0.409,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2011,394,13,381,83,4,3,298,6,0,30,364,35,197,146,16,0,218,14,52,90,"PUMA5 04310, New York",106683,1716,88443,2494,4159,831,105405,1639,1366,39,416400,6455,79359,1646,7246,1129,16089,1661,2874,790,11148,1259,acs5,0.4091,0.0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,4141,457,57271,1288,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2012,281,15,266,84,1,8,182,6,0,27,254,33,151,80,17,0,148,9,25,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2013,244,22,222,102,8,9,120,5,0,19,225,32,107,89,15,1,117,6,38,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2014,278,14,264,137,3,7,127,4,0,22,256,23,109,125,21,0,139,9,34,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2015,251,14,237,147,3,6,90,5,0,22,229,15,91,132,13,0,143,6,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2016,591,15,576,180,4,3,396,8,0,52,539,64,256,233,38,0,327,26,41,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2017,646,87,559,299,46,28,260,13,0,63,583,39,251,297,59,0,345,44,98,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2018,339,121,218,96,98,8,122,15,0,21,318,8,109,186,36,0,162,12,64,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2019,116,51,65,0,0,0,2,0,114,6,110,2,20,78,16,0,58,6,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2020,120,47,73,0,0,0,6,15,99,8,112,3,32,74,11,0,63,5,10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
