GEOID,NAME.x,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,NAME.y,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,source,unempE,unempM,laborforceE,laborforceM,no_health_insE,no_health_insM
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2006,1058,115,943,438,46,56,505,13,0,128,930,46,269,562,175,5,368,251,42,392,"PUMA 04103, New York",246542,12493,50638,2985,25703,4465,242167,12425,1160,34,535700,19584,84800,7520,7230,2252,39653,6374,111772,8067,143513,8851,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2007,1240,136,1104,465,41,81,639,14,0,158,1082,65,391,599,180,5,345,301,59,522,"PUMA5 04103, New York",234382,11617,52333,2654,26398,4911,232174,11595,1181,38,537900,20011,85076,7019,6094,1720,40363,5628,99130,8711,127904,7444,acs1,0.448,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2008,1276,156,1120,399,36,102,721,18,0,164,1112,55,380,670,167,4,445,269,57,493,"PUMA5 04103, New York",254571,11705,56208,3372,31674,4743,251263,11594,1219,47,554200,20639,91126,7078,3591,1174,43620,7000,110117,8474,132946,8543,acs1,0.454,0.019,5106,1504,41289,4270,186573,7856,7184,1234,87596,2904,acs1,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2009,1402,117,1285,426,45,50,859,21,1,155,1247,79,422,698,199,4,386,310,47,642,"PUMA 04103, New York",250458,3729,55095,1314,27672,2028,247685,3669,1217,18,530000,10348,90990,2277,6382,892,43078,2457,105439,2985,132068,3326,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2010,1597,101,1496,444,50,32,1052,18,1,205,1392,101,532,740,215,9,510,361,87,624,"PUMA 04103, New York",243949,3716,54469,1345,29746,1817,241253,3649,1258,21,539600,8672,78367,2548,5758,660,41487,2268,113255,3048,133774,2414,acs5,0.447,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2011,1592,61,1531,485,20,26,1046,15,0,203,1389,83,504,765,228,12,558,394,62,559,"PUMA5 04103, New York",244098,3456,54625,1424,31026,2170,241192,3363,1315,18,540600,8938,76745,2103,5213,549,40347,2285,115886,3326,132960,2767,acs5,0.4559,0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,12327,1022,128463,2402,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2012,1385,77,1308,541,33,30,767,14,0,143,1242,85,451,632,213,4,462,320,51,536,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",249296,3071,54164,927,32886,2181,246368,2930,1344,19,546700,9398,74583,2174,5041,662,41719,2494,121105,2980,136376,2738,acs5,0.4572,0.0067,6054,547,38259,1547,183492,2099,9708,648,88320,789,acs5,12631,898,130590,2220,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2013,1035,64,971,555,41,13,416,10,0,148,887,44,347,485,158,1,313,228,54,423,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",249001,3498,53489,1131,35947,2302,246038,3518,1360,18,540800,7657,71757,2120,4757,635,43376,2967,122123,2865,138351,2811,acs5,0.4591,0.0076,6635,637,36869,1335,184677,2474,10616,719,88283,903,acs5,12424,856,127343,2336,17361,1161
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2014,904,51,853,397,32,14,456,4,1,105,799,41,298,431,123,11,303,184,49,351,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",250047,3240,53946,1184,38385,2440,247105,3140,1381,19,542100,9537,70398,2417,4889,752,42332,2930,125720,3157,140432,2560,acs5,0.4609,0.007,7222,690,34888,1282,185546,2174,10529,634,87327,924,acs5,10767,782,125782,2271,16953,1249
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2015,996,31,965,479,18,8,486,5,0,145,851,36,347,464,147,2,308,239,40,398,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",250097,3699,52359,1101,38928,2198,247233,3684,1377,18,550100,8910,67617,2119,5025,802,42675,2455,128278,3447,142703,2905,acs5,0.4664,0.0069,7575,679,33980,1448,186768,2608,10650,660,87151,913,acs5,9000,708,123180,2613,16585,1168
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2016,1148,32,1116,460,15,10,656,7,0,158,990,35,383,622,104,4,389,271,73,400,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",250162,3404,52722,1485,40461,2314,247329,3293,1412,18,566900,9126,63938,2077,5359,831,43952,2500,130422,2952,142970,2972,acs5,0.4678,0.0081,7974,658,32571,1220,187056,2601,10629,698,86711,833,acs5,7429,653,122150,2274,15372,1036
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2017,1035,47,988,352,16,22,636,9,0,161,874,37,381,503,110,4,246,287,51,440,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",252138,3285,53236,1707,40707,2205,249260,3222,1454,19,586000,10138,64711,2202,5291,716,43861,2657,132565,2656,144198,2471,acs5,0.4772,0.0077,8658,683,30966,1531,189502,2333,10877,578,87071,930,acs5,5904,554,121767,2141,13508,1078
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2018,474,35,439,274,10,20,165,3,2,100,374,11,103,232,122,6,81,130,16,244,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",245862,3577,54386,1489,38473,2630,243069,3490,1494,24,612900,10330,62416,1845,4846,641,43720,2359,129650,3057,139790,3122,acs5,0.4788,0.0084,8522,639,30125,1336,185756,2640,10446,659,86951,873,acs5,5130,519,118374,2596,11472,999
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2019,213,28,185,0,0,0,15,2,196,48,165,2,26,118,66,1,42,55,4,109,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",242631,3451,55166,1887,36131,2776,239849,3431,1553,25,648500,12039,58986,1838,4623,786,43179,2501,130623,2514,138125,2519,acs5,0.4847,0.0078,8517,856,29972,1102,184091,2539,10363,639,86782,858,acs5,4747,492,116497,2130,10001,899
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2020,97,10,87,0,0,0,1,0,96,27,70,0,6,62,29,0,23,22,3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2021,148,15,133,0,0,0,0,0,148,28,120,0,6,71,67,4,17,63,6,61,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",253104,6054,63566,2733,35685,2774,250380,6012,1660,27,712200,19979,64048,2973,4354,791,45209,3417,134274,4565,142263,4367,acs5,0.4866,0.0108,11609,1630,33908,1704,192407,4265,10544,989,90522,1881,acs5,7723,934,123136,3442,8220,1049
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2022,137,21,116,0,0,0,0,0,137,22,115,1,10,86,38,2,17,43,7,69,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA; New York,155194,4812,54111,3417,39546,3673,149333,4779,1262,55,791000,71773,52544,3226,13245,1731,38341,2708,44365,2126,49513,2514,acs5,0.61240000000000006,0.0157,5884,761,37071,2847,120136,3828,19723,1395,73607,1903,acs5,5334,741,80322,3067,2555,522
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2023,106,20,86,0,0,0,0,0,106,21,84,0,10,58,35,3,15,37,9,43,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA; New York,153288,4359,58717,4677,36039,3580,147229,4319,1351,50,820600,72693,53854,2983,13254,1644,36098,2230,43747,2207,49262,2168,acs5,0.5977,0.0149,5599,829,37175,2448,118111,3801,19576,1351,73548,1723,acs5,5598,735,80606,3050,2460,555
3604103,NYC-Manhattan Community District 3--Lower East Side & Chinatown PUMA,2024,167,33,134,0,0,0,0,0,167,21,146,6,10,109,40,2,30,63,8,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2006,1190,135,1055,517,48,67,538,20,0,117,1073,19,271,665,224,11,350,490,26,313,"PUMA 04104, New York",117784,7780,67472,4952,6767,2523,117301,7771,1196,80,571400,23286,NA,NA,NA,NA,NA,NA,NA,NA,46064,5032,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2007,1026,141,885,344,46,78,541,17,0,120,906,17,285,557,166,1,296,403,14,304,"PUMA5 04104, New York",123412,7802,70099,5391,6577,2341,122757,7745,1220,69,581300,18959,NA,NA,NA,NA,NA,NA,NA,NA,46933,5602,acs1,0.416,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2008,791,129,662,300,46,66,362,17,0,78,713,20,236,390,142,3,259,307,10,212,"PUMA5 04104, New York",124989,9281,73998,4188,8133,2947,124424,9136,1377,105,583600,20961,NA,NA,NA,NA,NA,NA,NA,NA,48028,5434,acs1,0.421,0.029,1196,552,21028,2517,89257,6519,1509,601,44878,2529,acs1,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2009,1104,133,971,322,39,72,649,21,1,129,975,37,286,612,166,3,446,347,23,274,"PUMA 04104, New York",120600,2322,73398,2377,7307,1085,119967,2255,1314,37,568000,8790,63664,1781,2154,563,12167,1307,41324,1843,44759,1848,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2010,1167,112,1055,283,32,72,772,8,0,147,1020,32,337,594,197,7,487,347,33,290,"PUMA 04104, New York",116304,1972,73135,2670,7556,1042,115659,1971,1367,41,578500,8401,56776,1735,1954,459,12973,1304,43199,1842,47330,1608,acs5,0.423,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2011,1279,71,1208,346,13,54,862,3,1,146,1133,37,403,624,214,1,593,368,23,281,"PUMA5 04104, New York",118016,2289,76113,3324,8699,1135,117263,2253,1451,38,578600,8976,57704,1837,1908,423,13189,1288,42769,1924,47829,1630,acs5,0.418,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,4427,448,61409,1502,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2012,1073,64,1009,425,24,36,584,4,0,142,931,22,311,502,230,8,318,425,24,286,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",119965,1903,76587,2165,9238,1295,119221,1907,1500,44,576500,9231,55317,1467,2432,644,13766,1352,45583,1819,50222,1511,acs5,0.4179,0.0095,1417,248,23234,1172,87886,1405,2106,303,44137,525,acs5,4895,443,62444,1394,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2013,1009,70,939,632,19,43,307,8,0,122,887,17,236,458,291,7,304,425,21,246,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",120195,1988,76157,1334,9608,1071,119495,1984,1574,43,576700,7783,53176,1230,1978,595,13524,1409,48400,1646,51333,1423,acs5,0.4213,0.0076,1680,288,23479,945,88126,1301,2497,340,44063,397,acs5,5108,515,62846,1481,4822,627
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2014,1051,82,969,675,17,60,294,4,1,130,921,16,276,461,288,10,322,433,36,244,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",121291,2176,77062,2293,9567,1053,120636,2145,1600,40,580800,7602,51602,1699,1991,550,14251,1502,50035,2372,52131,1790,acs5,0.4189,0.0099,1680,269,23763,1002,89226,1372,2643,295,43797,432,acs5,4796,509,63245,1468,4436,570
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2015,1031,84,947,708,17,66,239,1,0,122,909,14,234,487,285,11,290,439,42,249,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",121032,2220,78844,2672,9629,1079,120321,2210,1640,32,588400,7193,50914,1574,2093,574,14117,1404,50459,2228,51756,1692,acs5,0.4199,0.009,1710,276,23330,1107,89655,1452,2593,285,43705,434,acs5,4368,457,63607,1386,3939,515
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2016,1265,95,1170,733,19,73,437,3,0,132,1133,11,270,608,362,14,289,575,27,352,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",119917,2279,78520,2629,8998,943,119247,2307,1642,31,599500,9155,49537,1759,2119,570,14112,1470,51222,2322,51020,1741,acs5,0.4264,0.0109,1910,285,22346,747,89202,1714,2776,300,43345,462,acs5,3629,428,62549,1627,3495,477
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2017,1063,54,1009,637,14,37,372,2,1,102,961,12,196,508,332,15,225,496,28,306,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",121139,1952,78380,3686,9814,1234,120457,1966,1699,28,627800,7548,49055,1808,2273,420,13902,1434,53359,2182,51909,1549,acs5,0.4353,0.0102,2064,291,21973,924,90847,1450,2473,292,43596,456,acs5,3269,459,62833,1319,3135,444
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2018,759,64,695,519,17,44,176,3,0,88,671,3,96,389,264,7,139,417,14,185,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",119789,2280,82805,3217,9350,1033,119063,2284,1768,31,661400,10471,47178,1466,2289,457,13337,1607,54321,1957,52268,1599,acs5,0.4288,0.01,2259,409,22070,933,90518,1441,2492,381,43641,469,acs5,2682,411,61435,1432,2694,481
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2019,413,47,366,0,0,0,4,3,406,49,364,1,29,192,186,5,70,260,2,77,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",118237,2069,85539,3226,8981,1282,117479,2009,1840,36,704600,14621,45553,1416,3155,787,13876,1450,53270,1630,51159,1474,acs5,0.4317,0.0087,2423,309,22431,1027,89676,1302,2479,309,43388,453,acs5,2525,362,60842,1549,2173,369
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2020,189,23,166,0,0,0,3,0,186,26,163,1,19,98,69,2,35,102,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2021,408,42,366,0,0,0,1,1,406,50,358,0,18,197,180,13,63,222,9,114,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",126273,3472,91489,4249,10281,1395,125277,3282,2077,62,788900,12181,46680,2050,2961,753,17567,2334,55712,2629,52009,2011,acs5,0.4258,0.0096,3619,637,24188,1408,94420,2128,2439,300,45252,1045,acs5,3214,412,64229,2285,1610,367
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2022,475,42,433,0,0,0,0,0,475,73,402,2,24,264,174,11,71,279,12,111,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA; New York,116457,3184,108715,5991,14301,1666,115368,3168,2326,96,896400,77794,64965,2698,6101,1080,22281,2058,17427,1508,32712,2192,acs5,0.5643,0.0177,1209,359,40691,2255,98746,3113,6921,1178,69105,2073,acs5,4221,843,79599,2695,1088,322
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2023,315,43,272,0,0,0,0,0,315,40,273,0,15,176,112,12,64,165,3,81,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA; New York,117099,3918,115834,6818,14205,1394,115619,3979,2525,116,914800,61015,64754,3118,6752,1279,21368,1853,17528,1436,33119,2323,acs5,0.5553,0.0182,854,303,41816,2180,99546,3347,6378,1082,69165,2117,acs5,4389,681,80001,3162,1435,470
3604104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen PUMA,2024,480,82,398,0,0,0,0,0,480,71,409,0,23,236,202,19,72,258,9,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2006,700,29,671,426,16,10,245,3,0,76,624,42,126,343,181,8,149,358,2,185,"PUMA 04107, New York",138593,8752,41423,2812,25826,5019,137413,8819,1084,31,485000,56752,13012,2769,8051,2174,71799,8700,43994,6176,91860,7552,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2007,929,38,891,478,21,6,413,11,0,97,832,62,168,387,296,16,233,450,7,233,"PUMA5 04107, New York",140182,10647,44584,4163,19926,4719,139012,10634,1119,40,543100,66243,11236,2875,8987,2815,80035,9668,37735,5383,92748,6869,acs1,0.377,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2008,724,39,685,390,19,16,295,4,0,88,636,46,145,296,230,7,138,366,6,211,"PUMA5 04107, New York",143406,10849,41860,4140,25461,3890,142446,10487,1158,41,548300,43256,12951,2609,9247,3374,72156,9164,46212,5750,96984,8296,acs1,0.435,0.025,4596,1665,17546,2995,98661,7298,6482,1201,44182,2617,acs1,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2009,788,42,746,370,20,18,376,4,0,99,689,66,151,300,266,5,213,371,5,197,"PUMA 04107, New York",139583,3913,43947,1573,24843,1996,138734,3889,1153,16,495200,30805,12924,1087,9400,1041,71084,3417,44501,2408,92033,3101,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2010,697,22,675,310,14,4,365,4,0,89,608,51,182,246,210,8,152,313,13,208,"PUMA 04107, New York",137007,2996,43628,1698,25075,1836,136071,3045,1203,18,512900,20522,10416,869,8838,1064,69630,3040,46247,1952,90641,2669,acs5,0.424,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2011,744,26,718,214,18,6,504,2,0,87,657,59,253,243,182,7,204,283,18,233,"PUMA5 04107, New York",138150,3431,44428,1767,26921,2398,137034,3419,1256,21,498900,29567,11059,1121,9244,1087,70175,2897,45676,2302,92339,2853,acs5,0.4333,0.0134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs5,5132,603,72328,2163,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2012,670,24,646,203,12,11,443,1,0,79,591,37,257,206,160,10,158,243,6,253,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",139100,3249,44523,2110,29520,2391,137972,3270,1301,19,480000,28879,10752,965,9040,933,70752,2943,46703,2046,91871,2492,acs5,0.4406,0.0115,3680,538,14510,965,94532,1940,8642,668,43799,554,acs5,5240,620,72341,2231,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2013,549,30,519,237,7,21,282,2,0,72,477,26,152,183,180,8,96,244,8,192,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",142247,3198,45651,1920,31575,2079,141182,3201,1345,19,472000,25508,10600,928,9771,1289,71720,3101,47826,2085,93202,2569,acs5,0.4399,0.0122,4632,509,14583,1079,97116,2031,9110,707,44043,531,acs5,5288,575,72950,1998,19411,1334
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2014,460,17,443,183,7,7,260,3,0,62,398,26,125,163,138,8,84,202,6,161,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",144567,3240,45883,1918,31337,2233,143548,3229,1373,16,456200,28145,10278,1140,11281,1439,72752,3240,47847,2097,92951,2556,acs5,0.4464,0.012,5119,613,15008,956,99530,2077,9275,574,44433,516,acs5,4986,511,74442,2194,18502,1430
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2015,493,22,471,210,11,7,261,4,0,76,417,33,124,180,145,11,71,217,8,192,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",143434,3234,45569,1391,31951,2285,142512,3211,1378,22,446500,27639,9319,1157,11484,1726,72091,3481,48037,2436,92528,2189,acs5,0.4429,0.0114,4920,586,15055,930,99042,2017,9409,629,43986,532,acs5,4470,558,73839,2082,15719,1194
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2016,474,13,461,170,4,5,291,4,0,66,408,40,143,169,117,5,90,206,7,166,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",142289,3252,44865,1709,29423,2210,141421,3203,1393,20,480000,34602,8996,1003,11238,1319,72175,3083,47181,2409,89233,2421,acs5,0.4409,0.009,5095,647,14870,1021,97585,2060,9167,633,43518,565,acs5,4453,523,72684,1864,13082,1021
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2017,449,19,430,81,6,10,349,3,0,73,376,29,189,174,56,1,95,151,17,180,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",143228,3157,47035,1857,26827,1970,142180,3162,1437,24,506500,31067,9585,1123,10947,1306,71163,3014,48925,2131,90130,2483,acs5,0.4453,0.0122,5715,722,16026,1247,99174,2439,8980,692,42593,605,acs5,4139,513,74125,2324,11135,1048
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2018,145,7,138,67,5,1,71,1,0,26,119,12,40,61,31,1,22,67,4,52,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",140243,3056,49078,2124,24436,2158,138999,3042,1492,29,519000,29887,8704,880,8975,1734,73920,3201,46049,2008,88142,2664,acs5,0.4371,0.0112,4550,567,15801,1134,96782,1987,9291,645,42755,583,acs5,3480,569,73077,2345,9693,960
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2019,68,7,61,0,0,0,5,0,63,10,58,3,2,35,28,0,12,34,0,22,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",139682,3086,52704,1766,22360,2005,137925,2972,1541,29,558600,29651,8205,963,7583,1110,74837,3264,46366,2093,88358,2633,acs5,0.4327,0.0131,4288,553,16434,1084,96818,1917,9381,765,42764,666,acs5,3203,441,73935,2145,9206,1010
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2020,76,9,67,0,0,0,2,3,71,11,65,2,5,35,33,1,8,28,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2021,47,5,42,0,0,0,0,0,47,6,41,1,7,21,16,2,10,22,1,14,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",149211,4679,60379,2961,20478,2264,147107,4545,1717,31,590300,26132,9243,1265,7062,1428,80564,4434,49073,3163,93858,3354,acs5,0.4369,0.0191,5453,891,18304,1233,103307,2902,9851,823,43989,1294,acs5,4586,700,78194,2748,8428,1008
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2022,75,10,65,0,0,0,0,0,75,5,70,0,8,28,35,4,6,47,0,22,NYC-Manhattan Community District 7--Upper West Side PUMA; New York,220646,6367,136158,6594,22702,2677,216995,6365,2462,107,1367100,109408,139604,5091,13281,1823,35678,3656,22704,2033,52433,3244,acs5,0.5729,0.011,1612,582,59307,3398,173884,5122,7170,1030,106582,2941,acs5,7062,1312,126682,3923,2769,705
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2023,64,7,57,0,0,0,0,0,64,3,60,0,3,34,22,5,5,40,2,17,NYC-Manhattan Community District 7--Upper West Side PUMA; New York,218761,6337,144026,6495,23628,2604,214612,6362,2608,126,1367800,148002,140441,5046,13034,1517,32061,3172,23033,2292,50326,3100,acs5,0.5698,0.0107,1414,447,59143,2753,173534,4654,7363,969,107117,2746,acs5,6841,1121,125824,4722,2597,611
3604107,NYC-Manhattan Community District 7--Upper West Side PUMA,2024,133,8,125,0,0,0,0,0,133,15,118,0,10,53,62,8,12,86,3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island PUMA,2006,116,23,93,45,7,13,48,2,1,10,106,3,37,51,24,1,47,29,1,37,"PUMA 04108, New York",116418,7092,60085,4165,10941,2809,115717,7124,1116,41,333900,45834,68773,6878,2982,2060,15125,3697,26928,4548,62046,5428,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acs1,NA,NA,NA,NA,NA,NA
