year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM
2006,3600300,"PUMA 00300, New York",129455,0,45973,2439,13994,2718,122868,891,725,25,139200,6137,NA,NA,NA,NA,NA,NA,NA,NA,2015,648,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600401,"PUMA 00401, New York",150746,3574,45490,2204,13086,2806,145298,3587,568,34,91400,3453,NA,NA,NA,NA,NA,NA,NA,NA,3327,1086,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600402,"PUMA 00402, New York",146540,3574,33916,2146,26356,3966,136368,3590,583,19,87200,3222,119783,3622,12381,1001,8225,400,3158,405,11818,2106,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600500,"PUMA 00500, New York",141864,707,38743,3310,21905,3585,136236,1034,601,34,93700,4742,NA,NA,NA,NA,NA,NA,NA,NA,3770,907,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600600,"PUMA 00600, New York",123077,0,38264,3484,21378,3715,115746,1062,602,41,81900,2686,NA,NA,NA,NA,NA,NA,NA,NA,2387,879,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600700,"PUMA 00700, New York",139131,5576,26464,2493,37860,4476,127717,5605,626,21,76600,3715,80235,4750,37290,2588,7636,1287,7471,1674,11413,2328,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600801,"PUMA 00801, New York",105263,3028,53400,3964,8303,1813,98912,3033,606,50,122700,5295,NA,NA,NA,NA,NA,NA,NA,NA,2333,639,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600802,"PUMA 00802, New York",121283,4749,60138,4132,9090,2154,119570,4728,693,20,132100,4636,NA,NA,NA,NA,NA,NA,NA,NA,7169,1433,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600803,"PUMA 00803, New York",140578,4907,51093,2067,10763,2483,138430,4852,690,37,114800,4383,NA,NA,NA,NA,NA,NA,NA,NA,5802,1518,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600804,"PUMA 00804, New York",101962,2125,49545,2595,9609,1867,97319,2082,590,35,102800,5000,94154,1791,2887,400,2453,1063,537,129,2053,492,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600901,"PUMA 00901, New York",103768,6972,28064,4076,29782,5685,94878,6899,689,37,66400,1978,41199,3921,47693,4609,8289,1980,4476,1507,9793,2970,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3600902,"PUMA 00902, New York",101195,7716,27129,2068,28770,4521,99737,7667,650,32,70100,5163,43073,4412,34069,4517,20039,3148,1560,789,5438,1464,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601001,"PUMA 01001, New York",121177,5056,53130,2917,8087,2366,120021,5071,744,32,128400,4223,NA,NA,NA,NA,NA,NA,NA,NA,11580,2075,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601002,"PUMA 01002, New York",120642,6149,52479,3066,7628,2115,120224,6094,684,15,113400,2527,NA,NA,NA,NA,NA,NA,NA,NA,7187,1725,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601003,"PUMA 01003, New York",102150,1352,50133,3182,11406,2337,100365,1758,596,45,107800,5546,NA,NA,NA,NA,NA,NA,NA,NA,3363,1009,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601004,"PUMA 01004, New York",172384,5995,60516,3821,11753,2536,160061,5875,748,25,166400,4414,NA,NA,NA,NA,NA,NA,NA,NA,17230,2566,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601005,"PUMA 01005, New York",102380,5451,56570,3685,7269,2463,98874,5471,783,78,120900,3026,NA,NA,NA,NA,NA,NA,NA,NA,4717,1524,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601100,"PUMA 01100, New York",104353,0,51237,3290,7996,2310,99651,357,689,77,114000,4217,NA,NA,NA,NA,NA,NA,NA,NA,3659,1281,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601200,"PUMA 01200, New York",106786,0,46916,1886,11943,2017,96269,403,615,27,103800,4911,NA,NA,NA,NA,NA,NA,NA,NA,2007,632,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601300,"PUMA 01300, New York",102043,0,46021,2570,10723,2026,97219,558,637,34,89600,2783,NA,NA,NA,NA,NA,NA,NA,NA,1525,571,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601401,"PUMA 01401, New York",156853,6013,27926,1729,45135,6037,154350,6003,577,20,54900,2407,NA,NA,NA,NA,NA,NA,NA,NA,5346,1554,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601402,"PUMA 01402, New York",100905,6249,27725,2374,29606,4292,95989,6221,581,27,84100,7013,57129,4864,19679,3353,18366,2217,1416,858,6707,2002,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601501,"PUMA 01501, New York",109188,4306,52510,3743,12136,3182,106768,4296,579,40,107900,4524,NA,NA,NA,NA,NA,NA,NA,NA,3434,977,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601502,"PUMA 01502, New York",106942,4306,38319,2797,14981,2931,105798,4362,565,28,77200,3202,NA,NA,NA,NA,NA,NA,NA,NA,6351,2062,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601601,"PUMA 01601, New York",115476,5183,48013,3028,9647,2419,115163,5211,690,34,99500,2637,NA,NA,NA,NA,NA,NA,NA,NA,5849,1550,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601602,"PUMA 01602, New York",126253,7446,59472,5804,11085,4139,117188,7405,735,19,148600,5678,NA,NA,NA,NA,NA,NA,NA,NA,15072,4554,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601603,"PUMA 01603, New York",103846,5697,62124,3302,7449,2482,101735,5625,650,56,159200,6191,NA,NA,NA,NA,NA,NA,NA,NA,4313,1046,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601604,"PUMA 01604, New York",149559,6756,41556,2038,16862,4335,148510,6752,640,25,93600,1891,NA,NA,NA,NA,NA,NA,NA,NA,4376,967,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601605,"PUMA 01605, New York",168498,6371,56373,4631,10564,2005,163017,6411,674,31,138200,4752,160015,6291,1676,490,3525,988,557,405,5208,1716,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601700,"PUMA 01700, New York",135131,0,45053,3415,22481,2973,119280,452,753,51,123300,8099,NA,NA,NA,NA,NA,NA,NA,NA,15938,1917,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601800,"PUMA 01800, New York",100270,0,43090,2864,11553,1952,95359,399,579,33,84600,2969,NA,NA,NA,NA,NA,NA,NA,NA,2028,705,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3601900,"PUMA 01900, New York",141756,0,43341,2305,14423,1987,132687,455,619,26,120100,6249,133176,153,1899,430,3286,0,782,415,4318,1039,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602000,"PUMA 02000, New York",104547,0,39215,2419,16105,3275,102021,233,588,35,86000,2752,95318,208,1503,467,5243,513,714,283,1744,520,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602100,"PUMA 02100, New York",150440,0,51584,2198,14569,2417,147013,462,716,18,145300,6192,120939,1455,13017,406,6037,0,5849,625,12354,2018,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602201,"PUMA 02201, New York",109427,5132,57675,3392,7222,2013,108095,5017,746,48,181500,8608,NA,NA,NA,NA,NA,NA,NA,NA,2618,768,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602202,"PUMA 02202, New York",106046,5132,57162,3587,6638,2432,102965,5149,843,32,224300,8473,NA,NA,NA,NA,NA,NA,NA,NA,6639,1640,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602300,"PUMA 02300, New York",155292,0,53016,2554,15712,2388,150833,654,713,33,150200,6971,136902,175,6351,926,4029,0,3534,276,7813,1410,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602401,"PUMA 02401, New York",96913,4509,41283,2410,22099,3620,88881,4636,741,29,154200,10458,56380,3988,28266,2237,6050,1091,3129,1023,8172,1705,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602402,"PUMA 02402, New York",200643,4509,57254,3655,11222,2326,194054,4511,815,33,192700,7237,178843,3987,5552,1863,4912,1091,9388,1104,14053,2125,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602500,"PUMA 02500, New York",112777,0,47450,3527,9725,2051,102931,1320,645,24,188000,14731,NA,NA,NA,NA,NA,NA,NA,NA,7090,1402,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602601,"PUMA 02601, New York",125178,4526,48979,2853,10844,3055,123517,4575,538,30,93800,3972,NA,NA,NA,NA,NA,NA,NA,NA,3569,892,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602602,"PUMA 02602, New York",122376,4526,38105,2893,16937,2604,113892,4539,552,21,89100,3965,NA,NA,NA,NA,NA,NA,NA,NA,9659,1772,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602700,"PUMA 02700, New York",105842,1392,40109,1915,14166,2416,99538,1478,596,52,77700,2573,95541,1398,3960,819,2245,218,1132,105,3002,707,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602800,"PUMA 02800, New York",125182,1392,41992,2138,13623,2191,121788,1422,528,24,85600,3099,NA,NA,NA,NA,NA,NA,NA,NA,3238,813,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3602900,"PUMA 02900, New York",131801,0,39078,2156,19627,3016,123729,459,524,26,69400,2107,NA,NA,NA,NA,NA,NA,NA,NA,2297,479,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603000,"PUMA 03000, New York",135357,0,37950,2655,20801,3043,130304,793,551,27,75300,3091,NA,NA,NA,NA,NA,NA,NA,NA,2428,521,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603101,"PUMA 03101, New York",102037,2938,45385,3924,14245,2796,96922,2862,745,78,191900,13441,NA,NA,NA,NA,NA,NA,NA,NA,6619,1252,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603102,"PUMA 03102, New York",157293,2938,54263,3002,14843,3138,151440,2999,882,36,241800,7005,133112,2480,8780,639,10162,1167,2808,567,10961,1816,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603302,"PUMA 03302, New York",124520,8033,64588,5918,12300,3601,121123,8003,871,37,298200,16756,87954,6081,10524,2919,20446,3625,2690,1334,13140,3013,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603201,"PUMA 03201, New York",126777,4932,67900,4995,8094,2097,119785,4869,858,71,346900,8796,NA,NA,NA,NA,NA,NA,NA,NA,9880,1712,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603202,"PUMA 03202, New York",168369,4932,64872,2788,11425,2278,159012,4733,1005,52,324400,8460,119616,4478,18696,1940,18562,1658,7080,940,19966,2502,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603301,"PUMA 03301, New York",129447,6306,57001,3911,12238,3656,126421,6124,920,67,304000,16266,79688,5481,17521,3009,26804,4415,2075,1108,20037,4145,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603303,"PUMA 03303, New York",122425,6987,76319,5285,17278,4953,113551,6969,1036,105,354400,10908,NA,NA,NA,NA,NA,NA,NA,NA,12774,2762,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603400,"PUMA 03400, New York",198871,8239,51592,3210,21814,4641,197206,8216,963,24,455800,15776,92254,6677,34615,4547,60054,6836,9821,3060,50226,5531,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603501,"PUMA 03501, New York",129471,6379,113865,7162,3215,974,127959,6373,1373,149,687400,23283,NA,NA,NA,NA,NA,NA,NA,NA,17486,3058,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603502,"PUMA 03502, New York",146539,7509,82384,5945,9073,2581,138704,7513,1211,60,542800,19291,NA,NA,NA,NA,NA,NA,NA,NA,32578,5108,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603503,"PUMA 03503, New York",162045,7142,87885,6370,8222,2385,157898,7023,1187,77,605900,26991,97308,4816,17688,3668,27258,5211,17569,2973,37922,4708,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603504,"PUMA 03504, New York",117991,7875,86825,10025,6132,2560,113773,7711,1522,110,774000,49290,NA,NA,NA,NA,NA,NA,NA,NA,27796,4347,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603505,"PUMA 03505, New York",186550,9775,61676,2261,15562,3289,180441,9497,1116,58,561600,24807,91783,5890,54913,5043,28345,5785,7844,1640,46819,5018,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603506,"PUMA 03506, New York",108491,1396,82319,5375,6527,1421,108320,1394,1077,99,417800,15591,NA,NA,NA,NA,NA,NA,NA,NA,12649,2344,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603601,"PUMA 03601, New York",132911,6468,87033,7590,8573,3327,129324,6383,1259,102,545400,19668,100147,5034,9111,2874,11034,2543,10169,2018,23758,3233,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603602,"PUMA 03602, New York",162054,6468,64263,6172,28863,5431,160992,6430,1074,53,467600,11162,102726,5002,22902,2871,26389,2543,7935,1935,40612,4008,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603701,"PUMA 03701, New York",111199,8516,49167,3160,15690,4239,104721,8438,938,29,312200,71594,44173,4330,15281,3624,43612,6664,6086,1987,35645,4938,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603702,"PUMA 03702, New York",147818,10796,45621,3687,21655,4858,147677,10803,921,32,403200,16406,12118,2327,100169,8509,28344,5409,2438,1388,55283,6004,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,3603703,"PUMA 03703, New York",114081,7766,51778,4240,11036,2902,111071,7701,881,52,346100,27429,NA,NA,NA,NA,NA,NA,NA,NA,19001,2966,acs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600401,"PUMA5 00401, New York",146636,4453,45361,1946,13779,3159,143430,4390,586,44,96400,4521,NA,NA,NA,NA,NA,NA,NA,NA,2696,623,acs1,0.403,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600100,"PUMA5 00100, New York",109809,0,39443,4279,14593,2912,96583,275,543,51,74800,3319,102514,273,2226,484,2074,0,887,272,4492,823,acs1,0.409,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600200,"PUMA5 00200, New York",176486,988,43440,3186,20486,3263,159550,1291,600,34,110200,5249,157613,886,7033,606,4081,423,2267,1188,7608,1572,acs1,0.416,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600300,"PUMA5 00300, New York",128886,0,45441,3073,12338,2555,123304,436,720,39,155500,6882,121745,21,2572,434,2509,0,687,343,3591,937,acs1,0.418,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600402,"PUMA5 00402, New York",148226,4453,40050,2792,24727,3585,136942,4282,584,26,97700,4725,120891,4434,11887,897,8451,258,3416,379,12046,2451,acs1,0.456,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600500,"PUMA5 00500, New York",143045,988,42968,3160,20850,3550,139050,1214,641,51,108900,3885,127144,918,5915,767,5056,2,1769,288,3805,1095,acs1,0.413,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600600,"PUMA5 00600, New York",121454,0,45446,2691,15142,3361,115469,193,646,35,85500,4347,NA,NA,NA,NA,NA,NA,NA,NA,1810,504,acs1,0.388,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600700,"PUMA5 00700, New York",139600,5671,28978,2442,39926,5310,128595,5648,628,19,81300,3072,79649,5416,36377,3267,8095,1409,5040,1229,12866,3708,acs1,0.463,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600801,"PUMA5 00801, New York",108392,3595,58211,2721,8735,2085,102542,3603,635,40,126600,8376,NA,NA,NA,NA,NA,NA,NA,NA,3168,998,acs1,0.417,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600802,"PUMA5 00802, New York",115218,4686,58745,3784,6315,1709,113858,4685,737,26,139600,5102,NA,NA,NA,NA,NA,NA,NA,NA,7538,1899,acs1,0.43,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600803,"PUMA5 00803, New York",134692,4879,53058,2998,7371,2164,133183,4850,703,35,118500,3322,NA,NA,NA,NA,NA,NA,NA,NA,6075,1300,acs1,0.39,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600804,"PUMA5 00804, New York",106003,3532,49882,2721,10175,2228,99778,3488,632,31,110900,5300,NA,NA,NA,NA,NA,NA,NA,NA,2753,1166,acs1,0.395,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600901,"PUMA5 00901, New York",102225,6228,29633,2794,28546,4936,94000,6215,714,47,68900,1920,39382,3410,44536,4739,10740,3342,3422,1463,6534,1508,acs1,0.438,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3600902,"PUMA5 00902, New York",101897,7024,33111,3397,27743,3880,99272,7034,693,31,69500,3460,46376,5043,32673,4009,17956,2585,2723,1370,6680,1588,acs1,0.48,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601001,"PUMA5 01001, New York",116324,6216,58434,5428,6506,1732,115222,6222,746,23,135100,4995,NA,NA,NA,NA,NA,NA,NA,NA,9162,2834,acs1,0.396,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601002,"PUMA5 01002, New York",131339,6229,54659,3534,12860,2838,129856,6156,724,39,117900,3294,NA,NA,NA,NA,NA,NA,NA,NA,10615,2835,acs1,0.385,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601003,"PUMA5 01003, New York",99129,1540,53729,1822,11464,2671,96839,1433,629,26,107600,5054,NA,NA,NA,NA,NA,NA,NA,NA,3081,702,acs1,0.417,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601004,"PUMA5 01004, New York",167256,6785,68615,4482,10508,2962,154586,6806,810,32,170700,5267,NA,NA,NA,NA,NA,NA,NA,NA,14595,2002,acs1,0.445,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601005,"PUMA5 01005, New York",102802,4899,61545,3381,7403,2356,97903,4904,775,62,135200,3951,NA,NA,NA,NA,NA,NA,NA,NA,5073,1462,acs1,0.384,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601100,"PUMA5 01100, New York",103956,0,54531,2645,9970,2111,101443,327,662,28,126900,5833,NA,NA,NA,NA,NA,NA,NA,NA,2127,495,acs1,0.417,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601200,"PUMA5 01200, New York",105128,0,50632,2850,10764,1999,93002,475,635,45,98700,4493,NA,NA,NA,NA,NA,NA,NA,NA,2732,700,acs1,0.367,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601300,"PUMA5 01300, New York",100493,0,46139,2685,13534,2338,97023,345,617,25,92800,2637,90931,17,4219,671,2317,535,684,303,2425,619,acs1,0.401,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601401,"PUMA5 01401, New York",163161,8085,29821,2469,45576,6485,159651,7934,606,30,55300,2140,68619,5692,80570,5671,6229,1782,3449,1543,5593,1754,acs1,0.462,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601402,"PUMA5 01402, New York",101131,6485,29596,1817,26693,4422,92318,6238,604,21,86700,8293,61223,4632,19917,4086,15593,2455,647,398,9463,2758,acs1,0.577,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601501,"PUMA5 01501, New York",112508,4318,51523,3628,10857,3059,106812,4183,598,47,109100,4155,NA,NA,NA,NA,NA,NA,NA,NA,3442,931,acs1,0.422,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601502,"PUMA5 01502, New York",102337,4318,38307,5142,13983,2987,101238,4321,564,25,84300,4391,NA,NA,NA,NA,NA,NA,NA,NA,4555,1188,acs1,0.444,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601601,"PUMA5 01601, New York",112481,5715,48858,4181,11448,3150,111633,5749,653,55,106300,3030,NA,NA,NA,NA,NA,NA,NA,NA,6162,1600,acs1,0.415,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601602,"PUMA5 01602, New York",113908,6132,62941,6243,10326,2655,107757,6115,745,47,162200,4832,NA,NA,NA,NA,NA,NA,NA,NA,12340,2121,acs1,0.487,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601603,"PUMA5 01603, New York",111250,5216,64264,5061,5467,1707,108805,5222,702,85,165200,5397,NA,NA,NA,NA,NA,NA,NA,NA,5146,1711,acs1,0.408,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601604,"PUMA5 01604, New York",150674,6539,44378,2891,11775,2565,149363,6438,680,22,96700,2186,NA,NA,NA,NA,NA,NA,NA,NA,5485,1695,acs1,0.389,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601605,"PUMA5 01605, New York",160733,6142,56178,2230,11053,2863,156469,6165,661,31,132200,5515,NA,NA,NA,NA,NA,NA,NA,NA,4643,1108,acs1,0.434,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601700,"PUMA5 01700, New York",135283,0,43373,2608,22422,3797,120351,508,767,37,135900,8188,111519,226,4474,608,4991,0,9854,613,13472,2143,acs1,0.477,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601800,"PUMA5 01800, New York",99576,0,42121,2119,11532,2126,95622,204,550,29,90200,3216,NA,NA,NA,NA,NA,NA,NA,NA,2052,1111,acs1,0.431,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3601900,"PUMA5 01900, New York",140746,0,44541,2228,19545,3049,132833,401,613,32,133200,6733,NA,NA,NA,NA,NA,NA,NA,NA,4788,1099,acs1,0.425,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602000,"PUMA5 02000, New York",103809,0,42267,2667,13923,2302,101023,694,607,23,92200,5283,NA,NA,NA,NA,NA,NA,NA,NA,3210,854,acs1,0.415,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602100,"PUMA5 02100, New York",150818,0,54949,4441,15648,2946,147354,427,751,40,159400,5474,117990,2464,12953,918,6564,0,5744,524,14256,2638,acs1,0.434,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602201,"PUMA5 02201, New York",108560,4801,59272,4422,7541,1800,106785,4769,742,69,188200,11144,103302,4763,1226,552,1983,645,779,635,3235,907,acs1,0.407,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602202,"PUMA5 02202, New York",107292,4801,69425,4264,7094,1847,103846,4817,832,50,231400,10259,NA,NA,NA,NA,NA,NA,NA,NA,4008,1127,acs1,0.397,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602300,"PUMA5 02300, New York",155318,0,50850,2105,15854,2519,150900,410,718,32,166100,6368,136375,273,6272,1259,4336,0,3759,404,7546,1358,acs1,0.398,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602401,"PUMA5 02401, New York",98236,4830,37577,2779,21031,3358,91933,4905,757,30,173500,8342,60542,4490,24155,2460,6610,1138,2577,1095,7383,1372,acs1,0.451,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602402,"PUMA5 02402, New York",201071,4830,63790,2591,12612,1856,194898,4799,861,28,208300,7174,NA,NA,NA,NA,NA,NA,NA,NA,14676,1659,acs1,0.445,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602500,"PUMA5 02500, New York",111609,0,49872,4125,10720,2802,104553,255,628,69,200600,11599,98556,28,5551,927,4439,0,1206,229,5734,1077,acs1,0.438,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602601,"PUMA5 02601, New York",127352,3462,51922,2401,12834,2744,125923,3448,584,28,104000,4504,NA,NA,NA,NA,NA,NA,NA,NA,2186,745,acs1,0.385,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602602,"PUMA5 02602, New York",119074,3462,38028,3291,19227,2402,110492,3526,580,18,94900,2276,97711,3645,7363,719,4549,303,6750,535,9846,1448,acs1,0.491,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602700,"PUMA5 02700, New York",106368,1901,41115,2814,14936,2782,99509,1885,586,17,82400,4418,NA,NA,NA,NA,NA,NA,NA,NA,1862,495,acs1,0.459,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602800,"PUMA5 02800, New York",122105,1901,40965,2088,19079,2910,120465,1915,559,22,86600,2600,NA,NA,NA,NA,NA,NA,NA,NA,2344,626,acs1,0.439,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3602900,"PUMA5 02900, New York",129724,0,40343,1812,19975,2967,121377,512,570,18,72200,2697,NA,NA,NA,NA,NA,NA,NA,NA,2467,559,acs1,0.402,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
