year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM
2008,3600902,"PUMA5 00902, New York",94797,6540,30613,2814,27507,5165,94092,6539,667,27,82600,4545,44217,4455,31808,4112,15306,3246,1281,681,8120,2110,acs1,0.494,0.032,1122,541,12290,2166,59975,4523,9265,1446,40893,2607
2008,3601001,"PUMA5 01001, New York",124388,6538,59496,4013,10693,3379,122568,6451,815,78,130400,5210,NA,NA,NA,NA,NA,NA,NA,NA,10884,1887,acs1,0.418,0.027,439,380,18132,1829,89275,3772,1745,646,51317,1922
2008,3601002,"PUMA5 01002, New York",125503,7687,50801,2772,9626,3355,125070,7624,718,39,117700,2660,NA,NA,NA,NA,NA,NA,NA,NA,11971,3056,acs1,0.382,0.02,1677,721,11475,1660,84698,4718,3385,1251,47942,2133
2008,3601003,"PUMA5 01003, New York",99716,1519,56988,3461,8888,2042,98379,1840,660,54,117700,4266,NA,NA,NA,NA,NA,NA,NA,NA,3014,953,acs1,0.365,0.02,870,497,9158,1227,67664,815,3003,881,38207,1148
2008,3601004,"PUMA5 01004, New York",182725,7608,68200,4114,11983,2311,170911,7399,825,30,176400,4597,159981,7265,7120,1919,4483,1652,8082,1722,17185,2332,acs1,0.438,0.019,849,501,32769,2742,118051,4438,2283,806,67000,2289
2008,3601005,"PUMA5 01005, New York",101262,5990,60590,4124,6255,1765,97960,5693,692,43,132500,4040,NA,NA,NA,NA,NA,NA,NA,NA,6228,1520,acs1,0.382,0.026,430,472,15544,2682,66443,3860,1510,676,37435,1696
2008,3601100,"PUMA5 01100, New York",104475,0,56049,3584,10705,2530,102221,1848,710,35,134400,8274,NA,NA,NA,NA,NA,NA,NA,NA,2611,833,acs1,0.42,0.02,553,616,13118,1438,71389,545,2182,759,41761,1317
2008,3601200,"PUMA5 01200, New York",104806,0,51874,3288,9304,1706,92544,1874,643,38,108800,5390,NA,NA,NA,NA,NA,NA,NA,NA,2665,794,acs1,0.406,0.025,656,400,7329,1110,70251,593,2272,647,36656,1575
2008,3601300,"PUMA5 01300, New York",99956,0,49116,2250,11891,2184,94707,1873,601,44,94300,3224,NA,NA,NA,NA,NA,NA,NA,NA,3242,1127,acs1,0.376,0.019,799,986,7456,1256,68743,996,4078,1020,38863,1270
2008,3601401,"PUMA5 01401, New York",160159,7449,30036,2021,46480,5548,154931,7285,629,25,60700,2380,NA,NA,NA,NA,NA,NA,NA,NA,6988,2597,acs1,0.469,0.014,1334,630,8077,1542,98797,4089,18418,2089,67873,3060
2008,3601402,"PUMA5 01402, New York",103207,7909,29848,3146,29939,4474,97104,6825,663,19,92200,10155,66469,6487,15605,3453,16455,2571,1605,791,6130,1623,acs1,0.542,0.033,430,306,9772,1812,63522,4812,12025,1542,47513,2818
2008,3601501,"PUMA5 01501, New York",106944,4590,49489,4232,10841,2651,103259,4504,636,68,115100,7270,NA,NA,NA,NA,NA,NA,NA,NA,4311,1359,acs1,0.416,0.023,595,434,7803,1210,72553,2631,3590,1184,41158,1896
2008,3601502,"PUMA5 01502, New York",107520,4590,43060,2636,14587,2825,106896,4566,616,22,83700,3395,NA,NA,NA,NA,NA,NA,NA,NA,6775,1947,acs1,0.412,0.017,763,377,9214,1436,73632,2704,5198,1072,46219,2086
2008,3601601,"PUMA5 01601, New York",106763,5707,52822,3743,9047,3008,106236,5541,684,61,111000,3123,NA,NA,NA,NA,NA,NA,NA,NA,3852,1079,acs1,0.4,0.025,319,231,14585,1998,75101,3654,3001,1010,46425,2017
2008,3601602,"PUMA5 01602, New York",119015,5306,65253,4911,9184,1980,111670,5023,896,55,163100,5523,NA,NA,NA,NA,NA,NA,NA,NA,13946,2255,acs1,0.449,0.027,195,192,18903,2207,78725,3244,1641,653,48730,1871
2008,3601603,"PUMA5 01603, New York",108108,4902,73508,4631,4872,1659,104922,4818,645,51,173900,6006,NA,NA,NA,NA,NA,NA,NA,NA,3293,1088,acs1,0.407,0.031,242,233,13750,1913,74780,2968,1438,616,40478,1475
2008,3601604,"PUMA5 01604, New York",152851,7056,46487,3124,9849,2168,151456,6898,686,26,100800,2955,NA,NA,NA,NA,NA,NA,NA,NA,8243,1946,acs1,0.368,0.013,1378,626,13189,1799,109207,4178,4962,1027,67957,2218
2008,3601605,"PUMA5 01605, New York",159742,4996,59180,4360,10362,2829,155442,5075,677,54,140700,5364,150036,4954,1747,627,4392,1234,725,572,5465,1280,acs1,0.412,0.022,1047,502,19199,1916,115087,3602,2370,631,65192,2000
2008,3601700,"PUMA5 01700, New York",135222,0,48136,2514,19085,3206,118303,2896,805,41,150100,9087,111716,67,4807,708,4983,0,10894,606,12051,1303,acs1,0.432,0.018,784,788,14964,1629,79846,1097,3520,869,49794,1889
2008,3601800,"PUMA5 01800, New York",99200,0,47036,5315,12800,2332,94906,2166,643,40,91900,4521,NA,NA,NA,NA,NA,NA,NA,NA,1906,689,acs1,0.447,0.059,617,459,8059,1263,65102,582,4038,799,35876,1510
2008,3601900,"PUMA5 01900, New York",139957,0,41961,2945,20917,3027,136299,2346,670,61,129700,7760,NA,NA,NA,NA,NA,NA,NA,NA,5433,1089,acs1,0.4,0.014,656,424,10799,1152,94373,794,5152,1104,56837,1563
2008,3602000,"PUMA5 02000, New York",103703,0,45753,2741,17595,2966,101870,1396,618,30,95500,4261,NA,NA,NA,NA,NA,NA,NA,NA,3026,1117,acs1,0.445,0.045,635,308,6546,950,72311,532,5362,994,41576,1600
2008,3602100,"PUMA5 02100, New York",151427,0,53788,2718,16838,3183,143444,6704,765,34,170100,4955,NA,NA,NA,NA,NA,NA,NA,NA,13812,1984,acs1,0.414,0.017,1220,758,15476,1737,101488,845,4080,1110,57626,2833
2008,3602201,"PUMA5 02201, New York",114118,4912,62819,3291,9499,2540,113098,5014,835,54,198300,10291,NA,NA,NA,NA,NA,NA,NA,NA,2785,977,acs1,0.372,0.017,596,386,12946,1359,76522,2863,2020,705,43356,1751
2008,3602202,"PUMA5 02202, New York",103073,4912,65935,6334,6798,2476,101787,4833,884,33,250000,9007,NA,NA,NA,NA,NA,NA,NA,NA,6036,1560,acs1,0.395,0.022,154,143,17394,1921,73223,3070,1503,695,42200,1727
2008,3602300,"PUMA5 02300, New York",155261,0,55069,3564,15084,2422,150594,1679,751,36,184300,8080,NA,NA,NA,NA,NA,NA,NA,NA,6325,1081,acs1,0.411,0.018,255,191,15032,1894,104082,912,4588,1105,61155,1681
2008,3602401,"PUMA5 02401, New York",100222,4240,41621,4975,21033,3917,90512,4145,797,46,181000,7237,56995,3442,26374,2040,7325,1476,4656,1379,9956,1906,acs1,0.449,0.022,551,319,11939,1861,61323,3102,5626,1234,41295,2042
2008,3602402,"PUMA5 02402, New York",197908,4240,68578,3595,14972,3228,191661,4360,864,29,224900,6884,NA,NA,NA,NA,NA,NA,NA,NA,14252,2443,acs1,0.419,0.018,449,490,25518,2291,137316,3005,2741,800,80149,2412
2008,3602500,"PUMA5 02500, New York",110998,0,50339,3291,9924,2157,102853,2164,802,62,213500,12480,NA,NA,NA,NA,NA,NA,NA,NA,5306,1293,acs1,0.435,0.027,606,474,9795,1336,77824,927,2782,786,43788,1811
2008,3602601,"PUMA5 02601, New York",122661,4830,54741,4531,10880,2891,122358,4829,599,61,106800,6356,NA,NA,NA,NA,NA,NA,NA,NA,3234,856,acs1,0.428,0.022,722,386,11157,1668,85116,2870,3498,921,48157,1799
2008,3602602,"PUMA5 02602, New York",122528,4830,37202,2369,18419,3287,111371,4619,595,24,92700,4497,101059,4486,7935,715,4821,361,5126,804,9997,1578,acs1,0.48,0.046,687,478,11727,1459,79087,2797,6583,1264,50091,2316
2008,3602700,"PUMA5 02700, New York",108130,2126,42266,3243,15450,3318,102109,2677,625,69,85600,3261,NA,NA,NA,NA,NA,NA,NA,NA,2613,782,acs1,0.416,0.022,391,268,7823,1460,73454,1320,5591,1060,42382,1346
2008,3602800,"PUMA5 02800, New York",119796,2126,42559,2769,16289,2708,116216,1945,618,22,89100,2933,113803,2043,1819,322,1648,168,1298,135,2822,664,acs1,0.448,0.029,899,435,8271,1378,82819,1344,5051,830,46863,1632
2008,3602900,"PUMA5 02900, New York",129337,0,42535,1907,18729,2519,120612,2220,581,24,73600,2599,NA,NA,NA,NA,NA,NA,NA,NA,2053,575,acs1,0.391,0.017,776,261,7637,848,84358,480,5239,983,50723,1377
2008,3603000,"PUMA5 03000, New York",133789,0,39904,2377,23571,3612,126793,2142,606,38,77800,3347,NA,NA,NA,NA,NA,NA,NA,NA,2464,802,acs1,0.423,0.017,1073,410,9680,1380,89449,603,8439,1279,54710,1971
2008,3603101,"PUMA5 03101, New York",101678,3028,44858,3318,15974,3149,96558,3287,774,57,199400,13484,78878,2646,7716,1030,11416,745,1093,790,10723,2122,acs1,0.429,0.02,1068,731,9384,2319,71874,2242,3454,960,40238,3662
2008,3603102,"PUMA5 03102, New York",156181,3028,56727,3168,17771,3443,150568,3190,948,54,249700,10282,130505,2640,8840,1088,11393,745,2769,625,9140,1733,acs1,0.426,0.024,1208,580,18328,1962,108053,2254,3943,1083,59560,1919
2008,3603201,"PUMA5 03201, New York",133135,5521,73163,6157,7217,2429,124756,5453,992,100,335000,9451,115030,5543,5684,1622,7447,1725,1640,658,10085,2065,acs1,0.417,0.031,431,400,17580,1915,90366,3687,1782,769,45852,1768
2008,3603202,"PUMA5 03202, New York",159743,5521,66128,5508,16804,3399,148130,6115,1050,59,319600,9038,108288,5582,20470,1980,19286,1726,7234,1478,21708,3061,acs1,0.426,0.022,719,387,19618,2270,104007,3616,3899,848,57352,2158
2008,3603301,"PUMA5 03301, New York",114529,7330,63174,6179,9003,3058,111579,6876,1022,55,295700,16057,NA,NA,NA,NA,NA,NA,NA,NA,16435,3230,acs1,0.406,0.02,613,515,9844,1628,73236,4000,2995,709,39400,2144
2008,3603302,"PUMA5 03302, New York",133342,7912,67443,3729,11129,2993,130392,7923,991,46,296800,11710,89321,6155,14169,3449,24728,4273,1453,1022,14867,3225,acs1,0.399,0.026,2290,1217,12483,1896,88321,4879,2153,782,43638,2338
2008,3603303,"PUMA5 03303, New York",131776,7495,88267,5861,13392,3668,125672,7202,1087,108,361200,9917,NA,NA,NA,NA,NA,NA,NA,NA,12107,2265,acs1,0.393,0.021,782,513,14975,2244,76191,4062,1570,543,39195,2110
2008,3603400,"PUMA5 03400, New York",199168,11299,53697,3886,30127,5229,197865,11453,1084,41,439600,16889,NA,NA,NA,NA,NA,NA,NA,NA,57983,5864,acs1,0.471,0.022,1711,752,19483,2261,130572,7086,8162,1623,73008,3297
2008,3603501,"PUMA5 03501, New York",138433,6888,126984,11218,2695,1472,135892,6328,1263,209,691200,27267,NA,NA,NA,NA,NA,NA,NA,NA,19173,3121,acs1,0.521,0.025,823,575,25784,2390,92336,4907,192,153,45194,1724
2008,3603502,"PUMA5 03502, New York",151589,7814,89994,6691,11773,3003,144370,7873,1165,68,519700,26032,96323,5959,11287,2571,33665,5652,7780,2362,34778,4548,acs1,0.48,0.022,914,640,23664,2637,102859,4952,1648,685,51037,2298
2008,3603503,"PUMA5 03503, New York",160360,7322,96148,9208,7982,2701,158687,7336,1392,100,616100,22950,NA,NA,NA,NA,NA,NA,NA,NA,40732,4376,acs1,0.516,0.024,795,491,30770,2986,112798,5201,1218,514,61314,2468
2008,3603504,"PUMA5 03504, New York",117357,9079,95720,10369,8609,3298,115060,8739,1471,91,753700,47348,NA,NA,NA,NA,NA,NA,NA,NA,32941,5705,acs1,0.6,0.031,1243,745,15146,1921,74894,5430,805,540,39840,2501
2008,3603505,"PUMA5 03505, New York",179725,9228,62449,4233,16622,3865,177238,9214,1177,66,544400,24249,80475,5677,58153,4606,32602,4946,5340,1476,47247,5472,acs1,0.553,0.025,1409,509,20096,2337,120733,6263,5759,1034,66296,2961
2008,3603506,"PUMA5 03506, New York",106555,1435,88395,5900,4658,1786,106120,1659,1321,132,436300,15523,NA,NA,NA,NA,NA,NA,NA,NA,10258,2011,acs1,0.388,0.026,375,475,15339,2130,72992,1060,597,471,38022,1097
2008,3603601,"PUMA5 03601, New York",128709,6009,98699,8027,6585,3065,126467,5961,1523,197,530500,23626,NA,NA,NA,NA,NA,NA,NA,NA,22187,3453,acs1,0.434,0.029,308,279,23918,2265,88876,4227,467,290,44455,1919
2008,3603602,"PUMA5 03602, New York",169836,6009,75936,5263,22868,4149,166901,6394,1182,66,460500,13602,104681,5215,25019,2106,29481,3076,8168,2185,39297,4068,acs1,0.446,0.02,1673,1092,21347,2096,100374,4142,3434,662,50232,2123
2008,3603701,"PUMA5 03701, New York",123077,12199,56633,4894,16827,3591,111821,9906,1043,40,354900,29086,48101,5932,15256,3628,49457,6920,6585,2885,41834,5702,acs1,0.49,0.036,1219,563,16883,2836,79799,6410,5128,1200,44514,3095
2008,3603702,"PUMA5 03702, New York",145525,9389,46495,2825,24072,5452,143652,9368,1007,47,435600,14513,12675,2907,98106,7939,28407,5564,3279,1702,57036,5464,acs1,0.409,0.018,1342,734,12657,1761,91907,5829,7154,1368,47297,2662
2008,3603703,"PUMA5 03703, New York",116692,7415,58449,3868,10479,3183,115486,7359,1025,55,343100,44902,46019,4438,29826,4299,36583,5139,2921,1604,20834,3232,acs1,0.399,0.021,1307,768,11085,1756,83923,4727,4074,907,47418,2276
2008,3603704,"PUMA5 03704, New York",130517,8046,43583,4284,25535,4769,127761,7935,968,34,468600,17935,35628,4462,28109,4351,53342,6753,11659,2992,44125,4018,acs1,0.441,0.023,2110,673,12641,2231,88236,4668,7189,1374,46105,2101
2008,3603705,"PUMA5 03705, New York",152922,10958,21037,2057,63516,8107,147555,10424,776,36,386500,40668,6291,2753,48154,5752,95850,8533,1459,933,41866,5337,acs1,0.484,0.023,3565,1071,7191,1608,80660,5473,21830,2165,49898,2885
2008,3603706,"PUMA5 03706, New York",122723,10142,31383,3767,36902,5338,120706,9578,967,29,171500,50919,11595,2875,24181,5229,73901,8586,6809,2584,49921,6178,acs1,0.466,0.034,2578,834,8305,1902,73335,5841,12582,1704,42895,2567
2008,3603707,"PUMA5 03707, New York",125990,9735,26949,3438,43204,6119,125486,9761,909,29,452300,30506,NA,NA,NA,NA,NA,NA,NA,NA,49055,6570,acs1,0.444,0.023,2528,720,6295,1278,69556,5618,15588,1704,40110,2337
2008,3603708,"PUMA5 03708, New York",138648,10209,24769,3052,51027,6745,136040,9893,893,33,114900,96403,3019,1851,41611,6064,90741,8477,1997,1208,55558,6186,acs1,0.465,0.03,3916,1390,5738,1310,81330,5938,16878,2119,46578,2719
2008,3603802,"PUMA5 03802, New York",123363,10706,37573,7613,31947,6531,116446,8976,1014,64,685000,58826,30202,4165,33651,5657,51199,7102,5672,1153,41583,6092,acs1,0.577,0.035,2402,1167,14723,2267,80026,6232,8599,1443,46888,2946
2008,3603709,"PUMA5 03709, New York",183514,11202,40137,2954,39014,5299,182152,11087,901,26,398800,31756,5808,2120,60920,6931,105032,9566,8085,2631,52664,6017,acs1,0.451,0.023,4535,1329,11565,1824,117523,7478,12412,1714,63589,2948
2008,3603710,"PUMA5 03710, New York",152295,11245,19179,2367,61395,7768,138769,11288,666,53,393400,54677,3140,992,42747,6977,103969,9865,1103,685,42405,5955,acs1,0.481,0.021,2546,868,5141,1303,84515,6069,20334,2578,45480,2836
2008,3603801,"PUMA5 03801, New York",203239,11296,37879,2287,48463,6860,200517,11312,940,25,416900,48972,33172,3809,17549,4633,145102,9635,5127,2277,99568,7805,acs1,0.481,0.022,5083,1402,22244,3321,139674,7800,19643,2292,70567,3322
2008,3603803,"PUMA5 03803, New York",125875,10152,33157,4937,34776,5003,124870,10068,736,34,726800,141109,13762,3624,77484,7870,23308,4539,3859,2636,25753,4115,acs1,0.541,0.037,2314,1157,13412,2401,79718,6198,10566,1618,52553,3987
2008,3603804,"PUMA5 03804, New York",126609,9709,30334,2841,33902,5889,124873,9565,640,35,467800,51242,13792,3634,41519,5292,62163,7723,7318,3483,31555,6051,acs1,0.579,0.037,4167,2109,11338,2364,83072,6301,12633,1899,44151,2507
2008,3603805,"PUMA5 03805, New York",232241,11867,110184,5118,12510,3516,230844,11725,1793,64,1000001,0,NA,NA,NA,NA,NA,NA,NA,NA,53648,5274,acs1,0.555,0.021,1831,942,68422,5429,184110,8756,4411,1365,122153,4789
2008,3603806,"PUMA5 03806, New York",207754,10282,103006,6714,20156,4239,203549,10375,1496,109,991000,67635,151567,8570,12817,3267,24003,4378,13719,3491,45337,5726,acs1,0.578,0.021,1154,507,48259,4506,159932,7004,5086,1266,104329,4175
2008,3603807,"PUMA5 03807, New York",145155,10591,79333,6742,20058,6442,140763,10421,1505,109,817700,74344,89787,6868,9037,3678,24218,4075,17251,2369,32842,4193,acs1,0.56,0.021,1299,642,44608,4799,122181,9198,5216,1230,80126,3815
2008,3603808,"PUMA5 03808, New York",149132,8692,107833,6361,9173,2366,146474,7897,1807,91,742000,63490,NA,NA,NA,NA,NA,NA,NA,NA,33810,4055,acs1,0.529,0.021,NA,NA,NA,NA,NA,NA,1616,799,85493,4012
2008,3603809,"PUMA5 03809, New York",168794,11274,36538,3010,45178,7476,163128,10857,754,38,772200,99965,51349,4866,13412,5801,39644,4806,60452,5342,59453,4773,acs1,0.576,0.026,8062,1683,27989,3396,129901,8938,13660,1699,70092,3858
2008,3603810,"PUMA5 03810, New York",152633,11824,105712,9399,12472,3199,141440,8486,1949,159,1000001,0,NA,NA,NA,NA,NA,NA,NA,NA,35422,4497,acs1,0.591,0.025,1798,1107,46863,5023,112229,6663,2399,878,72985,3493
2008,3603901,"PUMA5 03901, New York",165994,8739,90787,4763,3690,1239,165106,8794,1156,88,491400,12325,NA,NA,NA,NA,NA,NA,NA,NA,19194,3073,acs1,0.356,0.026,475,529,19353,2705,111742,5771,1817,787,56225,2522
2008,3603902,"PUMA5 03902, New York",142188,8632,75439,5722,10961,3101,137549,8230,1048,71,481900,12943,104078,7365,5647,3131,16548,3915,14387,2764,38317,4295,acs1,0.41,0.018,1349,625,16360,2289,96958,5288,3533,1035,48090,2404
2008,3603903,"PUMA5 03903, New York",179225,8593,55613,4346,33101,5900,176194,8633,1074,59,425600,11746,77316,6351,38537,3621,42686,4871,16104,2559,44715,4790,acs1,0.453,0.023,1832,604,19663,2723,117411,5322,9996,1631,62110,2728
2008,3604001,"PUMA5 04001, New York",149665,11165,41248,2403,46029,8102,149665,11165,981,78,717500,57014,94833,9095,7682,3095,37479,5494,7637,2663,36688,3743,acs1,0.492,0.03,2888,809,19041,2447,88217,5454,12831,1909,52267,2466
2008,3604002,"PUMA5 04002, New York",127496,11227,36044,3073,34217,6898,127081,11219,983,52,552200,34838,8436,2387,28020,5565,85192,8474,4502,1982,48373,6245,acs1,0.468,0.026,3188,1214,7871,1516,76473,6696,11564,1822,39285,2558
2008,3604003,"PUMA5 04003, New York",141064,10599,38599,4559,39732,6452,140874,10557,906,40,610900,24840,19234,4767,88914,8152,27359,5032,3243,2300,27133,4069,acs1,0.469,0.025,1185,564,11438,1852,80510,5764,11621,1436,46768,2510
2008,3604004,"PUMA5 04004, New York",116528,9136,62181,5890,23213,4738,112693,8970,1074,97,665000,71039,47616,4837,40823,5641,18386,3809,6402,1855,20610,3988,acs1,0.545,0.03,1666,664,21755,2522,82398,6705,6485,1398,49972,2881
2008,3604005,"PUMA5 04005, New York",118144,9513,81324,9384,12824,4174,117388,9309,1502,121,924800,80741,NA,NA,NA,NA,NA,NA,NA,NA,17827,3095,acs1,0.486,0.024,1826,917,28130,2689,88997,7742,3730,1116,50113,2198
2008,3604006,"PUMA5 04006, New York",122392,9178,39058,3043,31751,5719,121409,8978,961,40,630500,37441,18174,3557,83361,7317,15309,3620,2400,1196,39057,4720,acs1,0.502,0.029,2147,747,13276,1835,80220,5543,9031,1318,47157,2561
2008,3604007,"PUMA5 04007, New York",113502,9176,27345,3489,36519,4920,112135,8930,737,44,477600,39859,1288,753,81832,7276,26761,5371,562,564,28552,4628,acs1,0.516,0.027,790,390,4917,1273,60937,5000,11583,1628,37995,2386
2008,3604008,"PUMA5 04008, New York",156855,10070,35982,2354,43629,7077,156671,9993,974,73,473400,28012,10464,2808,75220,7040,60806,7258,7166,2998,55688,6764,acs1,0.481,0.026,2549,1052,9157,1907,92436,6408,9657,1394,51066,2508
2008,3604009,"PUMA5 04009, New York",206947,11660,62424,3476,26116,4858,204816,11796,1090,65,543800,12547,58095,5679,123066,10154,16971,3848,5976,2408,80420,6320,acs1,0.449,0.023,2674,867,22298,2847,133443,7354,6645,1198,63609,2604
2008,3604010,"PUMA5 04010, New York",147017,11177,43582,2162,20343,4082,146000,11234,1031,33,468300,14072,NA,NA,NA,NA,NA,NA,NA,NA,78233,7198,acs1,0.445,0.022,1790,784,13009,2266,96076,7010,6436,1150,47205,2646
2008,3604011,"PUMA5 04011, New York",111833,7996,37335,4775,20929,4304,111443,8009,955,20,581600,77252,14200,3308,86012,8196,7675,2771,1686,1164,50117,5970,acs1,0.476,0.026,1613,604,9085,2031,72232,4973,5928,1217,40482,2287
2008,3604012,"PUMA5 04012, New York",147678,9797,43906,2921,33247,4878,145719,9821,1049,46,658200,29683,35473,3935,4791,1772,67676,8743,37384,5587,65644,6885,acs1,0.468,0.018,4752,1200,13384,2095,95887,6072,8421,1129,45697,2666
2008,3604013,"PUMA5 04013, New York",121390,7649,54839,3798,14704,3189,121042,7525,1099,42,669100,26656,83576,6691,982,605,15891,3328,19580,4218,44069,4706,acs1,0.474,0.028,1945,857,18847,2279,90792,5615,4589,981,48601,2319
2008,3604014,"PUMA5 04014, New York",170292,11365,40138,3687,47704,7605,169288,11405,1097,34,676500,50550,NA,NA,NA,NA,NA,NA,NA,NA,59030,5996,acs1,0.477,0.022,2750,842,14120,1919,92692,6379,8537,1302,48480,2569
2008,3604015,"PUMA5 04015, New York",172592,11188,41402,2686,36948,6769,171435,11249,1020,32,678700,68331,72365,7762,57514,6930,27931,5664,11629,3023,76585,6046,acs1,0.516,0.018,1929,708,17172,2322,108808,5915,10342,1576,58998,2872
2008,3604016,"PUMA5 04016, New York",145146,8870,46399,3098,17741,3503,143856,8935,961,36,577900,24726,NA,NA,NA,NA,NA,NA,NA,NA,65636,5078,acs1,0.471,0.024,2547,724,21452,2585,103005,5331,7522,1407,54124,2604
2008,3604017,"PUMA5 04017, New York",183083,10753,38656,2705,30893,5301,182423,10789,986,29,639100,17332,94642,8000,1322,727,20954,5023,64805,5827,92229,6081,acs1,0.457,0.018,4815,1105,14430,1746,130500,6944,9347,1126,63074,3017
2008,3604018,"PUMA5 04018, New York",104974,8002,32493,2955,19935,3197,104786,7968,760,51,472400,50547,NA,NA,NA,NA,NA,NA,NA,NA,51844,5879,acs1,0.475,0.026,2207,965,15016,2471,80730,5368,11727,1502,43512,2738
2008,3604101,"PUMA5 04101, New York",178480,8897,52065,3985,29256,5147,178126,8889,1134,30,598300,28730,91497,6178,11210,2409,52504,6154,17805,3721,75578,6057,acs1,0.43,0.024,3506,1054,34795,3447,129632,6035,6964,1443,75593,2871
2008,3604102,"PUMA5 04102, New York",190173,13559,47976,4287,33930,6268,188292,13444,1150,41,501800,52805,21619,4233,12852,2881,121438,11203,30025,6264,119059,10009,acs1,0.432,0.025,3003,1113,17413,3028,127827,8847,10027,1700,57687,3453
2008,3604103,"PUMA5 04103, New York",254571,11705,56208,3372,31674,4743,251263,11594,1219,47,554200,20639,91126,7078,3591,1174,43620,7000,110117,8474,132946,8543,acs1,0.454,0.019,5106,1504,41289,4270,186573,7856,7184,1234,87596,2904
2008,3604104,"PUMA5 04104, New York",124989,9281,73998,4188,8133,2947,124424,9136,1377,105,583600,20961,NA,NA,NA,NA,NA,NA,NA,NA,48028,5434,acs1,0.421,0.029,1196,552,21028,2517,89257,6519,1509,601,44878,2529
2008,3604105,"PUMA5 04105, New York",203425,11397,74898,4438,14143,3281,201723,11432,1251,73,469300,7724,31726,3843,118594,9339,21546,4460,26851,4143,82965,6627,acs1,0.368,0.016,2144,811,26840,2979,137773,6782,3515,1062,60169,3179
2008,3604106,"PUMA5 04106, New York",143686,10216,60506,4916,11267,3208,140142,9758,1150,67,555300,24467,52756,7203,14636,2587,23812,5108,46833,7046,63020,6348,acs1,0.462,0.038,1175,646,25381,2713,97981,6304,2250,700,51269,2987
2008,3604107,"PUMA5 04107, New York",143406,10849,41860,4140,25461,3890,142446,10487,1158,41,548300,43256,12951,2609,9247,3374,72156,9164,46212,5750,96984,8296,acs1,0.435,0.025,4596,1665,17546,2995,98661,7298,6482,1201,44182,2617
2008,3604108,"PUMA5 04108, New York",116831,7439,66497,4708,7834,2306,116121,7351,1240,62,379600,33817,71391,6187,2218,995,16283,3528,25391,4657,58536,5404,acs1,0.438,0.025,891,372,25578,2702,87830,4771,3224,678,50949,2408
2008,3604109,"PUMA5 04109, New York",132863,10422,54318,4436,14982,3570,130894,10070,1145,40,439600,63796,36945,4092,2065,1095,43655,7640,48159,6404,80467,8391,acs1,0.435,0.024,3664,1066,21057,3377,98445,7579,5577,1213,48336,2795
2008,3604110,"PUMA5 04110, New York",167834,9709,53823,3867,19112,3774,167469,9693,1126,31,566200,14006,101943,7520,1797,1153,54266,6834,8477,2609,60419,6565,acs1,0.42,0.019,1919,654,16185,2309,117413,6660,4067,986,61269,2783
2008,3604111,"PUMA5 04111, New York",155865,9418,52188,3266,18439,3939,154924,9333,1163,43,486200,17325,32430,4848,11543,3410,60928,7358,39802,5852,82217,6635,acs1,0.397,0.019,2351,730,14916,2242,102997,6219,6069,1195,45506,2582
2008,3604112,"PUMA5 04112, New York",222807,11253,52292,3527,27627,4964,220569,11244,1002,41,438500,8929,3026,1276,151683,10010,29826,5754,26716,4994,93949,9045,acs1,0.413,0.019,2762,786,21220,2572,144532,6733,7799,1307,68029,2930
2008,3604113,"PUMA5 04113, New York",140123,10543,57861,6133,16540,5188,139701,10508,1232,67,508500,25907,37639,4158,21857,3932,37679,6906,26811,6046,64203,7549,acs1,0.412,0.027,1665,615,11405,2882,95470,7118,3862,1025,40994,2329
2008,3604114,"PUMA5 04114, New York",117954,8842,46165,3137,17254,4157,113341,8735,912,62,529200,33233,NA,NA,NA,NA,NA,NA,NA,NA,28215,4525,acs1,0.463,0.022,2062,880,11097,1722,76295,5255,7559,1255,40767,2495
2008,3604201,"PUMA5 04201, New York",114619,7301,118858,7628,3951,1848,111076,7359,1609,165,890100,31130,NA,NA,NA,NA,NA,NA,NA,NA,26866,4036,acs1,0.51,0.027,536,384,23537,2194,77042,4022,480,377,39083,1863
2008,3604202,"PUMA5 04202, New York",119018,6889,111630,6727,6069,2591,114757,6893,1742,116,750300,34299,NA,NA,NA,NA,NA,NA,NA,NA,23032,3415,acs1,0.506,0.021,562,362,23976,2326,78798,3962,396,244,39268,1821
2008,3604203,"PUMA5 04203, New York",105960,7126,103921,4988,2828,1371,105272,7027,1457,252,492600,9559,NA,NA,NA,NA,NA,NA,NA,NA,17208,3131,acs1,0.387,0.023,530,410,16788,1844,73964,4519,611,415,35013,1842
2008,3604204,"PUMA5 04204, New York",113993,7357,95899,8209,6731,3054,113940,7337,1376,116,565200,16765,NA,NA,NA,NA,NA,NA,NA,NA,32630,4279,acs1,0.43,0.037,1595,844,16835,2266,77103,4325,466,304,36408,1832
2008,3604205,"PUMA5 04205, New York",118469,6834,91590,6958,3524,1442,116408,6913,1419,201,512200,27133,75457,5174,20117,4758,12089,3772,7687,2789,27632,4216,acs1,0.422,0.031,703,482,17678,2210,78584,4883,1186,523,35575,1852
