boro_cd,cd_name,boro_name,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,overdose_total
316,Brownsville,Brooklyn,2009,3366,59,3307,1201,14,9,2106,36,0,506,2860,164,719,1546,906,31,70,2939,8,338,8
316,Brownsville,Brooklyn,2010,3179,54,3125,786,28,5,2339,21,0,430,2749,226,859,1389,674,31,68,2783,12,303,13
316,Brownsville,Brooklyn,2011,3415,134,3281,835,91,12,2446,31,0,435,2980,240,904,1453,778,40,82,2958,5,361,13
316,Brownsville,Brooklyn,2012,2112,66,2046,660,26,12,1386,28,0,337,1775,109,489,922,565,27,65,1768,8,264,15
316,Brownsville,Brooklyn,2013,1259,61,1198,509,19,13,689,29,0,218,1041,55,302,506,384,12,45,1013,3,192,16
316,Brownsville,Brooklyn,2014,1195,44,1151,516,19,5,635,20,0,214,981,56,267,491,372,9,42,947,1,199,16
316,Brownsville,Brooklyn,2015,866,37,829,279,9,10,550,18,0,142,724,54,218,374,209,11,24,713,5,120,17
316,Brownsville,Brooklyn,2016,607,52,555,273,21,14,282,17,0,126,481,17,145,247,189,9,19,492,4,88,16
316,Brownsville,Brooklyn,2017,732,41,691,294,16,12,397,13,0,123,609,36,160,312,212,12,19,599,4,108,26
316,Brownsville,Brooklyn,2018,512,54,458,218,15,14,240,25,0,82,430,16,121,237,133,5,15,404,4,84,19
316,Brownsville,Brooklyn,2019,208,47,161,0,0,0,35,17,156,39,169,2,37,97,70,2,12,159,1,32,12
316,Brownsville,Brooklyn,2020,92,45,47,0,0,0,4,16,72,16,76,3,19,50,20,0,3,79,0,10,29
316,Brownsville,Brooklyn,2021,59,24,35,0,0,0,0,1,58,5,54,2,12,20,23,2,0,53,0,6,45
317,East Flatbush,Brooklyn,2006,1141,25,1116,253,6,4,863,15,0,95,1046,86,388,477,187,3,9,1077,0,50,9
317,East Flatbush,Brooklyn,2007,1577,68,1509,204,15,14,1305,39,0,150,1427,131,567,687,189,3,12,1519,8,37,0
317,East Flatbush,Brooklyn,2008,1329,65,1264,153,4,11,1111,50,0,103,1226,113,498,551,166,1,16,1271,2,39,5
317,East Flatbush,Brooklyn,2009,1561,77,1484,99,16,5,1385,56,0,100,1461,137,596,669,157,2,16,1485,2,56,0
317,East Flatbush,Brooklyn,2010,1397,62,1335,91,9,8,1244,45,0,88,1309,115,547,576,154,5,8,1335,7,45,5
317,East Flatbush,Brooklyn,2011,1497,43,1454,160,6,5,1294,32,0,137,1360,122,549,611,211,4,13,1428,4,47,0
317,East Flatbush,Brooklyn,2012,1210,61,1149,141,18,7,1008,36,0,101,1109,103,430,514,157,6,12,1163,3,31,8
317,East Flatbush,Brooklyn,2013,1060,33,1027,196,8,3,831,22,0,134,926,72,373,455,158,2,17,1001,2,39,0
317,East Flatbush,Brooklyn,2014,842,31,811,137,4,11,674,16,0,85,757,43,292,380,123,4,11,788,5,37,7
317,East Flatbush,Brooklyn,2015,595,19,576,103,5,6,473,8,0,71,524,30,205,261,94,5,20,547,3,22,9
317,East Flatbush,Brooklyn,2016,431,39,392,168,11,9,224,19,0,86,345,12,108,188,120,3,14,397,0,20,13
317,East Flatbush,Brooklyn,2017,473,53,420,125,12,15,295,26,0,59,414,27,127,225,93,1,14,426,1,31,12
317,East Flatbush,Brooklyn,2018,271,37,234,64,12,12,170,13,0,36,235,14,74,140,41,2,11,243,1,15,14
317,East Flatbush,Brooklyn,2019,85,40,45,0,0,0,17,17,51,14,71,2,25,41,15,2,6,72,1,6,13
317,East Flatbush,Brooklyn,2020,81,12,69,0,0,0,13,7,61,15,66,0,13,39,28,1,4,68,0,9,21
317,East Flatbush,Brooklyn,2021,30,14,16,0,0,0,3,2,25,4,26,1,5,13,10,1,1,26,1,2,18
318,Flatlands / Canarsie,Brooklyn,2006,732,39,693,126,15,5,567,19,0,52,680,72,310,285,62,2,54,608,0,63,5
318,Flatlands / Canarsie,Brooklyn,2007,835,56,779,110,12,10,669,34,0,69,766,79,367,330,59,0,101,663,3,64,6
318,Flatlands / Canarsie,Brooklyn,2008,695,34,661,172,17,7,489,10,0,89,606,77,242,283,90,3,97,506,5,78,10
318,Flatlands / Canarsie,Brooklyn,2009,760,29,731,113,5,13,618,10,1,79,681,79,337,270,73,1,102,579,4,71,8
318,Flatlands / Canarsie,Brooklyn,2010,921,26,895,68,7,5,827,14,0,61,860,108,429,326,57,1,96,746,13,64,14
318,Flatlands / Canarsie,Brooklyn,2011,892,28,864,113,1,5,751,22,0,73,819,114,409,293,76,0,141,674,10,63,13
318,Flatlands / Canarsie,Brooklyn,2012,753,63,690,110,12,18,580,33,0,71,682,75,338,276,61,3,116,549,6,74,9
318,Flatlands / Canarsie,Brooklyn,2013,535,26,509,130,5,7,379,14,0,50,485,39,243,191,59,3,117,366,6,45,9
318,Flatlands / Canarsie,Brooklyn,2014,619,33,586,155,7,14,431,12,0,94,525,40,261,225,89,4,151,376,12,77,8
318,Flatlands / Canarsie,Brooklyn,2015,423,20,403,141,8,7,262,5,0,56,367,28,154,180,60,1,91,275,9,43,19
318,Flatlands / Canarsie,Brooklyn,2016,499,16,483,96,4,3,387,9,0,54,445,28,263,176,30,2,98,340,9,49,22
318,Flatlands / Canarsie,Brooklyn,2017,527,23,504,75,4,6,429,13,0,63,464,38,229,209,49,2,57,399,4,62,21
318,Flatlands / Canarsie,Brooklyn,2018,273,34,239,52,11,10,187,13,0,28,245,16,99,125,30,3,25,217,4,26,13
318,Flatlands / Canarsie,Brooklyn,2019,45,19,26,0,0,0,7,8,30,9,36,1,13,23,8,0,10,26,0,9,17
318,Flatlands / Canarsie,Brooklyn,2020,25,8,17,0,0,0,6,3,16,1,24,0,8,13,4,0,2,21,0,2,27
318,Flatlands / Canarsie,Brooklyn,2021,29,10,19,0,0,0,4,1,24,5,24,0,5,17,7,0,6,16,2,5,27
355,NA,Brooklyn,2006,90,1,89,35,1,0,54,0,0,8,82,4,22,39,24,1,9,65,0,16,0
355,NA,Brooklyn,2007,38,1,37,11,1,0,26,0,0,2,36,2,13,13,10,0,4,30,0,3,0
355,NA,Brooklyn,2008,36,1,35,11,0,0,24,1,0,3,33,4,6,19,7,0,1,29,0,6,0
355,NA,Brooklyn,2009,58,1,57,5,0,0,52,1,0,4,54,3,21,27,7,0,10,43,0,5,0
355,NA,Brooklyn,2010,71,2,69,12,2,0,57,0,0,8,63,11,27,23,10,0,14,47,3,6,0
355,NA,Brooklyn,2011,99,0,99,19,0,0,80,0,0,6,93,8,29,37,24,1,8,77,1,12,0
355,NA,Brooklyn,2012,87,3,84,4,0,2,80,1,0,5,82,15,33,25,14,0,5,74,0,8,0
355,NA,Brooklyn,2013,36,0,36,6,0,0,30,0,0,1,35,4,11,16,4,1,8,19,0,8,0
355,NA,Brooklyn,2014,26,0,26,3,0,0,23,0,0,2,24,0,8,10,8,0,3,18,2,3,0
355,NA,Brooklyn,2015,29,2,27,11,2,0,16,0,0,5,24,0,8,16,5,0,6,18,1,4,0
355,NA,Brooklyn,2016,33,2,31,7,2,0,24,0,0,6,27,1,9,17,6,0,3,24,0,6,0
355,NA,Brooklyn,2017,25,0,25,7,0,0,18,0,0,2,23,0,7,12,6,0,1,18,0,6,0
355,NA,Brooklyn,2018,11,0,11,1,0,0,10,0,0,1,10,0,2,3,5,1,2,9,0,0,0
355,NA,Brooklyn,2019,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
356,NA,Brooklyn,2006,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
356,NA,Brooklyn,2007,27,2,25,0,0,2,25,0,0,8,19,2,13,10,2,0,0,21,1,3,0
356,NA,Brooklyn,2008,32,0,32,0,0,0,32,0,0,10,22,0,16,15,1,0,0,26,0,4,0
356,NA,Brooklyn,2009,16,0,16,0,0,0,16,0,0,1,15,2,5,8,1,0,0,13,0,3,0
356,NA,Brooklyn,2010,16,0,16,0,0,0,16,0,0,4,12,1,5,8,2,0,0,16,0,0,0
356,NA,Brooklyn,2011,4,0,4,0,0,0,4,0,0,0,4,0,2,2,0,0,0,4,0,0,0
356,NA,Brooklyn,2012,8,0,8,0,0,0,8,0,0,3,5,0,3,5,0,0,0,8,0,0,0
356,NA,Brooklyn,2013,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0
356,NA,Brooklyn,2014,15,1,14,0,1,0,14,0,0,0,15,0,8,6,1,0,1,12,0,0,0
356,NA,Brooklyn,2015,3,0,3,0,0,0,3,0,0,2,1,0,2,1,0,0,0,3,0,0,0
356,NA,Brooklyn,2016,40,0,40,0,0,0,40,0,0,14,26,0,19,18,3,0,1,37,0,2,0
356,NA,Brooklyn,2017,24,1,23,0,1,0,23,0,0,2,22,0,8,15,1,0,2,19,3,0,0
356,NA,Brooklyn,2018,13,0,13,4,0,0,9,0,0,5,8,0,5,7,1,0,1,11,0,1,0
356,NA,Brooklyn,2019,3,1,2,0,0,0,1,0,2,0,3,0,0,3,0,0,2,1,0,0,0
401,Long Island City / Astoria,Queens,2006,893,78,815,308,46,28,507,4,0,79,814,99,302,385,106,1,197,294,34,340,13
401,Long Island City / Astoria,Queens,2007,1142,71,1071,367,40,17,704,14,0,146,996,108,410,479,145,0,252,442,25,380,16
401,Long Island City / Astoria,Queens,2008,1012,49,963,292,17,26,671,6,0,137,875,91,378,419,122,2,244,360,23,358,18
401,Long Island City / Astoria,Queens,2009,937,50,887,219,20,19,668,11,0,110,827,108,370,373,82,4,213,328,36,331,8
401,Long Island City / Astoria,Queens,2010,928,43,885,280,38,3,605,2,0,137,791,123,335,333,135,2,231,333,49,291,19
401,Long Island City / Astoria,Queens,2011,899,32,867,209,13,14,658,5,0,113,786,108,394,293,102,2,226,316,49,280,13
401,Long Island City / Astoria,Queens,2012,878,53,825,215,26,5,610,22,0,128,750,79,367,316,116,0,205,333,45,272,6
401,Long Island City / Astoria,Queens,2013,905,64,841,260,35,17,581,12,0,94,811,75,339,339,149,3,197,324,46,314,13
401,Long Island City / Astoria,Queens,2014,972,45,927,351,24,17,576,4,0,129,843,89,352,391,136,4,178,336,91,346,12
401,Long Island City / Astoria,Queens,2015,600,51,549,254,32,17,295,2,0,85,515,45,223,237,92,3,105,200,61,221,15
401,Long Island City / Astoria,Queens,2016,634,41,593,237,23,12,356,6,0,64,570,38,222,264,106,4,103,207,67,241,18
401,Long Island City / Astoria,Queens,2017,743,67,676,275,36,17,401,14,0,112,631,35,236,319,148,5,93,333,52,259,29
401,Long Island City / Astoria,Queens,2018,359,64,295,166,27,9,129,26,2,27,332,14,118,183,42,2,69,106,45,138,16
401,Long Island City / Astoria,Queens,2019,122,34,88,0,0,0,17,15,90,15,107,2,31,73,15,1,27,40,11,41,20
401,Long Island City / Astoria,Queens,2020,111,34,77,0,0,0,5,12,94,17,94,3,24,54,30,0,10,55,4,42,33
401,Long Island City / Astoria,Queens,2021,114,31,83,0,0,0,0,4,110,12,102,0,30,45,36,3,28,41,15,29,50
402,Woodside / Sunnyside,Queens,2006,209,27,182,115,16,10,67,0,1,11,198,14,49,87,55,4,58,68,2,75,0
402,Woodside / Sunnyside,Queens,2007,242,21,221,100,9,12,121,0,0,20,222,31,78,108,24,1,58,39,12,129,6
402,Woodside / Sunnyside,Queens,2008,218,22,196,61,9,12,135,1,0,19,199,34,61,96,27,0,59,34,16,108,8
402,Woodside / Sunnyside,Queens,2009,159,10,149,62,3,6,87,1,0,19,140,9,63,70,17,0,63,18,5,71,0
402,Woodside / Sunnyside,Queens,2010,268,12,256,73,3,4,183,5,0,13,255,18,110,113,27,0,78,26,27,133,0
402,Woodside / Sunnyside,Queens,2011,336,22,314,60,9,8,254,5,0,31,305,31,145,144,15,1,98,39,44,148,0
402,Woodside / Sunnyside,Queens,2012,182,9,173,63,1,6,110,2,0,21,161,17,88,60,17,0,42,23,33,79,0
402,Woodside / Sunnyside,Queens,2013,132,18,114,48,6,6,66,6,0,8,124,9,48,64,11,0,35,15,13,67,8
402,Woodside / Sunnyside,Queens,2014,134,18,116,70,8,8,46,2,0,6,128,8,52,60,14,0,30,11,28,63,7
402,Woodside / Sunnyside,Queens,2015,131,20,111,76,5,7,35,8,0,4,127,3,61,58,9,0,33,13,24,58,8
402,Woodside / Sunnyside,Queens,2016,146,23,123,52,5,4,71,14,0,5,141,12,66,54,13,1,19,31,21,73,11
402,Woodside / Sunnyside,Queens,2017,161,13,148,46,4,4,102,5,0,9,152,6,67,74,13,1,17,27,23,93,8
402,Woodside / Sunnyside,Queens,2018,153,40,113,63,32,5,50,2,1,23,130,11,42,88,12,0,25,17,44,66,13
402,Woodside / Sunnyside,Queens,2019,82,22,60,0,0,0,8,4,70,5,77,5,27,44,6,0,12,7,23,40,15
402,Woodside / Sunnyside,Queens,2020,26,15,11,0,0,0,0,6,20,3,23,0,9,16,1,0,6,2,5,13,34
402,Woodside / Sunnyside,Queens,2021,23,12,11,0,0,0,1,0,22,3,20,0,4,9,10,0,7,1,3,12,33
403,Jackson Heights,Queens,2006,982,23,959,419,7,15,540,1,0,78,904,69,391,439,81,2,88,210,29,632,7
403,Jackson Heights,Queens,2007,951,30,921,339,17,6,582,7,0,67,884,99,421,346,82,3,78,142,28,683,6
403,Jackson Heights,Queens,2008,1051,64,987,369,13,41,618,10,0,86,965,70,473,411,95,2,91,164,35,730,0
403,Jackson Heights,Queens,2009,1012,62,950,304,23,32,646,7,0,90,922,85,479,349,95,4,91,197,25,682,9
403,Jackson Heights,Queens,2010,893,65,828,217,23,37,611,5,0,70,823,66,400,335,80,12,84,175,34,590,5
403,Jackson Heights,Queens,2011,877,37,840,176,17,16,664,4,0,60,817,85,414,325,49,4,58,116,43,647,10
403,Jackson Heights,Queens,2012,758,45,713,188,23,19,525,3,0,68,690,60,371,266,60,1,60,91,34,561,8
403,Jackson Heights,Queens,2013,809,58,751,222,12,27,529,19,0,74,735,47,375,334,51,2,70,69,58,599,0
403,Jackson Heights,Queens,2014,891,55,836,318,13,31,518,11,0,77,814,44,430,338,77,2,79,86,55,656,0
403,Jackson Heights,Queens,2015,386,69,317,240,18,45,77,5,1,44,342,18,159,172,37,0,24,34,17,307,17
403,Jackson Heights,Queens,2016,452,61,391,239,16,35,152,10,0,30,422,16,190,208,38,0,25,30,36,356,17
403,Jackson Heights,Queens,2017,367,60,307,189,29,19,118,12,0,34,333,14,125,185,41,2,27,34,30,275,19
403,Jackson Heights,Queens,2018,190,58,132,83,19,25,49,12,2,16,174,8,63,87,29,3,16,23,13,138,17
403,Jackson Heights,Queens,2019,131,29,102,0,0,0,17,1,113,20,111,3,37,62,27,2,11,15,4,101,20
403,Jackson Heights,Queens,2020,75,22,53,0,0,0,5,2,68,10,65,1,26,41,7,0,5,11,2,57,20
403,Jackson Heights,Queens,2021,56,21,35,0,0,0,0,0,56,7,49,0,13,29,13,1,6,6,3,41,24
404,Elmhurst / Corona,Queens,2006,398,32,366,112,9,22,254,1,0,22,376,40,178,146,30,4,49,56,20,267,5
404,Elmhurst / Corona,Queens,2007,316,17,299,84,7,9,215,1,0,10,306,39,142,98,36,1,27,33,14,240,9
404,Elmhurst / Corona,Queens,2008,349,24,325,73,8,8,252,8,0,20,329,39,154,135,19,2,29,44,17,252,6
404,Elmhurst / Corona,Queens,2009,308,19,289,56,12,6,233,1,0,18,290,27,148,109,24,0,30,47,12,210,0
404,Elmhurst / Corona,Queens,2010,337,38,299,65,10,25,234,3,0,23,314,34,152,126,24,1,34,42,14,242,6
404,Elmhurst / Corona,Queens,2011,274,13,261,44,5,1,217,7,0,18,256,42,129,92,11,0,27,32,30,178,0
404,Elmhurst / Corona,Queens,2012,284,36,248,53,22,7,195,7,0,21,263,42,139,94,9,0,36,28,38,178,0
404,Elmhurst / Corona,Queens,2013,380,39,341,86,30,8,255,1,0,18,362,44,203,126,5,2,38,29,50,262,9
404,Elmhurst / Corona,Queens,2014,363,19,344,103,9,8,241,2,0,29,334,26,183,128,26,0,40,40,52,226,0
404,Elmhurst / Corona,Queens,2015,324,41,283,128,21,14,155,6,0,21,303,23,159,120,22,0,26,19,50,218,156
404,Elmhurst / Corona,Queens,2016,250,38,212,97,17,15,115,6,0,16,234,6,140,85,19,0,16,23,36,174,250
404,Elmhurst / Corona,Queens,2017,265,29,236,97,11,14,139,4,0,19,246,16,94,126,29,0,14,26,52,168,272
404,Elmhurst / Corona,Queens,2018,158,32,126,66,8,17,60,6,1,16,142,11,64,67,15,1,10,16,11,121,226
404,Elmhurst / Corona,Queens,2019,71,27,44,0,0,0,11,6,54,5,66,0,18,41,12,0,5,7,9,49,230
404,Elmhurst / Corona,Queens,2020,39,10,29,0,0,0,3,3,33,4,35,0,9,24,6,0,3,7,1,28,372
404,Elmhurst / Corona,Queens,2021,32,5,27,0,0,0,3,0,29,6,26,0,7,20,5,0,1,5,12,14,393
405,Ridgewood / Maspeth,Queens,2006,580,80,500,297,33,34,203,13,0,79,501,49,212,257,61,1,319,38,7,206,13
405,Ridgewood / Maspeth,Queens,2007,537,52,485,283,20,25,202,7,0,79,458,33,168,263,71,2,297,20,4,209,23
405,Ridgewood / Maspeth,Queens,2008,559,44,515,263,4,21,252,19,0,78,481,39,184,271,64,1,278,42,4,231,14
405,Ridgewood / Maspeth,Queens,2009,835,42,793,330,6,23,463,13,0,124,711,91,318,329,95,2,405,85,9,333,11
405,Ridgewood / Maspeth,Queens,2010,964,71,893,300,8,35,593,28,0,125,839,98,377,379,109,1,459,77,10,415,7
405,Ridgewood / Maspeth,Queens,2011,958,38,920,253,4,21,667,13,0,137,821,74,428,359,94,3,444,71,14,420,12
405,Ridgewood / Maspeth,Queens,2012,653,23,630,332,0,9,298,14,0,88,565,44,214,311,83,1,354,31,12,251,18
405,Ridgewood / Maspeth,Queens,2013,674,41,633,372,4,21,261,16,0,91,583,24,201,358,89,2,354,43,5,263,27
405,Ridgewood / Maspeth,Queens,2014,512,20,492,315,4,13,177,3,0,57,455,17,172,238,82,3,212,39,7,252,14
405,Ridgewood / Maspeth,Queens,2015,349,48,301,201,8,24,100,16,0,42,307,8,118,186,37,0,146,30,11,155,12
405,Ridgewood / Maspeth,Queens,2016,188,29,159,110,5,15,49,9,0,18,170,8,54,102,24,0,78,8,3,97,32
405,Ridgewood / Maspeth,Queens,2017,266,29,237,158,14,15,79,0,0,35,231,12,96,124,33,1,112,10,12,129,22
405,Ridgewood / Maspeth,Queens,2018,244,40,204,165,10,14,39,11,5,31,213,4,72,124,42,2,107,10,9,117,20
405,Ridgewood / Maspeth,Queens,2019,74,16,58,0,0,0,6,3,65,8,66,0,10,44,20,0,29,8,0,37,16
405,Ridgewood / Maspeth,Queens,2020,66,21,45,0,0,0,2,6,58,9,57,1,12,41,12,0,36,3,1,26,38
405,Ridgewood / Maspeth,Queens,2021,37,13,24,0,0,0,0,0,37,7,30,0,5,25,6,1,15,5,0,17,45
406,Rego Park / Forest Hills,Queens,2006,183,7,176,39,6,0,137,1,0,12,171,19,96,62,6,0,106,8,6,55,7
406,Rego Park / Forest Hills,Queens,2007,208,21,187,57,11,8,130,2,0,15,193,23,99,75,11,0,130,14,12,47,0
406,Rego Park / Forest Hills,Queens,2008,166,17,149,56,8,5,93,4,0,26,140,12,81,62,11,0,106,15,6,35,7
406,Rego Park / Forest Hills,Queens,2009,232,15,217,76,7,5,141,3,0,27,205,26,109,85,12,0,136,22,10,61,0
406,Rego Park / Forest Hills,Queens,2010,228,16,212,105,9,7,107,0,0,38,190,18,94,102,14,0,126,16,12,68,6
406,Rego Park / Forest Hills,Queens,2011,229,15,214,88,2,10,126,3,0,26,203,21,87,101,20,0,141,24,4,58,0
406,Rego Park / Forest Hills,Queens,2012,196,16,180,78,4,12,102,0,0,20,176,24,80,76,16,0,110,19,7,55,6
406,Rego Park / Forest Hills,Queens,2013,122,16,106,82,4,11,24,1,0,8,114,8,44,62,8,0,79,5,6,31,7
406,Rego Park / Forest Hills,Queens,2014,82,10,72,60,1,4,12,5,0,8,74,3,35,39,5,0,50,13,2,16,9
406,Rego Park / Forest Hills,Queens,2015,61,5,56,39,3,2,17,0,0,5,56,4,20,31,6,0,37,6,5,13,10
406,Rego Park / Forest Hills,Queens,2016,85,11,74,56,3,6,18,2,0,13,72,5,23,49,8,0,49,10,2,23,7
406,Rego Park / Forest Hills,Queens,2017,45,8,37,33,2,5,4,1,0,8,37,1,13,24,7,0,26,2,2,14,8
406,Rego Park / Forest Hills,Queens,2018,16,1,15,12,0,1,3,0,0,1,15,2,4,7,3,0,4,2,4,6,8
406,Rego Park / Forest Hills,Queens,2019,20,10,10,0,0,0,0,4,16,2,18,0,5,13,2,0,5,0,5,9,7
406,Rego Park / Forest Hills,Queens,2020,9,1,8,0,0,0,1,0,8,3,6,0,1,6,2,0,5,0,0,4,15
406,Rego Park / Forest Hills,Queens,2021,17,5,12,0,0,0,0,0,17,5,12,0,3,11,3,0,1,9,2,5,16
407,Flushing,Queens,2006,556,51,505,183,23,17,322,11,0,47,509,56,234,220,46,0,205,78,59,206,12
407,Flushing,Queens,2007,291,29,262,125,17,2,137,10,0,16,275,44,105,120,22,0,86,38,66,95,16
407,Flushing,Queens,2008,389,22,367,181,18,3,186,1,0,44,345,42,159,168,18,2,104,38,121,119,15
407,Flushing,Queens,2009,459,59,400,221,44,10,179,5,0,69,390,38,172,206,43,0,79,42,222,109,10
407,Flushing,Queens,2010,604,54,550,208,42,2,342,10,0,57,547,70,282,215,37,0,145,49,225,179,13
407,Flushing,Queens,2011,881,74,807,212,65,9,595,0,0,76,805,89,466,280,44,2,179,87,342,259,8
407,Flushing,Queens,2012,683,70,613,231,48,13,382,9,0,71,612,67,311,259,46,0,146,55,305,158,12
407,Flushing,Queens,2013,621,113,508,224,61,24,284,28,0,60,561,62,253,244,62,0,170,56,219,160,15
407,Flushing,Queens,2014,453,54,399,175,13,24,224,17,0,57,396,70,184,163,36,0,98,52,143,150,14
407,Flushing,Queens,2015,413,49,364,315,23,11,49,15,0,60,353,14,148,224,26,1,81,12,267,51,12
407,Flushing,Queens,2016,254,31,223,157,7,7,66,16,1,39,215,17,85,129,21,2,60,13,100,78,12
407,Flushing,Queens,2017,262,47,215,149,12,22,66,13,0,41,221,15,91,131,25,0,63,16,95,85,11
407,Flushing,Queens,2018,224,57,167,128,18,16,39,23,0,25,199,8,60,130,26,0,33,11,96,81,17
407,Flushing,Queens,2019,214,67,147,0,0,0,11,29,174,35,179,2,26,157,29,0,19,11,143,41,11
407,Flushing,Queens,2020,94,57,37,0,0,0,3,40,51,16,78,0,19,57,18,0,6,7,63,18,20
407,Flushing,Queens,2021,50,21,29,0,0,0,1,7,42,8,42,2,4,37,7,0,4,6,29,11,24
408,Hillcrest / Fresh Meadows,Queens,2006,303,32,271,46,19,9,225,4,0,17,286,43,157,87,15,1,63,134,24,60,9
408,Hillcrest / Fresh Meadows,Queens,2007,260,24,236,52,14,6,184,4,0,27,233,36,117,84,23,0,52,113,34,56,7
408,Hillcrest / Fresh Meadows,Queens,2008,238,27,211,46,11,5,165,11,0,15,223,42,116,63,17,0,72,85,22,52,5
408,Hillcrest / Fresh Meadows,Queens,2009,413,29,384,45,15,4,339,10,0,20,393,65,212,115,21,0,123,145,41,99,0
408,Hillcrest / Fresh Meadows,Queens,2010,440,28,412,76,7,9,336,12,0,41,399,56,209,140,35,0,107,154,59,107,5
408,Hillcrest / Fresh Meadows,Queens,2011,477,26,451,70,14,3,381,8,1,39,438,69,236,139,30,3,134,152,76,107,7
408,Hillcrest / Fresh Meadows,Queens,2012,546,25,521,73,10,6,448,9,0,46,500,113,227,157,48,1,139,158,98,141,5
408,Hillcrest / Fresh Meadows,Queens,2013,576,36,540,85,18,6,455,10,2,52,524,86,303,146,41,0,179,167,81,128,15
408,Hillcrest / Fresh Meadows,Queens,2014,427,24,403,93,11,9,310,4,0,34,393,43,216,136,32,0,111,107,89,105,8
408,Hillcrest / Fresh Meadows,Queens,2015,351,16,335,94,11,1,241,4,0,38,313,38,181,100,32,0,108,90,62,84,4
408,Hillcrest / Fresh Meadows,Queens,2016,456,18,438,162,6,4,276,8,0,52,404,34,188,183,50,1,169,92,82,100,13
408,Hillcrest / Fresh Meadows,Queens,2017,374,35,339,87,9,18,252,8,0,36,338,31,200,122,21,0,92,91,82,103,16
408,Hillcrest / Fresh Meadows,Queens,2018,129,28,101,65,9,12,36,7,0,17,112,4,42,64,19,0,29,34,29,32,9
408,Hillcrest / Fresh Meadows,Queens,2019,51,22,29,0,0,0,5,11,35,5,46,0,7,31,13,0,17,10,9,15,10
408,Hillcrest / Fresh Meadows,Queens,2020,33,7,26,0,0,0,1,3,29,7,26,1,5,21,6,0,11,11,5,6,14
408,Hillcrest / Fresh Meadows,Queens,2021,17,8,9,0,0,0,0,0,17,3,14,0,3,13,1,0,5,3,3,5,13
409,Kew Gardens / Woodhaven,Queens,2006,273,36,237,94,14,17,143,5,0,31,242,33,100,113,27,0,71,44,18,131,11
409,Kew Gardens / Woodhaven,Queens,2007,573,48,525,156,28,13,369,7,0,48,525,74,236,220,42,1,144,90,72,256,6
409,Kew Gardens / Woodhaven,Queens,2008,527,41,486,148,13,18,338,10,0,44,483,58,224,213,32,0,107,103,80,224,7
409,Kew Gardens / Woodhaven,Queens,2009,416,34,382,80,12,14,302,8,0,43,373,47,175,159,35,0,90,76,72,166,8
409,Kew Gardens / Woodhaven,Queens,2010,579,25,554,127,7,14,427,4,0,59,520,52,290,199,37,1,116,99,84,248,6
409,Kew Gardens / Woodhaven,Queens,2011,446,21,425,93,12,4,332,5,0,37,409,39,200,169,38,0,92,71,47,210,0
409,Kew Gardens / Woodhaven,Queens,2012,321,33,288,75,5,18,213,10,0,27,294,42,142,114,23,0,60,40,48,161,10
409,Kew Gardens / Woodhaven,Queens,2013,261,16,245,132,1,10,113,5,0,23,238,14,98,104,44,1,73,30,36,114,9
409,Kew Gardens / Woodhaven,Queens,2014,154,21,133,77,4,8,56,9,0,10,144,8,56,75,15,0,36,28,17,70,9
409,Kew Gardens / Woodhaven,Queens,2015,188,13,175,107,2,5,68,6,0,23,165,9,81,67,31,0,61,22,30,74,15
409,Kew Gardens / Woodhaven,Queens,2016,314,38,276,102,17,18,174,3,0,24,290,15,158,115,25,1,36,38,76,160,25
409,Kew Gardens / Woodhaven,Queens,2017,520,40,480,144,18,9,336,13,0,25,495,41,224,210,45,0,70,76,90,280,40
409,Kew Gardens / Woodhaven,Queens,2018,310,51,259,138,11,19,121,17,4,24,286,10,97,171,30,2,67,29,69,139,19
409,Kew Gardens / Woodhaven,Queens,2019,104,35,69,0,0,0,3,4,97,21,83,2,25,55,22,0,30,16,16,42,21
409,Kew Gardens / Woodhaven,Queens,2020,42,23,19,0,0,0,0,2,40,6,36,0,14,25,3,0,9,4,11,18,29
409,Kew Gardens / Woodhaven,Queens,2021,52,32,20,0,0,0,1,3,48,6,46,2,10,32,8,0,5,9,5,33,42
410,South Ozone Park / Howard Beach,Queens,2006,306,25,281,108,4,16,173,5,0,28,278,26,132,113,35,0,77,105,34,82,12
410,South Ozone Park / Howard Beach,Queens,2007,537,34,503,172,9,16,331,9,0,50,487,41,232,222,42,0,136,140,102,136,11
410,South Ozone Park / Howard Beach,Queens,2008,509,11,498,158,7,3,340,1,0,45,464,45,192,210,61,1,119,145,109,122,7
410,South Ozone Park / Howard Beach,Queens,2009,493,29,464,122,12,5,342,12,0,47,446,33,204,196,59,1,151,104,86,119,0
410,South Ozone Park / Howard Beach,Queens,2010,455,20,435,113,3,13,322,4,0,44,411,46,191,181,37,0,120,108,64,128,10
