boro_cd,cd_name,boro_name,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,overdose_total
303,Bedford-Stuyvesant,Brooklyn,2008,3232,86,3146,1833,32,32,1313,22,0,568,2664,124,545,1353,1170,40,48,2791,10,378,16
303,Bedford-Stuyvesant,Brooklyn,2009,4084,101,3983,1926,27,23,2057,51,0,666,3418,170,755,1752,1371,36,88,3524,6,455,18
303,Bedford-Stuyvesant,Brooklyn,2010,3441,85,3356,1342,23,32,2014,30,0,541,2900,159,693,1443,1098,48,94,2934,10,392,17
303,Bedford-Stuyvesant,Brooklyn,2011,2956,74,2882,1303,23,21,1579,30,0,467,2489,134,583,1072,1112,55,106,2539,10,295,17
303,Bedford-Stuyvesant,Brooklyn,2012,2433,64,2369,971,23,13,1398,28,0,392,2041,134,552,923,788,36,93,2017,11,302,22
303,Bedford-Stuyvesant,Brooklyn,2013,2011,86,1925,726,20,28,1199,37,1,316,1695,115,467,772,632,25,82,1631,6,279,20
303,Bedford-Stuyvesant,Brooklyn,2014,1468,54,1414,571,8,24,843,22,0,249,1219,54,333,607,456,18,43,1207,5,205,17
303,Bedford-Stuyvesant,Brooklyn,2015,870,37,833,405,10,16,428,11,0,155,715,35,169,351,300,15,42,694,4,128,243
303,Bedford-Stuyvesant,Brooklyn,2016,815,56,759,438,11,23,321,22,0,150,665,29,159,330,283,14,42,640,5,126,332
303,Bedford-Stuyvesant,Brooklyn,2017,910,53,857,428,20,16,429,17,0,143,767,14,189,374,317,16,34,695,9,164,361
303,Bedford-Stuyvesant,Brooklyn,2018,728,80,648,413,31,23,235,21,5,119,609,11,97,334,261,25,35,518,8,164,280
303,Bedford-Stuyvesant,Brooklyn,2019,260,63,197,0,0,0,25,24,211,36,224,3,37,122,93,5,13,191,5,50,314
303,Bedford-Stuyvesant,Brooklyn,2020,140,38,102,0,0,0,3,10,127,25,115,2,10,77,46,5,4,104,2,30,436
303,Bedford-Stuyvesant,Brooklyn,2021,114,36,78,0,0,0,1,10,103,15,99,0,11,66,36,1,5,69,1,39,601
304,Bushwick,Brooklyn,2006,1764,45,1719,1064,18,14,655,13,0,301,1463,85,308,997,367,6,155,631,3,969,17
304,Bushwick,Brooklyn,2007,2141,53,2088,1146,24,20,942,9,0,337,1804,101,470,1091,469,9,146,862,9,1118,18
304,Bushwick,Brooklyn,2008,2106,71,2035,969,27,34,1066,10,0,319,1787,106,506,1055,434,5,148,825,0,1122,15
304,Bushwick,Brooklyn,2009,2613,50,2563,1037,19,18,1526,13,0,380,2233,165,631,1276,529,12,186,1016,14,1390,12
304,Bushwick,Brooklyn,2010,2159,43,2116,877,15,15,1239,13,0,319,1840,130,579,964,473,13,140,930,4,1080,7
304,Bushwick,Brooklyn,2011,2448,50,2398,1014,11,19,1384,16,4,330,2118,149,609,1135,537,18,231,910,13,1281,13
304,Bushwick,Brooklyn,2012,1839,37,1802,899,10,16,903,10,1,289,1550,80,416,841,490,12,181,711,16,920,12
304,Bushwick,Brooklyn,2013,1166,43,1123,610,11,18,513,14,0,202,964,41,256,536,326,7,143,375,10,632,13
304,Bushwick,Brooklyn,2014,883,34,849,515,9,13,334,12,0,117,766,36,191,381,259,16,115,256,12,498,7
304,Bushwick,Brooklyn,2015,516,21,495,377,4,10,118,7,0,80,436,5,72,247,190,2,66,150,5,294,15
304,Bushwick,Brooklyn,2016,480,29,451,370,8,11,81,10,0,77,403,9,65,194,205,7,63,135,8,271,21
304,Bushwick,Brooklyn,2017,420,34,386,263,6,18,123,10,0,79,341,5,89,187,128,11,41,130,8,240,26
304,Bushwick,Brooklyn,2018,307,27,280,200,12,7,80,6,2,47,260,10,58,164,70,5,26,90,4,186,22
304,Bushwick,Brooklyn,2019,230,29,201,0,0,0,6,11,213,43,187,2,16,143,67,2,24,73,2,130,25
304,Bushwick,Brooklyn,2020,86,21,65,0,0,0,1,11,74,12,74,0,10,64,12,0,16,27,0,43,35
304,Bushwick,Brooklyn,2021,160,15,145,0,0,0,6,1,153,15,145,0,18,94,47,1,31,26,2,100,52
305,East New York / Starrett City,Brooklyn,2006,2872,104,2768,1216,29,39,1552,36,0,507,2365,190,761,1416,490,14,179,1906,16,734,20
305,East New York / Starrett City,Brooklyn,2007,3340,98,3242,1258,32,25,1984,41,0,531,2809,240,891,1627,572,9,180,2218,35,881,20
305,East New York / Starrett City,Brooklyn,2008,3520,96,3424,1232,34,25,2192,37,0,587,2933,214,989,1621,679,17,183,2334,44,924,10
305,East New York / Starrett City,Brooklyn,2009,4369,100,4269,1158,29,36,3111,35,0,688,3681,280,1377,1995,700,17,144,3016,47,1140,21
305,East New York / Starrett City,Brooklyn,2010,4392,79,4313,921,33,19,3392,27,0,509,3883,320,1533,1902,617,20,154,3151,40,1005,13
305,East New York / Starrett City,Brooklyn,2011,4562,106,4456,1281,37,29,3175,40,0,686,3876,360,1440,1902,846,14,147,3178,53,1150,15
305,East New York / Starrett City,Brooklyn,2012,3554,87,3467,1347,27,27,2120,33,0,719,2835,210,893,1516,902,33,191,2434,38,881,16
305,East New York / Starrett City,Brooklyn,2013,2743,98,2645,851,31,28,1794,39,0,455,2288,133,808,1097,673,32,177,1622,54,869,15
305,East New York / Starrett City,Brooklyn,2014,2481,97,2384,765,30,19,1619,48,0,378,2103,104,773,1010,574,20,155,1479,54,777,18
305,East New York / Starrett City,Brooklyn,2015,1321,58,1263,513,16,11,750,31,0,225,1096,60,367,548,329,17,90,856,14,354,10
305,East New York / Starrett City,Brooklyn,2016,783,93,690,268,24,34,422,35,0,116,667,44,252,331,150,6,22,476,10,270,13
305,East New York / Starrett City,Brooklyn,2017,692,74,618,273,17,18,345,39,0,137,555,37,210,303,139,3,29,431,8,217,19
305,East New York / Starrett City,Brooklyn,2018,459,117,342,194,56,17,148,41,3,75,384,14,142,203,97,3,24,275,13,142,13
305,East New York / Starrett City,Brooklyn,2019,256,73,183,0,0,0,24,21,211,48,208,3,53,122,74,4,16,162,2,74,12
305,East New York / Starrett City,Brooklyn,2020,96,22,74,0,0,0,6,6,84,11,85,1,17,41,34,3,4,55,5,32,26
305,East New York / Starrett City,Brooklyn,2021,74,27,47,0,0,0,4,3,67,17,57,0,11,38,23,2,2,39,4,29,23
306,Park Slope / Carroll Gardens,Brooklyn,2006,772,19,753,557,14,4,196,1,0,152,620,29,119,396,223,5,156,282,8,320,12
306,Park Slope / Carroll Gardens,Brooklyn,2007,742,26,716,506,17,7,210,2,0,150,592,36,106,386,211,2,128,316,2,292,7
306,Park Slope / Carroll Gardens,Brooklyn,2008,693,41,652,416,10,16,236,15,0,147,546,42,107,333,207,4,103,313,3,267,0
306,Park Slope / Carroll Gardens,Brooklyn,2009,593,23,570,280,6,10,290,7,0,102,491,48,122,291,132,0,124,198,7,261,6
306,Park Slope / Carroll Gardens,Brooklyn,2010,472,29,443,194,10,9,249,10,0,69,403,37,106,204,121,4,87,174,6,200,6
306,Park Slope / Carroll Gardens,Brooklyn,2011,456,23,433,177,5,9,256,9,0,62,394,49,110,183,112,2,85,192,9,167,9
306,Park Slope / Carroll Gardens,Brooklyn,2012,650,17,633,246,8,7,387,2,0,93,557,48,175,271,150,6,123,296,6,217,7
306,Park Slope / Carroll Gardens,Brooklyn,2013,387,13,374,235,6,2,139,5,0,87,300,11,77,169,120,10,90,119,4,170,0
306,Park Slope / Carroll Gardens,Brooklyn,2014,398,18,380,264,4,8,116,6,0,93,305,9,65,154,161,9,113,111,5,168,13
306,Park Slope / Carroll Gardens,Brooklyn,2015,391,11,380,237,5,4,143,2,0,81,310,13,82,178,114,4,75,146,8,156,17
306,Park Slope / Carroll Gardens,Brooklyn,2016,537,10,527,240,4,4,287,2,0,97,440,26,121,248,131,11,113,232,11,177,28
306,Park Slope / Carroll Gardens,Brooklyn,2017,598,23,575,311,8,3,264,12,0,107,491,19,126,276,169,8,133,222,20,221,28
306,Park Slope / Carroll Gardens,Brooklyn,2018,323,27,296,191,13,9,105,4,1,43,280,6,52,155,110,0,70,116,16,117,22
306,Park Slope / Carroll Gardens,Brooklyn,2019,138,47,91,0,0,0,6,7,125,14,124,1,19,73,43,2,32,52,11,43,31
306,Park Slope / Carroll Gardens,Brooklyn,2020,62,15,47,0,0,0,2,3,57,15,47,0,6,28,27,1,15,23,4,19,26
306,Park Slope / Carroll Gardens,Brooklyn,2021,51,12,39,0,0,0,3,3,45,10,41,0,5,30,16,0,13,17,2,18,54
307,Sunset Park,Brooklyn,2006,985,33,952,464,18,7,488,8,0,124,861,72,282,446,172,13,208,88,12,663,17
307,Sunset Park,Brooklyn,2007,1046,11,1035,430,5,3,605,3,0,109,937,89,335,472,149,1,210,81,18,727,10
307,Sunset Park,Brooklyn,2008,657,21,636,286,9,8,350,4,0,64,593,39,193,321,99,5,103,49,11,487,7
307,Sunset Park,Brooklyn,2009,776,12,764,262,4,6,502,2,0,59,717,64,262,355,94,1,179,68,28,492,7
307,Sunset Park,Brooklyn,2010,848,14,834,253,3,3,581,8,0,51,797,96,283,347,117,5,189,50,43,555,13
307,Sunset Park,Brooklyn,2011,804,29,775,257,10,13,518,6,0,49,755,65,320,311,103,5,165,59,90,477,0
307,Sunset Park,Brooklyn,2012,816,29,787,278,15,3,509,11,0,65,751,77,282,332,119,6,160,56,127,465,10
307,Sunset Park,Brooklyn,2013,543,41,502,289,34,7,213,0,0,58,485,33,191,233,82,4,86,33,171,244,7
307,Sunset Park,Brooklyn,2014,516,28,488,296,17,6,192,5,0,81,435,28,179,233,74,2,115,30,108,259,5
307,Sunset Park,Brooklyn,2015,416,18,398,277,11,7,121,0,0,49,367,11,114,222,69,0,102,22,69,211,12
307,Sunset Park,Brooklyn,2016,373,22,351,269,13,6,82,3,0,50,323,8,81,191,90,3,81,17,51,217,13
307,Sunset Park,Brooklyn,2017,476,25,451,283,15,7,168,3,0,67,409,17,138,228,90,3,104,20,91,256,27
307,Sunset Park,Brooklyn,2018,324,23,301,173,12,7,128,3,1,53,271,15,93,167,48,1,52,29,86,147,15
307,Sunset Park,Brooklyn,2019,145,29,116,0,0,0,10,4,131,26,119,2,29,86,27,1,43,11,36,54,15
307,Sunset Park,Brooklyn,2020,73,6,67,0,0,0,4,0,69,11,62,1,10,41,20,1,16,4,14,38,13
307,Sunset Park,Brooklyn,2021,86,21,65,0,0,0,2,11,73,16,70,2,4,57,23,0,23,2,20,41,29
308,Crown Heights North / Prospect Heights,Brooklyn,2006,2231,90,2141,1192,9,41,949,40,0,381,1850,84,396,1060,674,17,49,1995,4,177,14
308,Crown Heights North / Prospect Heights,Brooklyn,2007,2442,93,2349,1245,15,62,1104,16,0,402,2040,109,466,1123,729,14,55,2196,3,186,23
308,Crown Heights North / Prospect Heights,Brooklyn,2008,2353,71,2282,1272,20,35,1010,16,0,462,1891,102,385,1058,779,29,26,2140,0,181,13
308,Crown Heights North / Prospect Heights,Brooklyn,2009,2169,58,2111,937,23,6,1174,29,0,337,1832,84,420,942,700,23,46,1978,9,132,10
308,Crown Heights North / Prospect Heights,Brooklyn,2010,2121,26,2095,761,16,2,1334,8,0,307,1814,131,446,875,649,20,47,1905,1,160,7
308,Crown Heights North / Prospect Heights,Brooklyn,2011,2114,58,2056,674,15,19,1382,24,0,310,1804,135,475,851,622,31,57,1893,2,152,11
308,Crown Heights North / Prospect Heights,Brooklyn,2012,1483,42,1441,528,10,12,913,20,0,230,1253,71,355,552,488,17,38,1289,1,153,10
308,Crown Heights North / Prospect Heights,Brooklyn,2013,1361,35,1326,595,3,11,731,21,0,231,1130,54,297,502,484,24,45,1165,7,137,7
308,Crown Heights North / Prospect Heights,Brooklyn,2014,1136,27,1109,549,3,1,560,23,0,209,927,42,237,397,440,20,36,985,3,106,8
308,Crown Heights North / Prospect Heights,Brooklyn,2015,543,20,523,339,4,12,184,4,0,94,449,9,87,188,248,11,33,463,1,44,18
308,Crown Heights North / Prospect Heights,Brooklyn,2016,449,33,416,297,9,18,119,6,0,66,383,5,46,187,200,11,28,363,4,53,37
308,Crown Heights North / Prospect Heights,Brooklyn,2017,478,56,422,231,15,19,191,22,0,54,424,28,74,206,161,9,29,388,0,59,43
308,Crown Heights North / Prospect Heights,Brooklyn,2018,385,28,357,224,7,7,133,10,4,39,346,22,64,155,141,3,26,290,2,67,32
308,Crown Heights North / Prospect Heights,Brooklyn,2019,176,24,152,0,0,0,10,8,158,30,146,1,17,81,70,7,13,125,0,36,33
308,Crown Heights North / Prospect Heights,Brooklyn,2020,79,25,54,0,0,0,3,11,65,11,68,0,17,42,19,1,3,66,0,10,58
308,Crown Heights North / Prospect Heights,Brooklyn,2021,26,6,20,0,0,0,0,3,23,5,21,0,2,13,9,2,4,17,0,5,84
309,Crown Heights South / Lefferts Gardens,Brooklyn,2006,1219,39,1180,345,7,12,835,20,0,125,1094,99,392,508,212,7,17,1119,1,77,7
309,Crown Heights South / Lefferts Gardens,Brooklyn,2007,1157,34,1123,309,5,3,814,26,0,127,1030,81,334,528,208,6,24,1049,4,78,8
309,Crown Heights South / Lefferts Gardens,Brooklyn,2008,634,31,603,148,3,4,455,24,0,65,569,50,181,285,113,5,15,582,0,37,0
309,Crown Heights South / Lefferts Gardens,Brooklyn,2009,900,29,871,162,4,7,709,18,0,56,844,65,302,385,144,4,21,792,0,83,0
309,Crown Heights South / Lefferts Gardens,Brooklyn,2010,1146,33,1113,182,11,2,931,20,0,102,1044,75,382,477,205,7,38,984,3,115,5
309,Crown Heights South / Lefferts Gardens,Brooklyn,2011,1412,43,1369,238,7,4,1131,32,0,118,1294,120,400,630,255,7,63,1220,5,122,8
309,Crown Heights South / Lefferts Gardens,Brooklyn,2012,989,21,968,230,5,8,738,8,0,118,871,79,308,413,182,7,86,789,0,112,0
309,Crown Heights South / Lefferts Gardens,Brooklyn,2013,775,21,754,176,5,7,578,9,0,90,685,38,213,373,145,6,34,651,1,88,0
309,Crown Heights South / Lefferts Gardens,Brooklyn,2014,675,14,661,177,4,5,484,5,0,69,606,29,165,307,164,10,47,533,6,83,8
309,Crown Heights South / Lefferts Gardens,Brooklyn,2015,582,16,566,173,2,9,393,5,0,87,495,27,165,253,132,5,43,479,6,53,9
309,Crown Heights South / Lefferts Gardens,Brooklyn,2016,628,12,616,271,3,4,345,5,0,101,527,21,141,249,208,9,43,497,6,81,13
309,Crown Heights South / Lefferts Gardens,Brooklyn,2017,587,23,564,217,5,8,347,10,0,70,517,28,134,240,181,4,58,447,4,77,15
309,Crown Heights South / Lefferts Gardens,Brooklyn,2018,310,18,292,118,5,7,174,6,0,27,283,3,56,142,104,5,23,244,2,41,11
309,Crown Heights South / Lefferts Gardens,Brooklyn,2019,84,38,46,0,0,0,23,10,51,5,79,1,18,47,17,1,4,70,1,9,7
309,Crown Heights South / Lefferts Gardens,Brooklyn,2020,40,24,16,0,0,0,0,9,31,2,38,0,12,18,10,0,3,23,5,9,11
309,Crown Heights South / Lefferts Gardens,Brooklyn,2021,17,7,10,0,0,0,0,0,17,4,13,0,2,7,8,0,4,10,0,3,33
310,Bay Ridge / Dyker Heights,Brooklyn,2006,187,30,157,78,13,4,79,13,0,27,160,13,57,97,20,0,113,7,3,56,18
310,Bay Ridge / Dyker Heights,Brooklyn,2007,312,38,274,115,19,13,159,6,0,31,281,24,92,150,46,0,199,7,5,77,9
310,Bay Ridge / Dyker Heights,Brooklyn,2008,233,21,212,68,5,7,144,9,0,9,224,34,91,86,22,0,139,3,22,59,6
310,Bay Ridge / Dyker Heights,Brooklyn,2009,306,23,283,89,6,16,194,1,0,27,279,40,125,114,26,1,206,13,12,71,8
310,Bay Ridge / Dyker Heights,Brooklyn,2010,391,19,372,99,7,9,273,3,0,19,372,53,191,120,27,0,239,13,30,100,7
310,Bay Ridge / Dyker Heights,Brooklyn,2011,428,13,415,98,4,3,317,6,0,34,394,40,211,159,18,0,221,17,71,98,14
310,Bay Ridge / Dyker Heights,Brooklyn,2012,297,15,282,94,1,8,188,6,0,26,271,35,159,85,18,0,147,9,33,79,20
310,Bay Ridge / Dyker Heights,Brooklyn,2013,264,22,242,116,8,9,126,5,0,20,244,34,112,102,15,1,121,6,52,54,9
310,Bay Ridge / Dyker Heights,Brooklyn,2014,295,16,279,144,5,7,135,4,0,24,271,24,121,130,20,0,143,10,45,59,17
310,Bay Ridge / Dyker Heights,Brooklyn,2015,264,14,250,153,3,6,97,5,0,22,242,15,97,138,14,0,146,7,25,60,12
310,Bay Ridge / Dyker Heights,Brooklyn,2016,616,16,600,191,4,3,409,9,0,53,563,64,261,251,39,1,340,27,41,172,18
310,Bay Ridge / Dyker Heights,Brooklyn,2017,705,105,600,327,58,28,273,19,0,67,638,40,265,333,67,0,358,46,131,159,8
310,Bay Ridge / Dyker Heights,Brooklyn,2018,395,157,238,108,127,10,130,20,0,21,374,8,123,222,42,0,172,12,100,103,10
310,Bay Ridge / Dyker Heights,Brooklyn,2019,120,54,66,0,0,0,2,0,118,6,114,2,20,81,17,0,61,6,16,35,15
310,Bay Ridge / Dyker Heights,Brooklyn,2020,122,47,75,0,0,0,6,15,101,8,114,3,32,75,12,0,64,5,11,41,16
310,Bay Ridge / Dyker Heights,Brooklyn,2021,104,27,77,0,0,0,1,4,99,5,99,0,18,79,7,0,41,4,39,18,20
311,Bensonhurst,Brooklyn,2006,136,26,110,70,22,1,40,3,0,24,112,12,33,73,18,0,110,6,2,15,12
311,Bensonhurst,Brooklyn,2007,211,42,169,94,28,7,75,7,0,15,196,16,67,106,21,1,166,5,9,29,12
311,Bensonhurst,Brooklyn,2008,293,40,253,125,21,12,128,7,0,18,275,32,109,122,30,0,220,11,11,48,12
311,Bensonhurst,Brooklyn,2009,347,30,317,102,17,9,215,4,0,27,320,37,163,130,16,1,246,13,14,67,13
311,Bensonhurst,Brooklyn,2010,236,33,203,73,15,9,130,9,0,17,219,24,96,91,25,0,156,8,20,52,8
311,Bensonhurst,Brooklyn,2011,267,13,254,106,10,2,148,1,0,21,246,21,125,101,20,0,180,8,22,44,13
311,Bensonhurst,Brooklyn,2012,373,17,356,150,9,5,206,3,0,26,347,49,182,128,14,0,233,21,34,74,11
311,Bensonhurst,Brooklyn,2013,267,14,253,160,8,4,93,2,0,24,243,14,115,123,15,0,180,8,18,59,15
311,Bensonhurst,Brooklyn,2014,330,15,315,206,7,2,109,6,0,30,300,34,114,148,32,2,214,8,36,67,11
311,Bensonhurst,Brooklyn,2015,281,14,267,181,7,3,86,4,0,30,251,24,74,145,37,1,199,9,17,53,16
311,Bensonhurst,Brooklyn,2016,243,20,223,131,7,5,92,8,0,18,225,7,78,130,28,0,132,11,27,65,12
311,Bensonhurst,Brooklyn,2017,256,36,220,140,12,6,80,18,0,36,220,19,87,130,20,0,138,23,28,64,16
311,Bensonhurst,Brooklyn,2018,71,20,51,38,8,8,13,3,1,12,59,2,17,44,7,1,34,4,12,20,16
311,Bensonhurst,Brooklyn,2019,89,42,47,0,0,0,3,2,84,18,71,8,26,46,9,0,43,8,19,17,16
311,Bensonhurst,Brooklyn,2020,36,12,24,0,0,0,0,5,31,7,29,0,3,27,6,0,25,0,6,4,24
311,Bensonhurst,Brooklyn,2021,58,9,49,0,0,0,0,3,55,8,50,0,15,41,1,1,40,1,6,11,22
312,Borough Park,Brooklyn,2006,176,15,161,77,4,10,84,1,0,11,165,18,76,68,14,0,89,15,7,59,6
312,Borough Park,Brooklyn,2007,196,21,175,46,5,16,129,0,0,15,181,31,88,65,12,0,74,27,6,79,5
312,Borough Park,Brooklyn,2008,105,7,98,36,2,1,62,4,0,7,98,16,38,45,5,1,36,11,15,42,5
312,Borough Park,Brooklyn,2009,142,11,131,32,2,6,99,3,0,10,132,17,61,54,10,0,51,17,11,59,6
312,Borough Park,Brooklyn,2010,234,11,223,51,5,5,172,1,0,16,218,23,111,85,14,1,69,32,17,109,5
312,Borough Park,Brooklyn,2011,153,6,147,40,5,1,107,0,0,15,138,12,71,54,14,2,80,11,33,28,0
312,Borough Park,Brooklyn,2012,141,9,132,48,2,3,84,4,0,6,135,11,60,54,15,1,52,13,19,56,0
312,Borough Park,Brooklyn,2013,126,13,113,41,6,7,72,0,0,7,119,8,55,52,8,3,54,10,17,44,0
312,Borough Park,Brooklyn,2014,163,10,153,45,7,3,108,0,0,17,146,3,69,80,9,2,55,9,25,71,8
312,Borough Park,Brooklyn,2015,202,11,191,53,1,1,138,9,0,9,193,18,88,82,14,0,79,18,27,76,8
312,Borough Park,Brooklyn,2016,220,14,206,95,13,1,111,0,0,8,212,5,87,109,19,0,62,13,68,77,13
312,Borough Park,Brooklyn,2017,139,10,129,58,5,3,71,2,0,9,130,8,40,84,7,0,46,6,47,39,16
312,Borough Park,Brooklyn,2018,97,12,85,38,2,2,47,7,1,10,87,6,35,50,6,0,27,5,34,30,10
312,Borough Park,Brooklyn,2019,31,21,10,0,0,0,2,4,25,4,27,1,7,18,4,1,6,1,14,10,16
312,Borough Park,Brooklyn,2020,13,9,4,0,0,0,0,3,10,0,13,0,1,11,1,0,4,0,7,2,15
312,Borough Park,Brooklyn,2021,13,4,9,0,0,0,0,0,13,0,13,0,2,10,1,0,2,1,4,6,16
313,Coney Island,Brooklyn,2006,726,41,685,355,32,7,330,2,0,132,594,69,198,367,88,3,238,304,6,176,11
313,Coney Island,Brooklyn,2007,887,41,846,422,18,18,424,5,0,174,713,77,246,440,120,4,284,340,11,240,6
313,Coney Island,Brooklyn,2008,983,39,944,408,13,15,536,10,1,188,795,71,319,449,140,4,338,359,13,263,13
313,Coney Island,Brooklyn,2009,1328,61,1267,430,25,30,837,6,0,233,1095,138,444,543,193,10,467,542,20,293,8
313,Coney Island,Brooklyn,2010,1175,57,1118,343,23,12,775,22,0,169,1006,133,434,434,166,8,431,456,22,258,11
313,Coney Island,Brooklyn,2011,942,23,919,293,10,6,626,7,0,153,789,99,360,343,134,6,345,381,19,183,10
313,Coney Island,Brooklyn,2012,725,62,663,214,23,39,449,0,0,90,635,70,283,276,91,5,255,296,21,144,10
313,Coney Island,Brooklyn,2013,721,36,685,200,25,5,485,6,0,83,638,78,278,272,89,4,282,238,22,170,11
313,Coney Island,Brooklyn,2014,875,31,844,348,14,6,496,11,0,167,708,69,298,371,131,6,398,256,34,183,17
313,Coney Island,Brooklyn,2015,729,34,695,435,13,17,260,4,0,168,561,33,193,356,145,2,312,229,30,148,13
313,Coney Island,Brooklyn,2016,571,21,550,241,10,5,309,6,0,114,457,27,193,239,109,3,246,180,34,109,21
313,Coney Island,Brooklyn,2017,744,23,721,266,11,7,455,5,0,102,642,49,240,345,108,2,216,290,44,189,16
313,Coney Island,Brooklyn,2018,431,29,402,194,19,4,208,4,2,65,366,10,126,214,77,4,158,124,18,129,13
313,Coney Island,Brooklyn,2019,143,41,102,0,0,0,19,5,119,14,129,0,25,77,39,2,66,32,8,35,15
313,Coney Island,Brooklyn,2020,119,38,81,0,0,0,5,8,106,20,99,1,11,72,33,2,66,28,7,18,22
313,Coney Island,Brooklyn,2021,83,22,61,0,0,0,2,4,77,11,72,0,6,49,24,4,34,29,2,18,28
314,Flatbush / Midwood,Brooklyn,2006,918,32,886,265,8,4,621,20,0,80,838,70,366,360,120,2,111,670,15,116,9
314,Flatbush / Midwood,Brooklyn,2007,1190,66,1124,299,12,30,825,24,0,115,1075,144,447,452,146,1,269,684,36,184,7
314,Flatbush / Midwood,Brooklyn,2008,951,37,914,265,9,3,649,25,0,130,821,111,332,383,123,2,160,644,19,121,9
314,Flatbush / Midwood,Brooklyn,2009,814,43,771,163,14,6,608,23,0,92,722,78,266,370,99,1,100,605,12,92,5
314,Flatbush / Midwood,Brooklyn,2010,1098,44,1054,238,15,3,816,26,0,98,1000,116,438,434,107,3,222,699,53,118,0
314,Flatbush / Midwood,Brooklyn,2011,1088,31,1057,231,13,6,826,12,0,97,991,96,457,413,122,0,298,558,82,143,5
314,Flatbush / Midwood,Brooklyn,2012,952,37,915,254,18,10,661,9,0,92,860,67,416,380,85,4,294,500,25,124,7
314,Flatbush / Midwood,Brooklyn,2013,664,41,623,197,14,14,426,13,0,79,585,59,213,303,87,2,132,405,44,81,12
314,Flatbush / Midwood,Brooklyn,2014,481,24,457,169,11,1,288,12,0,69,412,34,148,205,91,3,92,310,14,64,11
314,Flatbush / Midwood,Brooklyn,2015,281,18,263,112,7,7,151,4,0,49,232,17,98,115,49,2,63,148,24,42,15
314,Flatbush / Midwood,Brooklyn,2016,335,14,321,114,9,2,207,3,0,35,300,18,142,138,37,0,68,173,31,58,30
314,Flatbush / Midwood,Brooklyn,2017,524,25,499,85,16,7,414,2,0,46,478,35,256,207,26,0,49,351,33,88,22
314,Flatbush / Midwood,Brooklyn,2018,392,20,372,81,14,2,291,2,2,39,353,17,151,184,38,2,49,256,26,57,17
314,Flatbush / Midwood,Brooklyn,2019,65,33,32,0,0,0,8,9,48,20,45,2,13,31,19,0,13,45,3,4,21
314,Flatbush / Midwood,Brooklyn,2020,100,20,80,0,0,0,0,4,96,21,79,1,7,45,45,2,24,51,6,19,19
314,Flatbush / Midwood,Brooklyn,2021,29,19,10,0,0,0,0,0,29,5,24,0,2,18,8,1,7,11,1,10,25
315,Sheepshead Bay,Brooklyn,2006,270,32,238,122,10,13,116,9,0,38,232,23,97,118,31,0,192,43,1,34,10
315,Sheepshead Bay,Brooklyn,2007,385,24,361,152,14,5,209,5,0,36,349,47,162,143,33,0,257,86,0,34,10
315,Sheepshead Bay,Brooklyn,2008,420,40,380,98,26,12,282,2,0,33,387,48,200,145,27,0,281,79,7,49,11
315,Sheepshead Bay,Brooklyn,2009,475,62,413,105,30,23,308,9,0,49,426,42,252,147,33,1,297,102,10,61,13
315,Sheepshead Bay,Brooklyn,2010,540,21,519,135,8,12,384,0,1,48,492,45,276,183,36,0,314,133,16,70,6
315,Sheepshead Bay,Brooklyn,2011,576,18,558,157,4,8,401,6,0,54,522,53,315,175,33,0,359,110,33,63,11
315,Sheepshead Bay,Brooklyn,2012,603,26,577,235,17,6,342,3,0,53,550,47,327,200,29,0,418,89,30,62,12
315,Sheepshead Bay,Brooklyn,2013,385,29,356,241,9,17,115,3,0,47,338,16,149,185,33,2,237,65,18,59,6
315,Sheepshead Bay,Brooklyn,2014,453,22,431,329,13,6,102,3,0,38,415,21,169,235,27,1,326,51,18,54,16
315,Sheepshead Bay,Brooklyn,2015,420,32,388,314,17,15,74,0,0,65,355,15,131,237,37,0,301,52,24,41,13
315,Sheepshead Bay,Brooklyn,2016,348,16,332,237,9,7,95,0,0,41,307,14,120,187,27,0,222,49,21,50,12
315,Sheepshead Bay,Brooklyn,2017,371,12,359,235,9,2,124,1,0,48,323,12,130,196,33,0,235,70,19,47,9
315,Sheepshead Bay,Brooklyn,2018,176,11,165,123,8,0,42,3,0,31,145,12,45,100,19,0,105,32,7,31,7
315,Sheepshead Bay,Brooklyn,2019,62,7,55,0,0,0,7,1,54,9,53,0,22,30,10,0,46,2,1,13,10
315,Sheepshead Bay,Brooklyn,2020,37,12,25,0,0,0,0,2,35,9,28,0,8,25,4,0,24,6,2,4,5
315,Sheepshead Bay,Brooklyn,2021,33,5,28,0,0,0,2,0,31,7,26,0,6,25,2,0,25,2,3,3,14
316,Brownsville,Brooklyn,2006,2386,44,2342,1176,14,13,1166,17,0,309,2077,126,482,1131,635,12,63,2048,0,263,13
316,Brownsville,Brooklyn,2007,2886,36,2850,1162,13,8,1688,15,0,452,2434,187,672,1348,667,12,57,2553,3,270,14
316,Brownsville,Brooklyn,2008,2752,60,2692,1056,33,9,1636,18,0,405,2347,157,596,1306,676,17,60,2428,2,253,13
